time_to_eruption,volcan_id,media_sensor__median,media_sensor__minimum
17275464,1018435910,2492.833333333333,-476.6666666666667
29754498,1018756523,2500.75,-88.41666666666667
22465586,1019052648,2729.7272727272725,-426.9090909090909
31097762,1019955915,3015.2,-338.1
16657318,1020283272,2721.818181818182,-447.09090909090907
23319872,1021479157,2705.454545454545,-689.4545454545455
12329909,1022420757,2993.3,-697.8
4839779,1023111602,2507.6666666666665,-427.5833333333333
16294901,1023245702,2983.4,-249.1
4598189,102338326,2510.333333333333,-556.75
1245749,1023559523,2712.7272727272725,-1247.5454545454545
4423703,1023589533,2476.583333333333,-597.75
17627859,1023927094,2507.583333333333,-179.41666666666666
19224020,1024265947,2501.333333333333,-98.75
21496194,1024522044,3002.5,-140.0
40938060,1024855809,2503.583333333333,-406.75
6467224,1025401939,2933.5,-2082.5
28871048,1025870964,2496.9166666666665,-194.66666666666663
27668379,1026930172,2732.3636363636365,-679.0
7822077,1027307874,2503.4166666666665,-357.6666666666667
34398491,1027457977,2529.090909090909,-251.91666666666663
47473541,1028325789,2435.5,-266.9166666666667
8229339,1028350709,2757.2727272727275,-352.27272727272725
1797436,1028796869,2505.583333333333,-472.75
7435922,1028829115,2727.090909090909,-545.6363636363636
2136730,1030109165,2516.5,-632.0
743089,1031098571,2529.75,-3865.818181818182
37403436,1031775369,3008.9,-285.0
38783389,1032429253,2728.2727272727275,-398.27272727272725
14205791,1032570249,2749.7272727272725,-570.6363636363636
26388292,1032987045,2728.5454545454545,-746.2727272727273
16097864,1033287069,3055.7,-461.3
30736075,1033677406,2510.9166666666665,-205.91666666666663
40065339,1033835311,2717.0,-366.27272727272725
29384364,1034203889,2507.083333333333,-169.75
4719062,1036403851,2493.5,-316.25
13071604,1037601470,2490.75,-42.333333333333336
13507919,1038366766,2489.583333333333,-529.4166666666666
12844995,1038903770,2501.1666666666665,-288.5
37930321,1038918048,2514.4166666666665,-785.0
26788256,1039038516,2745.181818181818,-676.6363636363636
45106551,1039242162,2505.5,-182.91666666666663
2754390,1039583299,2506.083333333333,-415.9166666666667
40389284,1040017632,2505.4166666666665,-794.5454545454545
20682439,1040427269,2487.6666666666665,-581.5833333333334
22245477,1041846634,2493.75,-870.75
19763961,1041878888,2541.1666666666665,-425.8333333333333
17286638,1041963422,2738.6363636363635,-399.9090909090909
45560318,1042260671,3341.555555555556,-368.55555555555554
41542280,1042743186,2971.3,-308.1
21508437,1042857837,2559.4166666666665,-422.1666666666667
15217883,1043816873,2734.6363636363635,-779.2727272727273
9441051,1044404474,2497.75,-199.5
30282601,1044700555,2738.5454545454545,-717.3636363636364
20478572,1044996306,2502.25,-380.6666666666667
20476501,1045737293,2521.833333333333,-368.5833333333333
3265993,1046153021,2508.1666666666665,-316.4166666666667
2212847,1047097201,2508.75,-733.0
1756341,1047238065,2506.083333333333,-5150.75
42753277,1047698781,2730.909090909091,-398.8181818181818
17128163,1048009361,2744.909090909091,-601.2727272727273
25602919,1048073965,2724.818181818182,-564.9090909090909
16549824,1048300101,2736.818181818182,-715.0909090909091
12851509,1049186697,2500.6666666666665,-182.16666666666663
20039978,1049342028,2499.083333333333,-202.75
12960507,104958377,2727.909090909091,-298.54545454545456
23385989,1049892705,2511.25,-463.25
39027962,1051215459,2521.0,-818.8333333333334
37875002,1051299690,2512.333333333333,-252.0833333333333
35389962,1051817564,3025.9,-130.3
9311783,1052073345,2535.9166666666665,-273.75
30757334,1052075589,3011.4,-196.9
19839592,1052745011,2997.6,-214.0
9442732,1053043132,2738.2727272727275,-783.0
35323803,1053609274,2618.5,-366.0
11025917,1053686121,2518.5,-96.91666666666669
676554,1053927671,2786.25,-8022.166666666667
19501057,1054353459,2990.6,-728.2
42668581,1055093477,2739.909090909091,-363.0
17695697,1055227118,2496.833333333333,-552.25
16095800,1056424078,2507.1666666666665,-300.5
17054015,105658810,3016.9,-502.2
9806109,1056778258,2502.9166666666665,-394.5
32749821,1057137462,2993.2,-580.2
9719296,1057504299,2522.75,-430.25
38501378,1057868450,2743.0,-241.0909090909091
24118695,1058582421,2515.583333333333,-376.3333333333333
30815166,1058923200,2503.9166666666665,-252.66666666666663
12981242,1059294461,2602.75,-609.5
13871584,1059381646,2734.454545454545,-316.0
45662421,1060048694,2519.5,-108.16666666666669
20966158,1060581218,2767.0,-855.1818181818181
3975339,1060632987,2509.833333333333,-1944.6666666666667
24921651,106078758,2995.0,-139.0
43016957,1061211936,2515.75,-327.9166666666667
46584326,1061556765,2515.583333333333,-626.75
26742662,1061801479,2729.181818181818,-474.3636363636364
39691110,1062764986,2702.2727272727275,-194.0
12886267,1063425676,3005.9,-124.9
13261250,1064794195,2998.5,-866.3
47950543,1064935255,3013.5,-191.2
1583671,1065197609,2503.6666666666665,-415.3333333333333
27899734,1065259888,2751.818181818182,-626.4545454545455
10935736,1065800547,2521.333333333333,-646.9166666666666
19477998,1066152649,2533.333333333333,-336.25
11554566,1067098395,2996.9,-206.0
42126602,1067330822,2534.75,-430.8333333333333
1239962,1067927661,2514.0,-277.5833333333333
8548168,1068033648,2517.0,-819.75
41919713,1068054446,2513.25,-294.8333333333333
47680668,1068208983,2516.9166666666665,-180.41666666666663
15380444,1068504383,2517.9166666666665,-358.5
7147858,1070060959,3030.3,-280.7
25005211,1070188655,2516.6666666666665,-504.8333333333333
11763117,1070784997,2519.6666666666665,-164.66666666666666
428461,107081920,2508.583333333333,-688.25
29318853,1070821612,2515.833333333333,-481.4166666666667
3488666,1071049789,2517.6666666666665,-635.3333333333334
35568642,1071353921,2500.583333333333,-731.0
11369004,1071748769,2499.083333333333,-502.8333333333333
43767476,1071777430,2486.4166666666665,-168.8181818181818
6538574,1072055317,2516.333333333333,-156.75
18311504,1072192149,2511.0,-592.25
13152447,1072732496,2505.75,-201.3333333333333
32035743,1073019591,2514.1666666666665,-252.66666666666663
10163025,1073703374,2518.333333333333,-502.0
40049085,1073745213,2729.909090909091,-762.4545454545455
4494244,107400998,2736.3636363636365,-879.0
46351483,1074244722,2514.083333333333,-211.91666666666663
20835819,1074426665,2520.25,-183.0833333333333
35250416,1074671362,2525.4166666666665,-313.75
39230377,1075300188,2743.7272727272725,-256.72727272727275
11806816,1076119752,2516.9166666666665,-835.0
17255974,1077334203,3005.2,-172.8
1069222,1077415466,2446.75,-6256.833333333333
45619252,1077594989,2527.75,-355.3333333333333
33235877,1078903277,2518.25,-320.6666666666667
29187319,1079138094,2769.2727272727275,-669.6363636363636
14980116,1079334814,2507.833333333333,-528.5
26136621,1079412257,2519.4166666666665,-223.16666666666663
16525947,1079412715,2503.75,-505.0833333333333
7505535,1079658754,2518.5,-400.8333333333333
44830265,1079693590,2538.583333333333,-316.6666666666667
31135915,1079724272,3030.3,-134.5
4180857,1079740004,2999.9,-243.1
23971970,1079821584,2747.454545454545,-435.6363636363636
19927685,1080143124,2507.6666666666665,-407.6666666666667
43608899,108037369,2518.333333333333,-328.75
12972938,108124387,2486.3636363636365,-1267.1818181818182
39847007,108195434,2754.181818181818,-639.8181818181819
38377317,1082557979,2513.1666666666665,-174.66666666666666
8451818,1082824214,2489.75,-704.1666666666666
17756073,1083379708,3031.8,-143.1
3920455,1083668827,3006.1,-186.2
21652213,1084077028,2511.0,-144.75
29270704,1084739465,2507.1666666666665,-1143.4166666666667
8011740,1084812938,2528.1666666666665,-602.8333333333334
30349614,1086656455,2522.25,-236.5833333333333
26031912,1086685621,2772.5454545454545,-316.0
27644285,1086942147,2515.583333333333,-349.5833333333333
15126522,1087653736,2509.5,-558.5833333333334
26567742,1088021526,2729.454545454545,-750.6363636363636
20852783,108874736,3034.2,-195.1
47126240,1088828384,3297.8,-531.8
8353679,1089324375,2545.25,-559.5
39499982,1089375229,2770.909090909091,-658.1
5943894,1089435916,2525.083333333333,-1254.9166666666667
22167992,1089685571,2769.181818181818,-653.2727272727273
41977516,1089686246,2520.75,-444.5833333333333
43859980,10901393,2997.6,-153.6
7412828,1090755834,2521.9166666666665,-308.1666666666667
39290499,1091829226,2570.75,-452.4166666666667
21981870,1092333463,3023.3,-392.4
23580134,1092709083,2765.6363636363635,-521.0909090909091
31178789,1092728543,2733.3636363636365,-167.9090909090909
32798542,1092950441,2516.75,-315.9166666666667
27008976,1093181664,2534.0,-567.6666666666666
17870652,1094000638,2502.6666666666665,-404.5
42091471,1094157333,2511.583333333333,-287.6666666666667
37951135,1096450417,2731.2727272727275,-675.3636363636364
19580279,1096543877,3006.1,-998.1
7954749,1096991212,2758.818181818182,-615.0909090909091
18766799,1098000689,2524.9166666666665,-631.8333333333334
3820740,1098074077,2541.75,-254.0
1817576,1098531429,2505.1666666666665,-659.9166666666666
32331124,1098612833,2779.2727272727275,-877.4545454545455
24508381,1098698634,2504.6666666666665,-158.41666666666666
33585826,1098922326,2500.833333333333,-546.5833333333334
45026528,1099545410,2529.25,-114.16666666666669
26858020,1099864364,2517.1666666666665,-165.16666666666666
20128938,1100632800,2590.5,-484.6666666666667
31616515,1100965951,2755.3636363636365,-192.45454545454547
38927827,1100991799,2527.75,-197.25
13446313,1101821065,2523.75,-93.41666666666669
35324935,1102017109,2531.4166666666665,-880.5
27136772,1102879167,2750.5454545454545,-531.5454545454545
17473335,1103243029,3022.0,-148.6
22811611,1103672024,3019.6,-255.4
41579555,1104061012,2756.909090909091,-446.3636363636364
29599458,1104202675,3018.1,-645.6
1049760,1104705292,2521.9166666666665,-507.0833333333333
32576385,1105095930,2523.333333333333,-184.5
25054246,1105888187,3004.0,-146.1
15036062,1105923226,2506.333333333333,-110.83333333333331
39520478,1106309851,2511.583333333333,-227.75
11536123,1106409037,2508.25,-768.1666666666666
17021079,1107722316,2752.090909090909,-226.1818181818182
29670345,1107780094,3033.3,-796.0
20578490,110797815,2535.6666666666665,-288.9166666666667
2749571,1108848326,2486.9166666666665,-579.8333333333334
42746373,110912013,3044.7,-200.2
34883708,1109392959,2512.083333333333,-378.0833333333333
1153377,1109804924,2509.833333333333,-477.25
7773440,1110429957,2766.909090909091,-2326.2727272727275
32424016,1110563085,2521.833333333333,-188.0
18808971,1111204031,3038.9,-594.6
42641902,1111649370,3090.3,-874.1
30978743,1111781387,2521.4166666666665,-376.8333333333333
40140117,1111981902,2753.7272727272725,-291.27272727272725
47951071,1112166288,2524.6666666666665,-130.58333333333334
39273445,1112652101,2507.1666666666665,-242.75
28772117,1112729101,2740.6363636363635,-367.45454545454544
7177158,1112777130,2533.583333333333,-1009.8333333333334
2446228,1113243853,2519.1666666666665,-771.5
4915216,1113441311,2539.333333333333,-362.3333333333333
2126169,1113992376,2527.583333333333,-790.25
35913386,1114275678,3050.6,-428.6
21986065,1115036717,2771.6363636363635,-320.1818181818182
25628948,1115044441,2728.6363636363635,-658.4545454545455
20998774,1115085900,2523.833333333333,-180.8333333333333
45398747,1116352983,2526.6666666666665,-208.66666666666663
37729412,111665787,3034.1,-222.3
40645488,1117294384,2752.090909090909,-190.9090909090909
30595040,1117793086,3025.9,-170.2
2321914,1117905846,2499.0,-2665.1666666666665
34087320,111928340,2750.2727272727275,-253.8181818181818
10175117,1120445474,2725.5454545454545,-451.54545454545456
13361950,1120674393,2505.25,-562.8333333333334
31342250,1120931614,2513.083333333333,-486.3333333333333
2778919,1120996406,3033.4,-347.3
37576859,1121018916,2768.3636363636365,-241.8181818181818
11058120,1121140466,2514.0,-1265.0833333333333
24814472,112124903,2760.090909090909,-324.72727272727275
9072704,1121542036,2767.181818181818,-512.7272727272727
12626808,1121697834,3000.3,-267.2
45686081,1122508880,2781.0,-528.0
8347832,1123001951,3041.9,-272.7
42461589,1123066550,2757.454545454545,-1452.7272727272727
46038171,112321400,2512.9166666666665,-124.33333333333331
14387528,112348433,2779.090909090909,-422.8181818181818
31681477,112375098,2737.818181818182,-665.5454545454545
7329811,1124119171,2622.0,-253.91666666666663
21310001,1124990118,2751.090909090909,-511.8181818181818
3347379,1125424344,3027.0,-287.7
18691849,1125482656,2746.6363636363635,-225.1818181818182
12419878,1126911948,3000.5,-486.9
34501004,1126999790,2532.4166666666665,-189.3333333333333
7938995,1127884712,2517.333333333333,-194.3333333333333
25031879,1128186391,2754.090909090909,-175.0
43773057,1129429071,2787.6363636363635,-192.1818181818182
45371814,1129909391,3136.0,-491.8
34935678,1129938643,2763.3636363636365,-242.9090909090909
48522449,1131527270,3021.9,-320.5
14059587,1132116234,2529.9166666666665,-403.8333333333333
29603843,1132218304,2589.6363636363635,-6541.1
40226762,1132419329,2738.2727272727275,-1057.7272727272727
26712352,1133090317,2517.75,-416.25
10814995,1133130522,2535.0,-104.83333333333331
16402961,1133499260,2514.9166666666665,-495.5833333333333
42683122,1133663547,3038.8,-96.1
984261,113427359,2519.4166666666665,-8792.416666666666
25733174,1134675027,3035.7,-169.5
28410743,1135450244,3039.8,-124.0
3639759,1135623500,2546.833333333333,-2184.583333333333
14800103,1135859577,2757.818181818182,-356.90909090909093
12262005,1136037770,2757.7272727272725,-289.09090909090907
34976887,1136356907,2537.75,-459.8333333333333
36611727,1136523713,2994.6,-154.3
40566350,1136682157,2829.2727272727275,-489.6363636363636
38944090,1137143171,2753.454545454545,-184.63636363636363
42020591,1137459605,2511.5,-179.5
35841678,1138124607,2539.583333333333,-291.8333333333333
8580210,1138688286,2522.833333333333,-404.25
9014918,1139102111,2517.333333333333,-577.5833333333334
39483628,11392010,2540.5,-591.4166666666666
33996917,1139489647,3023.1,-137.0
40236527,1139540990,3037.3,-300.8
38765962,1139605058,2755.090909090909,-295.1818181818182
18829456,1139907613,2643.25,-2185.5
3806954,1139939622,2765.090909090909,-927.9090909090908
10703793,1140405837,2620.583333333333,-462.1818181818182
40400946,1140561040,2767.909090909091,-194.0
45766485,1140760418,3365.111111111112,-260.77777777777777
20304227,1141054211,3026.6,-74.0
27352648,1141152432,2764.818181818182,-431.8181818181818
18209473,1141177767,2530.9166666666665,-255.5833333333333
16246680,1141586751,2673.909090909091,-362.0
42948732,1141989284,2518.0,-228.41666666666663
35575875,1142113285,2514.5,-799.6666666666666
29175787,1142115505,2523.333333333333,-583.4166666666666
41801140,1142235055,2555.5,-269.3333333333333
34403167,1142739992,2527.083333333333,-251.91666666666663
33058887,1142959485,2796.3636363636365,-246.1818181818182
18122385,1142973144,2537.75,-601.75
46478810,1143009226,2776.3636363636365,-439.0
28617284,1143931457,2876.181818181818,-950.818181818182
21154411,1143985791,2773.454545454545,-549.0
32958245,1144399369,3039.5,-236.9
9304336,1144508876,2554.75,-536.9166666666666
22128141,114473006,2764.909090909091,-221.0909090909091
15740915,1145497571,3038.9,-146.2
96306,1145919143,2597.5,-15173.25
29245021,1146220591,2528.4166666666665,-295.25
20760210,1146471189,2554.25,-832.3333333333334
10637491,1146840738,2517.833333333333,-405.0
21243204,1147795366,2748.5454545454545,-532.5454545454545
36845187,1148016357,3026.3,-291.5
23961242,1148831112,2529.833333333333,-187.0
25077115,1149417056,2520.9166666666665,-230.91666666666663
34568453,1149561649,2759.0,-421.9090909090909
715490,1150039132,2557.0,-1166.9166666666667
15300412,1150756360,2520.75,-639.6666666666666
16633828,1150860263,2770.5454545454545,-251.0909090909091
44138014,1151202699,2523.1666666666665,-635.9166666666666
34629864,115172114,2548.9166666666665,-181.66666666666663
15990184,1151918483,2546.4166666666665,-830.6666666666666
41548242,115231914,2520.75,-405.4166666666667
34240437,115235190,3028.5,-185.2
36984522,1153017772,2538.1666666666665,-244.0833333333333
22306753,1153303479,3033.6,-169.7
15813180,1153507500,2534.9166666666665,-163.91666666666666
38834933,1154700918,2783.090909090909,-295.09090909090907
44261741,1154986023,2518.1666666666665,-277.75
31408489,1155073153,2534.75,-256.5
3290204,1155734430,2787.909090909091,-2616.6363636363635
31574789,1156048155,2535.1666666666665,-285.3333333333333
32808815,1156586754,2531.583333333333,-376.75
32752938,1156712721,2535.5,-399.3333333333333
38585815,1156888333,2872.3,-969.6
44120058,1156895420,2782.2727272727275,-355.3636363636364
31005903,1158288485,2551.0,-219.5
9308283,1158351226,2537.583333333333,-216.5
13100381,1158353351,2537.5,-719.75
21694523,1158364571,2777.0,-345.09090909090907
4769718,1158945000,2637.0,-245.8333333333333
21021604,1160064144,2744.2727272727275,-318.72727272727275
39680269,1160333827,2535.833333333333,-317.4166666666667
13731784,116173096,2498.75,-344.25
21554090,1162036523,2535.9166666666665,-164.08333333333334
48387290,1162128945,3029.0,-373.0
7792647,1162241076,2515.4166666666665,-680.75
9504818,1162441568,2547.0,-733.0833333333334
22251320,1162569015,2532.833333333333,-134.33333333333334
36533947,1162680622,2537.083333333333,-729.6666666666666
15078183,1162956646,3024.1,-35.2
14161636,1163316433,3021.1,-288.5
40255187,1163754152,2579.181818181818,-216.0
37286292,1163975632,2528.1666666666665,-728.75
20902381,1164158990,2765.6363636363635,-612.7272727272727
43475707,1164949475,3372.222222222222,-316.3
47441128,116548092,2511.4166666666665,-162.25
7757111,1167730371,2757.454545454545,-699.5454545454545
19300336,1167824881,2531.4166666666665,-716.1666666666666
19319663,1168740391,2753.2727272727275,-269.3636363636364
20446598,1169355212,3034.7,-833.1
4636822,1169725037,2542.4166666666665,-800.5833333333334
19794931,1170778257,2534.5,-230.8333333333333
10589966,117092563,2531.833333333333,-417.6666666666667
39244841,1171002359,2773.181818181818,-665.8181818181819
36442097,1171309166,2759.181818181818,-443.3636363636364
10171910,1171535008,2535.1666666666665,-440.25
19151403,1171708569,2768.454545454545,-280.54545454545456
33398381,1171869234,2535.75,-270.5
31152404,1172960446,2511.833333333333,-336.25
21894333,1173524986,2538.5,-405.3333333333333
39530436,117353587,2578.0,-475.3333333333333
39304003,1174005524,2535.1666666666665,-175.41666666666666
10106188,1174567207,2527.0,-294.45454545454544
5540294,1175013181,2538.5,-1927.5
26813505,1175285966,2548.333333333333,-96.5
9530589,1175666078,2549.6666666666665,-171.0
30260963,1176309909,2517.6666666666665,-234.3333333333333
21393536,1176796937,2535.833333333333,-138.0
8479224,1177828269,2503.5454545454545,-284.0
12930980,1177898008,2590.6666666666665,-108.83333333333331
39736058,117864846,2553.6666666666665,-305.4166666666667
12001554,1179059409,3036.9,-160.0
14605849,1179136480,2528.909090909091,-419.5833333333333
32160000,1179922830,2429.6666666666665,-292.0833333333333
29718666,11804308,2713.0,-685.25
23646103,1182480093,2570.9166666666665,-192.66666666666663
38327442,1182581931,2754.3636363636365,-342.8181818181818
38960058,1182918404,2766.5454545454545,-177.54545454545453
5269571,1183368100,2511.333333333333,-1053.5833333333333
34177196,118375419,3047.0,-123.5
41952101,1184189143,2766.6363636363635,-608.5454545454545
27814731,118578176,2545.6666666666665,-746.5833333333334
7622859,1185987238,2559.1666666666665,-757.3333333333334
24944414,1186704180,2761.909090909091,-619.0909090909091
23720981,118766330,2773.3636363636365,-783.7272727272727
6578266,1188169213,2663.4166666666665,-324.0
15443477,1188262821,2792.909090909091,-578.0909090909091
21602805,1188464475,3054.9,-318.7
13824466,1188475928,3059.8,-95.0
35599185,1188860608,2543.833333333333,-321.9166666666667
44399994,1189625937,2528.4166666666665,-165.58333333333334
41426495,1190293359,2531.75,-234.75
30326822,1191004876,2767.2727272727275,-205.0
5020088,1191350506,2651.0,-662.0
26062934,1191484058,2543.4166666666665,-149.0
5525566,1191644191,2695.7272727272725,-1069.5454545454545
16674582,119176309,2550.0,-301.1666666666667
24350781,1192163654,2544.5,-251.75
16623212,119226806,2776.090909090909,-366.6363636363636
34426080,1192274646,3055.3,-597.8
8920951,1192354436,2563.9166666666665,-415.3333333333333
15289217,119249800,2769.7272727272725,-460.0
27552697,1192605002,2544.0,-239.0833333333333
9409254,1193276340,2761.454545454545,-405.7272727272728
4102739,1193696136,2551.333333333333,-200.5
5361777,119375610,3053.1,-368.5
14329427,1193816078,2534.833333333333,-740.0833333333334
24270100,1193838198,2767.5454545454545,-460.8181818181818
2705517,1194551803,2546.1666666666665,-2963.5
38733309,1194762613,2527.4166666666665,-227.41666666666663
26550950,1194799275,2535.6666666666665,-95.91666666666669
46956438,1194802638,2592.5,-67.83333333333333
23399824,1194833182,2814.6363636363635,-532.9090909090909
30923121,1196312634,2529.5,-43.91666666666666
3688912,1197116188,2540.5,-714.5833333333334
26865592,119735052,2548.5,-341.25
17721516,119828684,2786.7272727272725,-557.2727272727273
46245974,1199580311,2551.333333333333,-160.58333333333334
29834194,1200187647,2778.5454545454545,-705.7272727272727
21093961,1200555803,2558.75,-777.0
15524864,1200721383,2530.4166666666665,-1003.75
28074470,120078459,3057.4,-229.4
4716683,1201950963,3040.7,-296.3
8666164,1202272000,2776.818181818182,-913.7272727272727
4208163,1202935850,2465.583333333333,-14580.75
2060215,1203041521,2534.333333333333,-673.5833333333334
27406234,1203860975,2800.7272727272725,-560.0909090909091
16217209,1204506668,2761.181818181818,-708.4545454545455
20282827,1204676321,2549.583333333333,-579.4166666666666
22175234,1204682805,2785.909090909091,-230.1818181818182
37298304,1204691003,2548.083333333333,-356.72727272727275
16095563,1205512045,2767.2727272727275,-513.0
17944214,12058946,2532.833333333333,-151.33333333333334
7657213,1206090150,2533.0,-388.8333333333333
42942791,1206337783,2588.5,-151.5
3229923,1206664260,2546.25,-188.75
4857362,1207105314,2527.6666666666665,-1033.0
40895331,1207122523,2767.7272727272725,-650.1818181818181
2861177,1207250122,3046.6,-346.5
29987709,1207479220,2554.75,-276.0833333333333
1955474,1207757591,2616.25,-4001.4166666666665
5107382,1207889265,2556.5,-1175.75
33984045,1208305522,2730.454545454545,-397.3636363636364
23715792,1209060315,2772.090909090909,-217.0
20305658,1209629994,2545.333333333333,-334.0
41585210,1211398909,2548.5,-167.16666666666666
20770278,1211468948,2796.181818181818,-549.5454545454545
23209780,1212346942,2552.9166666666665,-173.91666666666666
1925776,1212561114,3362.333333333333,-119.66666666666669
20565587,1213372869,2530.833333333333,-287.5
13807580,1214300017,3054.8,-530.1
22202040,1217169700,2551.583333333333,-34.416666666666664
14684594,1217315221,2556.5,-560.5
21649900,1217802563,2547.0,-450.4166666666667
34991277,1218086210,2767.5454545454545,-270.3636363636364
3344185,1218513300,2544.083333333333,-5770.5
38030277,1218932007,3052.1,-111.0
14140002,1219465798,2547.9166666666665,-62.75
6735743,121962462,2677.181818181818,-268.75
25667145,1219716331,2575.833333333333,-162.63636363636363
29803882,1220739030,3052.8,-59.5
285292,1221021840,2498.333333333333,-5229.75
4955630,1221036432,2515.6666666666665,-177.33333333333334
12889758,1222398379,2784.181818181818,-197.0
23606843,1222915307,2532.25,-184.0833333333333
48224425,122310777,3677.375,-522.625
26240258,122316130,2773.909090909091,-133.0
39933903,1223921706,2561.6666666666665,-318.6666666666667
1627785,1225045427,2638.333333333333,-3512.4166666666665
35209203,1225680864,3033.7,-226.3
3600069,1225949488,2541.5,-863.1666666666666
33350486,1226022734,2595.909090909091,-495.0
24800081,1226880809,2532.083333333333,-106.08333333333331
32317423,1227006408,2761.5,-265.4166666666667
336237,1228887863,2536.1666666666665,-753.5833333333334
9593329,123014977,2549.1666666666665,-350.0
14679666,1230395899,3067.8,-189.6
16538607,1230685914,2559.090909090909,-139.1818181818182
10762232,1231275179,2555.833333333333,-245.54545454545453
32894338,1232501455,2549.5,-371.5
5095266,1232569304,2621.9166666666665,-240.5
16910560,1232916817,2554.3636363636365,-294.75
22868549,123327103,2791.0,-506.6363636363636
7412888,1233272039,2554.083333333333,-295.4166666666667
27709097,123379451,3068.6,-178.8
28447349,123496330,2790.2727272727275,-843.2727272727273
38459729,1235044971,2552.9166666666665,-321.75
15888092,1235339888,2531.833333333333,-243.0
8663552,1236175272,2558.0,-386.25
45829249,1236765323,3402.4444444444443,-422.1111111111111
43034580,1237711608,2531.25,-228.41666666666663
1930176,1238100097,2567.75,-472.8333333333333
14442539,1238398453,2537.4166666666665,-317.9166666666667
27019175,1238527714,2769.0,-433.9090909090909
6790171,1238859327,2706.909090909091,-393.8333333333333
33460640,1238898356,3078.8,-510.6
32089634,1239137007,2541.333333333333,-339.4166666666667
25386113,1239209006,2537.583333333333,-220.16666666666663
10481924,1240124708,2559.5,-422.9166666666667
5793308,1241211907,2548.0,-624.25
11144483,1241598842,2533.9166666666665,-255.0833333333333
41117900,1241750749,2544.1666666666665,-137.5
30514691,1242266897,3036.5,-155.3
13371198,1242521207,2768.090909090909,-237.0909090909091
8660094,1243101535,2532.583333333333,-627.5
15918903,1243250306,2790.909090909091,-247.54545454545453
10349522,1243491909,2549.833333333333,-265.75
41193794,12445922,3070.555555555556,-445.6
605855,1245409985,2447.583333333333,-556.6666666666666
27927741,1245777723,2776.090909090909,-225.0909090909091
46046804,1246332909,2787.454545454545,-406.8181818181818
16417683,1246585270,2551.25,-166.25
14498234,1246974750,2791.3,-360.27272727272725
37555576,1248281726,2829.0,-740.4545454545455
21162599,1248634358,2564.6666666666665,-596.9166666666666
42234495,1248739400,3051.8,-346.7
13124526,1249637406,2548.833333333333,-328.8333333333333
13984767,1249783920,2559.0,-54.833333333333336
21286915,1250547705,2557.1666666666665,-5.916666666666667
13740729,1251032581,3058.3,-215.0
4282271,1251724802,2537.833333333333,-264.1666666666667
40472962,1252913785,3062.8,-339.7
24894907,1253007685,2536.6666666666665,-133.5
12616374,1253627982,2545.583333333333,-544.5833333333334
9411657,1253771879,2768.090909090909,-422.54545454545456
