volcan_id,time_to_eruption,media_sensor__sum_values,media_sensor__median,media_sensor__mean,media_sensor__standard_deviation
1009749143,4091055,150443775.62878788,2505.083333333333,2507.3544712386106,1454.013066896525
1010002096,34570257,150419605.38636363,2497.833333333333,2506.9516405787176,1447.917349171261
1010561361,35512645,180239387.6,3003.9,3003.939727671205,1733.8312443392874
1010680130,34540645,163767203.0909091,2720.181818181818,2729.4078947169064,1578.1761950617006
1010725931,46629410,150133030.44696972,2495.4166666666665,2502.175471191642,1448.102574632857
1010756593,30695791,150193382.1666667,2503.1666666666665,2503.181316422505,1444.5355284390946
1010864137,33693026,180311824.1,3002.9,3005.146982550292,1745.1685352801871
1011078321,15946474,150266714.0,2509.583333333333,2504.403493275112,1449.399280082922
1011133267,29267657,150283281.8333333,2497.1666666666665,2504.6796192285683,1445.207125774759
1013196130,5182237,150289902.8181818,2499.9166666666665,2504.7899671369114,1493.7168586694609
1013226239,15687735,163842704.45454544,2759.5454545454545,2730.6662298052606,1582.2232937812323
1013789689,37056937,163768794.36363634,2785.454545454545,2729.434415487014,1600.792348789864
1014562599,41018705,151186261.96969697,2487.083333333333,2519.729037344327,1462.997749955542
1014585637,23961047,150385331.6969697,2504.083333333333,2506.3804219424624,1452.0664482766392
1015033166,14697508,180115668.70000002,2988.8,3001.8777803703274,1735.5455315762852
1015092282,41052996,150415917.2651515,2482.75,2506.89017291631,1451.037261337243
1016110949,21618954,150343537.16666666,2515.1666666666665,2505.68385804681,1448.5868262964775
101616763,8785675,180347877.55555555,2981.6,3005.747863461535,1737.7796551203348
1016242026,22762641,180328911.9,2987.0,3005.431774470426,1735.167973483623
1016727429,38082962,150661844.25,2750.1666666666665,2510.988887685205,1428.078425614714
1016932159,1428121,163291718.06818184,2716.909090909091,2721.4832764150906,1586.6228275687838
1016956864,20704604,150353651.5,2508.833333333333,2505.8524274595425,1449.2510974235747
1017830158,4800251,151801946.75757575,2540.25,2529.9902794549384,1498.270270303628
1018207090,26111068,163986656.0909091,2740.0,2733.065383758756,1579.1432904914122
1018435910,17275464,150335866.5,2492.833333333333,2505.556015733071,1454.7968384721246
1018756523,29754498,150271583.5833333,2500.75,2504.4846516446946,1444.122438926392
1019052648,22465586,163858030.5378788,2729.7272727272725,2730.921660270309,1580.864208402498
1019955915,31097762,180319054.1,3015.2,3005.26748054199,1735.6652454717168
1020283272,16657318,163960797.0909091,2721.818181818182,2732.6344076083583,1579.548336795124
1021479157,23319872,164002202.1818182,2705.454545454545,2733.3244809556204,1604.6053575147173
1022420757,12329909,180170647.5,2993.3,3002.7940784320263,1741.8528692549778
1023111602,4839779,150308426.08333334,2507.6666666666665,2505.0986830775046,1458.1503052599794
1023245702,16294901,180393714.8,2983.4,3006.5118048032537,1734.6566801750262
102338326,4598189,150863240.53787878,2510.333333333333,2514.345436540704,1473.7761863529042
1023559523,1245749,163666735.08333334,2712.7272727272725,2727.733455831292,1590.2052788028109
1023589533,4423703,150335841.16666666,2476.583333333333,2505.5555935178854,1450.8549503156114
1023927094,17627859,150369535.0681818,2507.583333333333,2506.117149183877,1448.2692583008018
1024265947,19224020,150332102.33333334,2501.333333333333,2505.4932806675447,1444.4517554079707
1024522044,21496194,180395475.2,3002.5,3006.541144314261,1733.507408143881
1024855809,40938060,150270702.75,2503.583333333333,2504.469971333811,1445.1151869816902
1025401939,6467224,171825658.35454547,2933.5,2863.713244021691,1626.6179986777174
1025870964,28871048,150406158.3333333,2496.9166666666665,2506.7275267634427,1450.2864021196458
1026930172,27668379,164430785.5181818,2732.3636363636365,2740.467417512738,1593.9397449623737
1027307874,7822077,153627089.49242425,2503.4166666666665,2560.4088180601034,1495.214828038702
1027457977,34398491,153243973.0833333,2529.090909090909,2554.0236509947053,1478.481907319056
1028325789,47473541,150441936.36363637,2435.5,2507.323817330317,1441.8887935133116
1028350709,8229339,164104412.33181816,2757.2727272727275,2735.027955064385,1589.5558669894292
1028796869,1797436,150454184.62121212,2505.583333333333,2507.527951554343,1451.555373180329
1028829115,7435922,164084986.87272727,2727.090909090909,2734.704202808741,1583.4369455153042
1030109165,2136730,150470021.1060606,2516.5,2507.791888569534,1461.2821740656327
1031098571,743089,150999627.8181818,2529.75,2516.618519994364,1772.870166306023
1031775369,37403436,180417708.6,3008.9,3006.9116948050864,1736.4262907632087
1032429253,38783389,164173191.92727274,2728.2727272727275,2736.1742625501697,1579.6857564756947
1032570249,14205791,164015035.0,2749.7272727272725,2733.5383576940385,1579.9313789892378
1032987045,26388292,163964324.4242424,2728.5454545454545,2732.693195517448,1592.9810511788369
1033287069,16097864,180683414.9,3055.7,3011.3400593323445,1735.5455529487313
1033677406,30736075,150434729.16666666,2510.9166666666665,2507.203699382788,1447.0307048674724
1033835311,40065339,164127826.1818182,2717.0,2735.41817939398,1579.7424959652908
1034203889,29384364,150443052.33333334,2507.083333333333,2507.3424165152805,1443.4309445222818
1036403851,4719062,150599710.75757575,2493.5,2509.9533467371502,1453.2619758252738
1037601470,13071604,150476279.66666666,2490.75,2507.896196174508,1445.33842214144
1038366766,13507919,150538961.90151516,2489.583333333333,2508.940882677208,1461.4554503429663
1038903770,12844995,151337791.0378788,2501.1666666666665,2522.254479723318,1469.4771182826262
1038918048,37930321,150836467.5,2514.4166666666665,2513.899226679556,1461.0686129794158
1039038516,26788256,163545908.2121212,2745.181818181818,2725.719708206883,1584.4841996794692
1039242162,45106551,150700386.57575756,2505.5,2511.6312490751416,1447.0853712747796
1039583299,2754390,150485802.9166667,2506.083333333333,2508.0549143625385,1450.102119532723
1040017632,40389284,151443970.28787878,2505.4166666666665,2524.02410439624,1464.83492109514
1040427269,20682439,151183028.0,2487.6666666666665,2519.6751387476875,1475.8050122533375
1041846634,22245477,150542692.51515153,2493.75,2509.003058534883,1462.6686637575433
1041878888,19763961,151064136.46969697,2541.1666666666665,2517.693646267512,1452.7553364687303
1041963422,17286638,164272937.45454544,2738.6363636363635,2737.836660298085,1581.6050622235616
1042260671,45560318,200625620.6666667,3341.555555555556,3343.704616034177,1932.3434662767097
1042743186,41542280,180567248.5,2971.3,3009.4039849335845,1736.1327086229865
1042857837,21508437,151095235.77272725,2559.4166666666665,2518.211959346132,1452.790069411166
1043816873,15217883,164567851.97272727,2734.6363636363635,2742.7518203484487,1599.0904793330778
1044404474,9441051,150561651.33333334,2497.75,2509.3190335716627,1446.3004849359322
1044700555,30282601,164632627.81818178,2738.5454545454545,2743.8313997797,1597.17600417099
1044996306,20478572,150592041.5,2502.25,2509.825527907868,1449.7209020829057
1045737293,20476501,150793439.2651515,2521.833333333333,2513.1821013841686,1454.7921812699435
1046153021,3265993,150439282.0833333,2508.1666666666665,2507.279580062554,1446.8613755528067
1047097201,2212847,150540756.75,2508.75,2508.9707963200613,1458.549588378651
1047238065,1756341,152136139.99999997,2506.083333333333,2535.5600739987663,2177.0673400406563
1047698781,42753277,164330338.18181816,2730.909090909091,2738.793323141584,1579.6203406570794
1048009361,17128163,164285257.27272725,2744.909090909091,2738.0419871790014,1590.975600930946
1048073965,25602919,164623099.0,2724.818181818182,2743.672588790186,1600.0050271298674
1048300101,16549824,164628332.28181818,2736.818181818182,2743.759808700158,1598.5582018743985
1049186697,12851509,150599322.76515153,2500.6666666666665,2509.9468803045206,1442.9644492012476
1049342028,20039978,150647281.91666666,2499.083333333333,2510.7461861746747,1448.011926996104
104958377,12960507,164404833.00000003,2727.909090909091,2740.0348827519547,1580.6188335898937
1049892705,23385989,150756886.08333334,2511.25,2512.572891840692,1448.8357826742842
1051215459,39027962,150788674.24242422,2521.0,2513.1026856623093,1457.0506556896185
1051299690,37875002,150628435.5833333,2512.333333333333,2510.432085854124,1444.7845416076125
1051817564,35389962,180758630.9,3025.9,3012.5936384393594,1733.9021496209896
1052073345,9311783,151665327.1439394,2535.9166666666665,2527.7133238435927,1460.9779981882689
1052075589,30757334,180717304.1,3011.4,3011.9048699188347,1734.2121028361337
1052745011,19839592,180776978.2,2997.6,3012.899421676306,1735.3835467064898
1053043132,9442732,164390395.43636364,2738.2727272727275,2739.794260701716,1590.8880295604124
1053609274,35323803,150808458.0757576,2618.5,2513.432410722448,1493.667274721584
1053686121,11025917,150624831.75,2518.5,2510.372022966284,1444.785796895624
1053927671,676554,151242953.58333334,2786.25,2520.673881824192,2270.71539953592
1054353459,19501057,180511298.5,2990.6,3008.471500474992,1747.4557508089906
1055093477,42668581,164323256.0909091,2739.909090909091,2738.675290260314,1581.4001157413838
1055227118,17695697,151099779.88636366,2496.833333333333,2518.2876933111725,1453.9743096692607
1056424078,16095800,151353576.99242425,2507.1666666666665,2522.517574580828,1456.372488224008
105658810,17054015,180841136.7,3016.9,3013.96871218813,1734.0650069650649
1056778258,9806109,150753224.71969697,2502.9166666666665,2512.511870130448,1454.9563752492984
1057137462,32749821,180825786.40000004,2993.2,3013.7128781186984,1736.399915548126
1057504299,9719296,151085678.27272728,2522.75,2518.0526703342825,1460.915894179076
1057868450,38501378,164454123.8181818,2743.0,2740.856382696652,1579.3536912211512
1058582421,24118695,150702963.25,2515.583333333333,2511.674192930118,1444.564469114756
1058923200,30815166,150848256.91666666,2503.9166666666665,2514.0957136825496,1448.102272010551
1059294461,12981242,150641988.25,2602.75,2510.657959867336,1436.9638510256375
1059381646,13871584,164333069.90909088,2734.454545454545,2738.8388511706617,1580.1274167998251
1060048694,45662421,150741096.08333334,2519.5,2512.309729560064,1445.122536583398
1060581218,20966158,164321524.68939394,2767.0,2738.646434049332,1578.5629171478267
1060632987,3975339,150949426.1666667,2509.833333333333,2515.781839747116,1540.398696015429
106078758,24921651,180948529.1,2995.0,3015.758555690739,1733.201221439952
1061211936,43016957,150757210.50000003,2515.75,2512.578298695022,1449.84157596943
1061556765,46584326,151108987.5,2515.583333333333,2518.441150980817,1440.9341869819573
1061801479,26742662,164432584.27272728,2729.181818181818,2740.4973962555173,1589.8692158463473
1062764986,39691110,164694289.63636363,2702.2727272727275,2744.8590796214003,1572.579719911191
1063425676,12886267,180890398.6,3005.9,3014.789730171164,1733.9350784128546
1064794195,13261250,180998628.5,2998.5,3016.59353177447,1740.901441982137
1064935255,47950543,180938459.3,3013.5,3015.5907284878585,1739.6920280347508
1065197609,1583671,151269280.65151516,2503.6666666666665,2521.1126589809364,1444.716261695619
1065259888,27899734,166057077.84545454,2751.818181818182,2767.571837893611,1616.235514958829
1065800547,10935736,151744584.8409091,2521.333333333333,2529.034263444094,1468.6745741684128
1066152649,19477998,150855652.49242425,2533.333333333333,2514.218971224217,1447.9646555809577
1067098395,11554566,180903182.2,2996.9,3015.002786620223,1734.9880280292844
1067330822,42126602,150733770.25,2534.75,2512.1876343727604,1449.5168653603514
1067927661,1239962,151414921.0606061,2514.0,2523.539958677457,1458.5579422664096
1068033648,8548168,151775366.90909094,2517.0,2529.54728936336,1474.237001987804
1068054446,41919713,150941447.18939394,2513.25,2515.648859008916,1451.4105459189714
1068208983,47680668,150589712.1666667,2516.9166666666665,2509.786706332673,1449.199057156508
1068504383,15380444,150852466.99999997,2517.9166666666665,2514.1658805686566,1449.633419701485
1070060959,7147858,180959770.1,3030.3,3015.9459025682904,1738.5491666372775
1070188655,25005211,151231173.90151516,2516.6666666666665,2520.477557065968,1454.3357794788287
1070784997,11763117,150868736.08333334,2519.6666666666665,2514.437027438432,1444.62666589468
107081920,428461,150895364.6666667,2508.583333333333,2514.880829763949,1461.8942576478648
1070821612,29318853,150834240.33333334,2515.833333333333,2513.862107853758,1444.2912627261278
1071049789,3488666,150844462.49999997,2517.6666666666665,2514.0324744587583,1452.3272952693756
1071353921,35568642,150884336.41666666,2500.583333333333,2514.6970286606334,1446.2333331661168
1071748769,11369004,151154953.0909091,2499.083333333333,2519.2072313946283,1465.9951636997544
1071777430,43767476,150645940.46969697,2486.4166666666665,2510.723829097798,1458.610675386764
1072055317,6538574,150882317.75,2516.333333333333,2514.6633847769203,1445.1042752671087
1072192149,18311504,150868784.1666667,2511.0,2514.4378288139646,1445.541096416583
1072732496,13152447,150851024.50000003,2505.75,2514.141839302679,1446.9245973917623
1073019591,32035743,151803584.4166667,2514.1666666666665,2530.0175733182227,1483.116890412677
1073703374,10163025,151138186.13636366,2518.333333333333,2518.927786809614,1454.1979807833543
1073745213,40049085,164840850.06363636,2729.909090909091,2747.301712698728,1589.864034615711
107400998,4494244,164517130.63636363,2736.3636363636365,2741.906478831413,1588.9811097838085
1074244722,46351483,150842173.25,2514.083333333333,2513.9943209279845,1447.9435907391971
1074426665,20835819,150889168.75,2520.25,2514.77756620723,1444.2042622503293
1074671362,35250416,151155384.11363637,2525.4166666666665,2519.2144149870232,1452.4466142609797
1075300188,39230377,164704040.8181818,2743.7272727272725,2745.021596609753,1580.7499436577575
1076119752,11806816,151354631.75757575,2516.9166666666665,2522.535153707034,1461.7603207737004
1077334203,17255974,181089588.1,3005.2,3018.1094998416697,1735.5155420035308
1077415466,1069222,150646529.66666666,2446.75,2510.733648883629,2384.615244122272
1077594989,45619252,151089489.41666666,2527.75,2518.116188341305,1450.1906236440298
1078903277,33235877,150955222.26515153,2518.25,2515.8784397785294,1445.9321823545868
1079138094,29187319,164801581.63636366,2769.2727272727275,2746.647249818564,1600.5467870867706
1079334814,14980116,151274152.9242424,2507.833333333333,2521.193862173004,1455.017619713749
1079412257,26136621,151539696.2348485,2519.4166666666665,2525.6195102556376,1455.2188840858075
1079412715,16525947,150907713.25,2503.75,2515.086636056066,1450.745889982992
1079658754,7505535,150866620.00000003,2518.5,2514.401759970668,1456.2215788235862
1079693590,44830265,151029133.75,2538.583333333333,2517.110277328711,1449.521747443422
1079724272,31135915,181164561.7,3030.3,3019.359039016016,1736.7703335171136
1079740004,4180857,181246091.4,2999.9,3020.717844702588,1736.2662431609606
1079821584,23971970,164834036.36363637,2747.454545454545,2747.1881529247244,1584.1584254515592
1080143124,19927685,151134674.20454547,2507.6666666666665,2518.869255588165,1452.1925192493993
108037369,43608899,150940202.8257576,2518.333333333333,2515.6281199606274,1453.0857809369393
108124387,12972938,152171437.47727272,2486.3636363636365,2536.148355481954,1571.077223851417
108195434,39847007,166203627.14545453,2754.181818181818,2770.014285519484,1626.604851093295
1082557979,38377317,151082144.0,2513.1666666666665,2517.993766770554,1444.9891343652312
1082824214,8451818,153063671.6060606,2489.75,2551.0186764564023,1509.6226440876885
1083379708,17756073,181207808.2,3031.8,3020.0798020033,1734.5874026884824
1083668827,3920455,181284992.7,3006.1,3021.366188896852,1736.0993700681163
1084077028,21652213,151086232.25000003,2511.0,2518.0619031349484,1454.3421111512885
1084739465,29270704,151060262.41666666,2507.1666666666665,2517.629079793114,1468.6538010913198
1084812938,8011740,150923043.75,2528.1666666666665,2515.342140130998,1465.1663317600396
1086656455,30349614,151066057.1666667,2522.25,2517.7256573501554,1444.2572525425314
1086685621,26031912,164569360.03787878,2772.5454545454545,2742.7769543487407,1587.6367393053208
1086942147,27644285,151090442.66666666,2515.583333333333,2518.132075576518,1449.6124859514634
1087653736,15126522,151183368.66666666,2509.5,2519.680816430837,1452.6601125582815
1088021526,26567742,165120903.8181818,2729.454545454545,2751.969197483072,1589.9714003413146
108874736,20852783,181269869.1,3034.2,3021.114133097782,1734.4638262720198
1088828384,47126240,191795653.68888888,3297.8,3196.540952465607,1803.6627656340925
1089324375,8353679,151174734.280303,2545.25,2519.536912389844,1457.203031996868
1089375229,39499982,165356706.26363635,2770.909090909091,2755.8991727410603,1596.3587328241554
1089435916,5943894,151160920.25000003,2525.083333333333,2519.3066823886275,1469.1088338295765
1089685571,22167992,164764800.09090906,2769.181818181818,2746.034234277913,1600.0785968644273
1089686246,41977516,151316089.11363637,2520.75,2521.892787014156,1455.088365287828
10901393,43859980,181318637.2,2997.6,3021.92692121798,1734.7820093299151
1090755834,7412828,151227261.70454544,2521.9166666666665,2520.4123548698426,1450.1533884567705
1091829226,39290499,152055366.1590909,2570.75,2534.2138657537525,1462.8572054605622
1092333463,21981870,181349509.0,3023.3,3022.441442642622,1733.528850481263
1092709083,23580134,164968644.0,2765.6363636363635,2749.4315761403977,1601.967989575374
1092728543,31178789,164751783.36363637,2733.3636363636365,2745.8172924390656,1577.6151724742317
1092950441,32798542,151122557.66666666,2516.75,2518.667316655833,1444.7513477517125
1093181664,27008976,151668520.87121212,2534.0,2527.76655174434,1429.8104167080762
1094000638,17870652,151133098.40151513,2502.6666666666665,2518.8429926420413,1457.2407136868028
1094157333,42091471,151230563.3333333,2511.583333333333,2520.4673810992035,1450.5942823445075
1096450417,37951135,164957971.00000003,2731.2727272727275,2749.253695771737,1578.2734954536163
1096543877,19580279,181048114.4,3006.1,3017.4182830286163,1751.0782117569725
1096991212,7954749,165612734.6818182,2758.818181818182,2760.166241926271,1603.6682402742888
1098000689,18766799,151128653.91666666,2524.9166666666665,2518.7689191291256,1458.2916538050513
1098074077,3820740,151290823.40151516,2541.75,2521.471698830272,1449.8841126458228
1098531429,1817576,151228398.59090906,2505.1666666666665,2520.4313026601067,1461.700209152294
1098612833,32331124,166864141.00909093,2779.2727272727275,2781.022666440408,1612.5655167629372
1098698634,24508381,151236488.0833333,2504.6666666666665,2520.5661252868003,1445.1646138784567
1098922326,33585826,152078654.03030303,2500.833333333333,2534.601990471876,1482.5245790314652
1099545410,45026528,151235429.0,2529.25,2520.548474192097,1444.8156134520812
1099864364,26858020,151223278.66666666,2517.1666666666665,2520.345972011577,1445.7007405424447
1100632800,20128938,151314875.84848484,2590.5,2521.8725662653096,1426.478344331769
1100965951,31616515,164793042.0,2755.3636363636365,2746.504924917918,1577.9064937289263
1100991799,38927827,151308004.91666666,2527.75,2521.7580526435668,1447.1653442155407
1101821065,13446313,151411009.08333334,2523.75,2523.4747601428867,1448.1374388777767
1102017109,35324935,151445885.5,2531.4166666666665,2524.0560240662658,1472.290227054364
1102879167,27136772,165025413.98181817,2750.5454545454545,2750.3777267348573,1592.2668752333211
1103243029,17473335,181496375.1,3022.0,3024.8891701804973,1733.7984221728027
1103672024,22811611,181539261.2,3019.6,3025.6039266012235,1734.7925608624685
1104061012,41579555,165221605.1818182,2756.909090909091,2753.647525571544,1582.597019096694
1104202675,29599458,181572232.4,3018.1,3026.153437442709,1736.1152710038164
1104705292,1049760,151381557.77272728,2521.9166666666665,2522.983913146902,1452.0381118227922
1105095930,32576385,151253155.74999997,2523.333333333333,2520.8439151014145,1444.376255843841
1105888187,25054246,181575626.6,3004.0,3026.210006499892,1734.3273307896725
1105923226,15036062,151396814.1212121,2506.333333333333,2523.238181383845,1441.8539589566062
1106309851,39520478,150101668.24999997,2511.583333333333,2501.652776620389,1437.319231339839
1106409037,11536123,152333585.0833333,2508.25,2538.850770542713,1464.1059648625417
1107722316,17021079,165390202.2727273,2752.090909090909,2756.457430254951,1587.3170333320718
1107780094,29670345,181489327.0,3033.3,3024.771703804937,1738.5175054179642
110797815,20578490,151191839.0,2535.6666666666665,2519.821986300228,1449.6298823272862
1108848326,2749571,151123632.16666666,2486.9166666666665,2518.685224690699,1443.6310665078372
110912013,42746373,181609761.6,3044.7,3026.778913684772,1733.0728941505658
1109392959,34883708,151421886.5,2512.083333333333,2523.65604739921,1448.6253230342047
1109804924,1153377,151408953.58333334,2509.833333333333,2523.440502380516,1450.7831625264198
1110429957,7773440,165906840.26363638,2766.909090909091,2765.067919928608,1586.5315200871587
1110563085,32424016,151368954.16666666,2521.833333333333,2522.773856546836,1448.304278897005
1111204031,18808971,181807736.5,3038.9,3030.0784403593275,1750.6294108156094
1111649370,42641902,179334624.33333337,3090.3,2988.8605912123694,1909.2562588677688
1111781387,30978743,151032549.66666666,2521.4166666666665,2517.1672083243056,1462.6255867992077
1111981902,40140117,165166265.45454544,2753.7272727272725,2752.725212155555,1581.2050326373333
1112166288,47951071,151031283.93181816,2524.6666666666665,2517.1461130950843,1440.0446979740154
1112652101,39273445,151388361.41666666,2507.1666666666665,2523.097305322689,1444.484172843805
1112729101,28772117,165127899.00000003,2740.6363636363635,2752.0857819036355,1577.7057395663362
1112777130,7177158,151423183.0,2533.583333333333,2523.6776553724103,1458.3225631676958
1113243853,2446228,151671057.33333334,2519.1666666666665,2527.808825408465,1452.1288127184257
1113441311,4915216,151319172.08333334,2539.333333333333,2521.944168986073,1463.3261952721946
1113992376,2126169,152131791.74242425,2527.583333333333,2535.487604247,1468.4190742665266
1114275678,35913386,181891875.03333333,3050.6,3031.480725876791,1743.6742137745157
1115036717,21986065,164632083.40909094,2771.6363636363635,2743.822326446075,1572.3616845143831
1115044441,25628948,165162178.0,2728.6363636363635,2752.657089048516,1581.9053868420074
1115085900,20998774,151413828.75,2523.833333333333,2523.521753804104,1445.0844677883651
1116352983,45398747,151444705.75,2526.6666666666665,2524.0363618939687,1445.598670626138
111665787,37729412,181822422.9,3034.1,3030.3232096131733,1739.266311126511
1117294384,40645488,165268413.27272728,2752.090909090909,2754.427647417998,1580.1718210246938
1117793086,30595040,181765099.6,3025.9,3029.367837202713,1735.2923727972238
1117905846,2321914,151437521.5833333,2499.0,2523.9166277784257,1649.69210363374
111928340,34087320,165102359.81818184,2750.2727272727275,2751.6601359674314,1585.8228945506698
1120445474,10175117,165258996.81818184,2725.5454545454545,2754.270709124545,1582.6949403325325
1120674393,13361950,151611886.99999997,2505.25,2526.8226696221723,1460.592616576049
1120931614,31342250,151463628.50000003,2513.083333333333,2524.351735804404,1443.6478824936737
1120996406,2778919,181868547.3,3033.4,3031.0919368010536,1736.2364504950883
1121018916,37576859,165256385.45454547,2768.3636363636365,2754.227187122639,1576.109410271057
1121140466,11058120,151627248.40909094,2514.0,2527.078688840035,1453.132002796182
112124903,24814472,165194058.81818184,2760.090909090909,2753.188427162578,1580.6121216957729
1121542036,9072704,165355704.45454544,2767.181818181818,2755.882476201154,1590.6163889185584
1121697834,12626808,181776484.1,3000.3,3029.5575757070715,1738.8294478774608
1122508880,45686081,165320124.63636363,2781.0,2755.289489114575,1583.5886354283823
1123001951,8347832,181821150.8,3041.9,3030.3020082998614,1738.1017715910634
1123066550,42461589,165260888.63636363,2757.454545454545,2754.302238902079,1582.4641260256928
112321400,46038171,151457645.4166667,2512.9166666666665,2524.252019410788,1449.7038627109057
112348433,14387528,165387136.45454544,2779.090909090909,2756.406334136855,1587.1483857298815
112375098,31681477,165720456.5,2737.818181818182,2761.961575640406,1592.825109873444
1124119171,7329811,156852570.8939394,2622.0,2614.165945466565,1499.8108618356985
1124990118,21310001,165392844.8181818,2751.090909090909,2756.5014719451647,1595.3062458957477
1125424344,3347379,181839977.0,3027.0,3030.615773070449,1740.7115244303648
1125482656,18691849,165328143.0909091,2746.6363636363635,2755.423127796355,1579.5443155198052
1126911948,12419878,181892600.50000003,3000.5,3031.492816786388,1735.231728063594
1126999790,34501004,151597655.9469697,2532.4166666666665,2526.5854893580054,1447.8336636049307
1127884712,7938995,151597867.1666667,2517.333333333333,2526.589009627617,1447.0333004344038
1128186391,25031879,165172625.02121213,2754.090909090909,2752.831203166816,1580.802003499949
1129429071,43773057,165205295.72727272,2787.6363636363635,2753.375705859448,1577.1790077846913
1129909391,45371814,193781563.07777777,3136.0,3229.638890648119,1840.39034640924
1129938643,34935678,165403816.63636363,2763.3636363636365,2756.6843325338514,1580.044443496032
1131527270,48522449,181833986.5,3021.9,3030.5159330677816,1739.7152153095708
1132116234,14059587,151847713.66666666,2529.9166666666665,2530.753048560301,1455.149941939616
1132218304,29603843,167181415.1,2589.6363636363635,2786.310479825336,2206.567914684548
1132419329,40226762,165795282.87272727,2738.2727272727275,2763.20866106777,1616.5691755192224
1133090317,26712352,151644678.1666667,2517.75,2527.369179958112,1447.4442151219162
1133130522,10814995,151630611.25,2535.0,2527.1347352544126,1444.8220035987404
1133499260,16402961,151652301.25,2514.9166666666665,2527.4962292295127,1453.7644200315738
1133663547,42683122,181914000.2,3038.8,3031.849472508791,1734.057232121062
113427359,984261,150758942.25,2519.4166666666665,2512.607160713988,2990.789875043185
1134675027,25733174,181976004.6,3035.7,3032.882861952301,1734.138840337135
1135450244,28410743,181950805.9,3039.8,3032.46289061849,1735.556246032998
1135623500,3639759,152543685.08333334,2546.833333333333,2542.3523788492416,1558.3219695459811
1135859577,14800103,165518925.54545456,2757.818181818182,2758.602782377869,1577.7513516288564
1136037770,12262005,165500525.0,2757.7272727272725,2758.2961117314712,1581.0654221846942
1136356907,34976887,152091114.2121212,2537.75,2534.8096567077414,1458.4922758344778
1136523713,36611727,182001871.4,2994.6,3033.313968100532,1734.174848772163
1136682157,40566350,166327896.72727272,2829.2727272727275,2772.0854106977004,1589.9755444184543
1137143171,38944090,165465092.45454544,2753.454545454545,2757.705579149438,1579.1054354419066
1137459605,42020591,152343248.03030303,2511.5,2539.0118169747675,1484.9285723823466
1138124607,35841678,151660687.5833333,2539.583333333333,2527.6359991222366,1447.5743283959669
1138688286,8580210,151629020.41666666,2522.833333333333,2527.1082218074143,1452.0960427721286
1139102111,9014918,151830582.65151516,2517.333333333333,2530.4675363996457,1461.7922670999717
11392010,39483628,150360539.8333333,2540.5,2505.9672311017034,1460.9948727306758
1139489647,33996917,182066405.7,3023.1,3034.389521841303,1735.245273648573
1139540990,40236527,182139682.9,3037.3,3035.610788153531,1735.783477393741
1139605058,38765962,165580686.63636363,2755.090909090909,2759.632116737448,1581.6619524907912
1139907613,18829456,151926531.1666667,2643.25,2532.066651666917,1627.633284279601
