volcan_id,media_sensor__median,media_sensor__standard_deviation,media_sensor__variance,media_sensor__minimum,time_to_eruption
1038903770,2501.1666666666665,1469.4771182826262,2159363.001156212,-288.5,12844995
1038918048,2514.4166666666665,1461.0686129794158,2134721.4918335937,-785.0,37930321
1039038516,2745.181818181818,1584.4841996794692,2510590.179033888,-676.6363636363636,26788256
1039242162,2505.5,1447.0853712747796,2094056.0717574668,-182.91666666666663,45106551
1039583299,2506.083333333333,1450.102119532723,2102796.157073296,-415.9166666666667,2754390
1040017632,2505.4166666666665,1464.83492109514,2145741.346059805,-794.5454545454545,40389284
1040427269,2487.6666666666665,1475.8050122533375,2178000.434192074,-581.5833333333334,20682439
1041846634,2493.75,1462.6686637575433,2139399.619938277,-870.75,22245477
1041878888,2541.1666666666665,1452.7553364687303,2110498.0676383744,-425.8333333333333,19763961
1041963422,2738.6363636363635,1581.6050622235616,2501474.5728511964,-399.9090909090909,17286638
1042260671,3341.555555555556,1932.3434662767097,3733951.2716622897,-368.55555555555554,45560318
1042743186,2971.3,1736.1327086229865,3014156.7819505874,-308.1,41542280
1042857837,2559.4166666666665,1452.790069411166,2110598.985779701,-422.1666666666667,21508437
1043816873,2734.6363636363635,1599.0904793330778,2557090.361093693,-779.2727272727273,15217883
1044404474,2497.75,1446.3004849359322,2091785.0927259128,-199.5,9441051
1044700555,2738.5454545454545,1597.17600417099,2550971.18829961,-717.3636363636364,30282601
1044996306,2502.25,1449.7209020829057,2101690.693936073,-380.6666666666667,20478572
1045737293,2521.833333333333,1454.7921812699435,2116420.2906841603,-368.5833333333333,20476501
1046153021,2508.1666666666665,1446.8613755528067,2093407.84006656,-316.4166666666667,3265993
1047097201,2508.75,1458.549588378651,2127366.901759532,-733.0,2212847
1047238065,2506.083333333333,2177.0673400406563,4739622.203071698,-5150.75,1756341
1047698781,2730.909090909091,1579.6203406570794,2495200.420617588,-398.8181818181818,42753277
1048009361,2744.909090909091,1590.975600930946,2531203.362757585,-601.2727272727273,17128163
1048073965,2724.818181818182,1600.0050271298674,2560016.0868408475,-564.9090909090909,25602919
1048300101,2736.818181818182,1598.5582018743985,2555388.3247799096,-715.0909090909091,16549824
1049186697,2500.6666666666665,1442.9644492012476,2082146.40165866,-182.16666666666663,12851509
1049342028,2499.083333333333,1448.011926996104,2096738.5407229704,-202.75,20039978
104958377,2727.909090909091,1580.6188335898937,2498355.8970990754,-298.54545454545456,12960507
1049892705,2511.25,1448.8357826742842,2099125.125157406,-463.25,23385989
1051215459,2521.0,1457.0506556896185,2122996.613245548,-818.8333333333334,39027962
1051299690,2512.333333333333,1444.7845416076125,2087402.3716683188,-252.0833333333333,37875002
1051817564,3025.9,1733.9021496209896,3006416.664460289,-130.3,35389962
1052073345,2535.9166666666665,1460.9779981882689,2134456.711190201,-273.75,9311783
1052075589,3011.4,1734.2121028361337,3007491.617623324,-196.9,30757334
1052745011,2997.6,1735.3835467064898,3011556.054179596,-214.0,19839592
1053043132,2738.2727272727275,1590.8880295604124,2530924.722598612,-783.0,9442732
1053609274,2618.5,1493.667274721584,2231041.9275742043,-366.0,35323803
1053686121,2518.5,1444.785796895624,2087405.998911323,-96.91666666666669,11025917
1053927671,2786.25,2270.71539953592,5156148.4256895725,-8022.166666666667,676554
1054353459,2990.6,1747.4557508089906,3053601.601035413,-728.2,19501057
1055093477,2739.909090909091,1581.4001157413838,2500826.326066862,-363.0,42668581
1055227118,2496.833333333333,1453.9743096692607,2114041.293178203,-552.25,17695697
1056424078,2507.1666666666665,1456.372488224008,2121020.8244557884,-300.5,16095800
105658810,3016.9,1734.0650069650649,3006981.44838075,-502.2,17054015
1056778258,2502.9166666666665,1454.9563752492984,2116898.053878577,-394.5,9806109
1057137462,2993.2,1736.399915548126,3015084.6667155395,-580.2,32749821
1057504299,2522.75,1460.915894179076,2134275.249865049,-430.25,9719296
1057868450,2743.0,1579.3536912211512,2494358.0819738754,-241.0909090909091,38501378
1058582421,2515.583333333333,1444.564469114756,2086766.5054287964,-376.3333333333333,24118695
1058923200,2503.9166666666665,1448.102272010551,2097000.190202119,-252.66666666666663,30815166
1059294461,2602.75,1436.9638510256375,2064865.109154431,-609.5,12981242
1059381646,2734.454545454545,1580.1274167998251,2496802.653322488,-316.0,13871584
1060048694,2519.5,1445.122536583398,2088379.145741234,-108.16666666666669,45662421
1060581218,2767.0,1578.5629171478267,2491860.8833942567,-855.1818181818181,20966158
1060632987,2509.833333333333,1540.398696015429,2372828.1426860346,-1944.6666666666667,3975339
106078758,2995.0,1733.201221439952,3003986.474000941,-139.0,24921651
1061211936,2515.75,1449.84157596943,2102040.5954095204,-327.9166666666667,43016957
1061556765,2515.583333333333,1440.9341869819573,2076291.3312133544,-626.75,46584326
1061801479,2729.181818181818,1589.8692158463473,2527684.12349588,-474.3636363636364,26742662
1062764986,2702.2727272727275,1572.579719911191,2473006.97547596,-194.0,39691110
1063425676,3005.9,1733.9350784128546,3006530.8561505927,-124.9,12886267
1064794195,2998.5,1740.901441982137,3030737.8306954834,-866.3,13261250
1064935255,3013.5,1739.6920280347508,3026528.3524076645,-191.2,47950543
1065197609,2503.6666666666665,1444.716261695619,2087205.076807765,-415.3333333333333,1583671
1065259888,2751.818181818182,1616.235514958829,2612217.239814231,-626.4545454545455,27899734
1065800547,2521.333333333333,1468.6745741684128,2157005.004808769,-646.9166666666666,10935736
1066152649,2533.333333333333,1447.9646555809577,2096601.643811681,-336.25,19477998
1067098395,2996.9,1734.9880280292844,3010183.4574049446,-206.0,11554566
1067330822,2534.75,1449.5168653603514,2101099.142964099,-430.8333333333333,42126602
1067927661,2514.0,1458.5579422664096,2127391.270948423,-277.5833333333333,1239962
1068033648,2517.0,1474.237001987804,2173374.738029988,-819.75,8548168
1068054446,2513.25,1451.4105459189714,2106592.5728048063,-294.8333333333333,41919713
1068208983,2516.9166666666665,1449.199057156508,2100177.907263312,-180.41666666666663,47680668
1068504383,2517.9166666666665,1449.633419701485,2101437.051515422,-358.5,15380444
1070060959,3030.3,1738.5491666372775,3022553.204815172,-280.7,7147858
1070188655,2516.6666666666665,1454.3357794788287,2115092.559472292,-504.8333333333333,25005211
1070784997,2519.6666666666665,1444.62666589468,2086946.20381398,-164.66666666666666,11763117
107081920,2508.583333333333,1461.8942576478648,2137134.820543802,-688.25,428461
1070821612,2515.833333333333,1444.2912627261278,2085977.2515870328,-481.4166666666667,29318853
1071049789,2517.6666666666665,1452.3272952693756,2109254.57258446,-635.3333333333334,3488666
1071353921,2500.583333333333,1446.2333331661168,2091590.853960776,-731.0,35568642
1071748769,2499.083333333333,1465.9951636997544,2149141.8199910694,-502.8333333333333,11369004
1071777430,2486.4166666666665,1458.610675386764,2127545.102352232,-168.8181818181818,43767476
1072055317,2516.333333333333,1445.1042752671087,2088326.366395276,-156.75,6538574
1072192149,2511.0,1445.541096416583,2089589.061429257,-592.25,18311504
1072732496,2505.75,1446.9245973917623,2093590.7905373145,-201.3333333333333,13152447
1073019591,2514.1666666666665,1483.116890412677,2199635.7106273696,-252.66666666666663,32035743
1073703374,2518.333333333333,1454.1979807833543,2114691.7673143847,-502.0,10163025
1073745213,2729.909090909091,1589.864034615711,2527667.648564547,-762.4545454545455,40049085
107400998,2736.3636363636365,1588.9811097838085,2524860.967249783,-879.0,4494244
1074244722,2514.083333333333,1447.9435907391971,2096540.64196272,-211.91666666666663,46351483
1074426665,2520.25,1444.2042622503293,2085725.9511020177,-183.0833333333333,20835819
1074671362,2525.4166666666665,1452.4466142609797,2109601.167278183,-313.75,35250416
1075300188,2743.7272727272725,1580.7499436577575,2498770.3843740043,-256.72727272727275,39230377
1076119752,2516.9166666666665,1461.7603207737004,2136743.235388432,-835.0,11806816
1077334203,3005.2,1735.5155420035308,3012014.1965358094,-172.8,17255974
1077415466,2446.75,2384.615244122272,5686389.862500321,-6256.833333333333,1069222
1077594989,2527.75,1450.1906236440298,2103052.84490506,-355.3333333333333,45619252
1078903277,2518.25,1445.9321823545868,2090719.8759686977,-320.6666666666667,33235877
1079138094,2769.2727272727275,1600.5467870867706,2561750.017653784,-669.6363636363636,29187319
1079334814,2507.833333333333,1455.017619713749,2117076.273677464,-528.5,14980116
1079412257,2519.4166666666665,1455.2188840858075,2117662.000599943,-223.16666666666663,26136621
1079412715,2503.75,1450.745889982992,2104663.637302544,-505.0833333333333,16525947
1079658754,2518.5,1456.2215788235862,2120581.2866314584,-400.8333333333333,7505535
1079693590,2538.583333333333,1449.521747443422,2101113.296311432,-316.6666666666667,44830265
1079724272,3030.3,1736.7703335171136,3016371.191385146,-134.5,31135915
1079740004,2999.9,1736.2662431609606,3014620.4671402755,-243.1,4180857
1079821584,2747.454545454545,1584.1584254515592,2509557.9169291635,-435.6363636363636,23971970
1080143124,2507.6666666666665,1452.1925192493993,2108863.112963917,-407.6666666666667,19927685
108037369,2518.333333333333,1453.0857809369393,2111458.2867611144,-328.75,43608899
108124387,2486.3636363636365,1571.077223851417,2468283.6433046763,-1267.1818181818182,12972938
108195434,2754.181818181818,1626.604851093295,2645843.3416002407,-639.8181818181819,39847007
1082557979,2513.1666666666665,1444.9891343652312,2087993.59843358,-174.66666666666666,38377317
1082824214,2489.75,1509.6226440876885,2278960.527542304,-704.1666666666666,8451818
1083379708,3031.8,1734.5874026884824,3008793.4575655754,-143.1,17756073
1083668827,3006.1,1736.0993700681163,3014041.022750911,-186.2,3920455
1084077028,2511.0,1454.3421111512885,2115110.9762679865,-144.75,21652213
1084739465,2507.1666666666665,1468.6538010913198,2156943.987459982,-1143.4166666666667,29270704
1084812938,2528.1666666666665,1465.1663317600396,2146712.379723171,-602.8333333333334,8011740
1086656455,2522.25,1444.2572525425314,2085879.0115217008,-236.5833333333333,30349614
1086685621,2772.5454545454545,1587.6367393053208,2520590.415992031,-316.0,26031912
1086942147,2515.583333333333,1449.6124859514634,2101376.359426381,-349.5833333333333,27644285
1087653736,2509.5,1452.6601125582815,2110221.402617839,-558.5833333333334,15126522
1088021526,2729.454545454545,1589.9714003413146,2528009.053903321,-750.6363636363636,26567742
108874736,3034.2,1734.4638262720198,3008364.764646175,-195.1,20852783
1088828384,3297.8,1803.6627656340925,3253199.372134824,-531.8,47126240
1089324375,2545.25,1457.203031996868,2123440.676460865,-559.5,8353679
1089375229,2770.909090909091,1596.3587328241554,2548361.203863943,-658.1,39499982
1089435916,2525.083333333333,1469.1088338295765,2158280.765636098,-1254.9166666666667,5943894
1089685571,2769.181818181818,1600.0785968644273,2560251.5161436344,-653.2727272727273,22167992
1089686246,2520.75,1455.088365287828,2117282.150796003,-444.5833333333333,41977516
10901393,2997.6,1734.7820093299151,3009468.619894738,-153.6,43859980
1090755834,2521.9166666666665,1450.1533884567705,2102944.8500526533,-308.1666666666667,7412828
1091829226,2570.75,1462.8572054605622,2139951.203567886,-452.4166666666667,39290499
1092333463,3023.3,1733.528850481263,3005122.275450888,-392.4,21981870
1092709083,2765.6363636363635,1601.967989575374,2566301.439624166,-521.0909090909091,23580134
1092728543,2733.3636363636365,1577.6151724742317,2488869.6324209,-167.9090909090909,31178789
1092950441,2516.75,1444.7513477517125,2087306.45683039,-315.9166666666667,32798542
1093181664,2534.0,1429.8104167080762,2044357.8277269227,-567.6666666666666,27008976
1094000638,2502.6666666666665,1457.2407136868028,2123550.4976264224,-404.5,17870652
1094157333,2511.583333333333,1450.5942823445075,2104223.771970577,-287.6666666666667,42091471
1096450417,2731.2727272727275,1578.2734954536163,2490947.2264513765,-675.3636363636364,37951135
1096543877,3006.1,1751.0782117569725,3066274.903689997,-998.1,19580279
1096991212,2758.818181818182,1603.6682402742888,2571751.824864434,-615.0909090909091,7954749
1098000689,2524.9166666666665,1458.2916538050513,2126614.547557472,-631.8333333333334,18766799
1098074077,2541.75,1449.8841126458228,2102163.9401027653,-254.0,3820740
1098531429,2505.1666666666665,1461.700209152294,2136567.50143586,-659.9166666666666,1817576
1098612833,2779.2727272727275,1612.5655167629372,2600367.545852918,-877.4545454545455,32331124
1098698634,2504.6666666666665,1445.1646138784567,2088500.761206469,-158.41666666666666,24508381
1098922326,2500.833333333333,1482.5245790314652,2197879.127432423,-546.5833333333334,33585826
1099545410,2529.25,1444.8156134520812,2087492.1568749133,-114.16666666666669,45026528
1099864364,2517.1666666666665,1445.7007405424447,2090050.6312049727,-165.16666666666666,26858020
1100632800,2590.5,1426.478344331769,2034840.466847505,-484.6666666666667,20128938
1100965951,2755.3636363636365,1577.9064937289263,2489788.9029519144,-192.45454545454547,31616515
1100991799,2527.75,1447.1653442155407,2094287.5334984844,-197.25,38927827
1101821065,2523.75,1448.1374388777767,2097102.0418794863,-93.41666666666669,13446313
1102017109,2531.4166666666665,1472.290227054364,2167638.5126797906,-880.5,35324935
1102879167,2750.5454545454545,1592.2668752333211,2535313.8019652846,-531.5454545454545,27136772
1103243029,3022.0,1733.7984221728027,3006056.9687289004,-148.6,17473335
1103672024,3019.6,1734.7925608624685,3009505.229223761,-255.4,22811611
1104061012,2756.909090909091,1582.597019096694,2504613.324853741,-446.3636363636364,41579555
1104202675,3018.1,1736.1152710038164,3014096.234212655,-645.6,29599458
1104705292,2521.9166666666665,1452.0381118227922,2108414.6781859,-507.0833333333333,1049760
1105095930,2523.333333333333,1444.376255843841,2086222.768445472,-184.5,32576385
1105888187,3004.0,1734.3273307896725,3007891.290324029,-146.1,25054246
1105923226,2506.333333333333,1441.8539589566062,2078942.8389588385,-110.83333333333331,15036062
1106309851,2511.583333333333,1437.319231339839,2065886.5727793456,-227.75,39520478
1106409037,2508.25,1464.1059648625417,2143606.2763460744,-768.1666666666666,11536123
1107722316,2752.090909090909,1587.3170333320718,2519575.364306129,-226.1818181818182,17021079
1107780094,3033.3,1738.5175054179642,3022443.116644701,-796.0,29670345
110797815,2535.6666666666665,1449.6298823272862,2101426.7957362216,-288.9166666666667,20578490
1108848326,2486.9166666666665,1443.6310665078372,2084070.656186556,-579.8333333333334,2749571
110912013,3044.7,1733.0728941505658,3003541.6564394184,-200.2,42746373
1109392959,2512.083333333333,1448.6253230342047,2098515.3265359537,-378.0833333333333,34883708
1109804924,2509.833333333333,1450.7831625264198,2104771.78467016,-477.25,1153377
1110429957,2766.909090909091,1586.5315200871587,2517082.26423007,-2326.2727272727275,7773440
1110563085,2521.833333333333,1448.304278897005,2097585.2842713725,-188.0,32424016
1111204031,3038.9,1750.6294108156094,3064703.334012608,-594.6,18808971
1111649370,3090.3,1909.2562588677688,3645259.46202575,-874.1,42641902
1111781387,2521.4166666666665,1462.6255867992077,2139273.6071597263,-376.8333333333333,30978743
1111981902,2753.7272727272725,1581.2050326373333,2500209.35523763,-291.27272727272725,40140117
1112166288,2524.6666666666665,1440.0446979740154,2073728.732163073,-130.58333333333334,47951071
1112652101,2507.1666666666665,1444.484172843805,2086534.525596252,-242.75,39273445
1112729101,2740.6363636363635,1577.7057395663362,2489155.4006605595,-367.45454545454544,28772117
1112777130,2533.583333333333,1458.3225631676958,2126704.698243998,-1009.8333333333334,7177158
1113243853,2519.1666666666665,1452.1288127184257,2108678.0887270244,-771.5,2446228
1113441311,2539.333333333333,1463.3261952721946,2141323.553769797,-362.3333333333333,4915216
1113992376,2527.583333333333,1468.4190742665266,2156254.577669763,-790.25,2126169
1114275678,3050.6,1743.6742137745157,3040399.763782176,-428.6,35913386
1115036717,2771.6363636363635,1572.3616845143831,2472321.266928909,-320.1818181818182,21986065
1115044441,2728.6363636363635,1581.9053868420074,2502424.652919761,-658.4545454545455,25628948
1115085900,2523.833333333333,1445.0844677883651,2088269.1190431828,-180.8333333333333,20998774
1116352983,2526.6666666666665,1445.598670626138,2089755.5165160573,-208.66666666666663,45398747
111665787,3034.1,1739.266311126511,3025047.301019621,-222.3,37729412
1117294384,2752.090909090909,1580.1718210246938,2496942.983960497,-190.9090909090909,40645488
1117793086,3025.9,1735.2923727972238,3011239.619088219,-170.2,30595040
1117905846,2499.0,1649.69210363374,2721484.0367915146,-2665.1666666666665,2321914
111928340,2750.2727272727275,1585.8228945506698,2514834.252881065,-253.8181818181818,34087320
1120445474,2725.5454545454545,1582.6949403325325,2504923.2741541984,-451.54545454545456,10175117
1120674393,2505.25,1460.592616576049,2133330.791596469,-562.8333333333334,13361950
1120931614,2513.083333333333,1443.6478824936737,2084119.208628468,-486.3333333333333,31342250
1120996406,3033.4,1736.2364504950883,3014517.012027784,-347.3,2778919
1121018916,2768.3636363636365,1576.109410271057,2484120.873144979,-241.8181818181818,37576859
1121140466,2514.0,1453.132002796182,2111592.617550443,-1265.0833333333333,11058120
112124903,2760.090909090909,1580.6121216957729,2498334.679251612,-324.72727272727275,24814472
1121542036,2767.181818181818,1590.6163889185584,2530060.496696315,-512.7272727272727,9072704
1121697834,3000.3,1738.8294478774608,3023527.8488058355,-267.2,12626808
1122508880,2781.0,1583.5886354283823,2507752.966257926,-528.0,45686081
1123001951,3041.9,1738.1017715910634,3020997.768407993,-272.7,8347832
1123066550,2757.454545454545,1582.4641260256928,2504192.71015826,-1452.7272727272727,42461589
112321400,2512.9166666666665,1449.7038627109057,2101641.28955892,-124.33333333333331,46038171
112348433,2779.090909090909,1587.1483857298815,2519039.998324969,-422.8181818181818,14387528
112375098,2737.818181818182,1592.825109873444,2537091.830643349,-665.5454545454545,31681477
1124119171,2622.0,1499.8108618356985,2249432.6212803405,-253.91666666666663,7329811
1124990118,2751.090909090909,1595.3062458957477,2545002.0181939835,-511.8181818181818,21310001
1125424344,3027.0,1740.7115244303648,3030076.6112846844,-287.7,3347379
1125482656,2746.6363636363635,1579.5443155198052,2494960.24469093,-225.1818181818182,18691849
1126911948,3000.5,1735.231728063594,3011029.1500785663,-486.9,12419878
1126999790,2532.4166666666665,1447.8336636049307,2096222.3174676755,-189.3333333333333,34501004
1127884712,2517.333333333333,1447.0333004344038,2093905.372566084,-194.3333333333333,7938995
1128186391,2754.090909090909,1580.802003499949,2498934.9742694525,-175.0,25031879
1129429071,2787.6363636363635,1577.1790077846913,2487493.6225967035,-192.1818181818182,43773057
1129909391,3136.0,1840.39034640924,3387036.6271563214,-491.8,45371814
1129938643,2763.3636363636365,1580.044443496032,2496540.4434226854,-242.9090909090909,34935678
1131527270,3021.9,1739.7152153095708,3026609.0303796264,-320.5,48522449
1132116234,2529.9166666666665,1455.149941939616,2117461.353526868,-403.8333333333333,14059587
1132218304,2589.6363636363635,2206.567914684548,4868941.962115315,-6541.1,29603843
1132419329,2738.2727272727275,1616.5691755192224,2613295.8992388984,-1057.7272727272727,40226762
1133090317,2517.75,1447.4442151219162,2095094.7558899,-416.25,26712352
1133130522,2535.0,1444.8220035987404,2087510.6220830784,-104.83333333333331,10814995
1133499260,2514.9166666666665,1453.7644200315738,2113430.988949738,-495.5833333333333,16402961
1133663547,3038.8,1734.057232121062,3006954.484271359,-96.1,42683122
113427359,2519.4166666666665,2990.789875043185,8944824.07666083,-8792.416666666666,984261
1134675027,3035.7,1734.138840337135,3007237.517565823,-169.5,25733174
1135450244,3039.8,1735.556246032998,3012155.483144152,-124.0,28410743
1135623500,2546.833333333333,1558.3219695459811,2428367.3607696667,-2184.583333333333,3639759
1135859577,2757.818181818182,1577.7513516288564,2489299.327566684,-356.90909090909093,14800103
1136037770,2757.7272727272725,1581.0654221846942,2499767.869228065,-289.09090909090907,12262005
1136356907,2537.75,1458.4922758344778,2127199.718668835,-459.8333333333333,34976887
1136523713,2994.6,1734.174848772163,3007362.406113954,-154.3,36611727
1136682157,2829.2727272727275,1589.9755444184543,2528022.23184876,-489.6363636363636,40566350
1137143171,2753.454545454545,1579.1054354419066,2493573.976242173,-184.63636363636363,38944090
1137459605,2511.5,1484.9285723823466,2205012.8650774737,-179.5,42020591
1138124607,2539.583333333333,1447.5743283959669,2095471.4362310343,-291.8333333333333,35841678
1138688286,2522.833333333333,1452.0960427721286,2108582.917434476,-404.25,8580210
1139102111,2517.333333333333,1461.7922670999717,2136836.6321532745,-577.5833333333334,9014918
11392010,2540.5,1460.9948727306758,2134506.018145324,-591.4166666666666,39483628
1139489647,3023.1,1735.245273648573,3011076.159719711,-137.0,33996917
1139540990,3037.3,1735.783477393741,3012944.280393108,-300.8,40236527
1139605058,2755.090909090909,1581.6619524907912,2501654.531956982,-295.1818181818182,38765962
