time_to_eruption,volcan_id,media_sensor__median,media_sensor__maximum,media_sensor__minimum
9441051,1044404474,2497.75,5142.666666666667,-199.5
30282601,1044700555,2738.5454545454545,6039.090909090909,-717.3636363636364
20478572,1044996306,2502.25,5350.833333333333,-380.6666666666667
20476501,1045737293,2521.833333333333,5602.818181818182,-368.5833333333333
3265993,1046153021,2508.1666666666665,5176.333333333333,-316.4166666666667
2212847,1047097201,2508.75,5637.5,-733.0
1756341,1047238065,2506.083333333333,11021.75,-5150.75
42753277,1047698781,2730.909090909091,5943.636363636364,-398.8181818181818
17128163,1048009361,2744.909090909091,6215.272727272727,-601.2727272727273
25602919,1048073965,2724.818181818182,6274.272727272727,-564.9090909090909
16549824,1048300101,2736.818181818182,6549.909090909091,-715.0909090909091
12851509,1049186697,2500.6666666666665,5635.833333333333,-182.16666666666663
20039978,1049342028,2499.083333333333,5258.833333333333,-202.75
12960507,104958377,2727.909090909091,5738.363636363636,-298.54545454545456
23385989,1049892705,2511.25,5295.666666666667,-463.25
39027962,1051215459,2521.0,5423.916666666667,-818.8333333333334
37875002,1051299690,2512.333333333333,5143.25,-252.0833333333333
35389962,1051817564,3025.9,6134.3,-130.3
9311783,1052073345,2535.9166666666665,5810.818181818182,-273.75
30757334,1052075589,3011.4,6157.9,-196.9
19839592,1052745011,2997.6,6231.2,-214.0
9442732,1053043132,2738.2727272727275,6132.818181818182,-783.0
35323803,1053609274,2618.5,5590.833333333333,-366.0
11025917,1053686121,2518.5,5093.583333333333,-96.91666666666669
676554,1053927671,2786.25,10144.333333333334,-8022.166666666667
19501057,1054353459,2990.6,6517.0,-728.2
42668581,1055093477,2739.909090909091,5683.727272727273,-363.0
17695697,1055227118,2496.833333333333,5565.909090909091,-552.25
16095800,1056424078,2507.1666666666665,5412.909090909091,-300.5
17054015,105658810,3016.9,6356.0,-502.2
9806109,1056778258,2502.9166666666665,5361.363636363636,-394.5
32749821,1057137462,2993.2,6251.3,-580.2
9719296,1057504299,2522.75,5543.166666666667,-430.25
38501378,1057868450,2743.0,5731.636363636364,-241.0909090909091
24118695,1058582421,2515.583333333333,5153.583333333333,-376.3333333333333
30815166,1058923200,2503.9166666666665,5319.25,-252.66666666666663
12981242,1059294461,2602.75,5305.916666666667,-609.5
13871584,1059381646,2734.454545454545,5932.363636363636,-316.0
45662421,1060048694,2519.5,5212.333333333333,-108.16666666666669
20966158,1060581218,2767.0,6000.636363636364,-855.1818181818181
3975339,1060632987,2509.833333333333,6462.333333333333,-1944.6666666666667
24921651,106078758,2995.0,6171.7,-139.0
43016957,1061211936,2515.75,5328.416666666667,-327.9166666666667
46584326,1061556765,2515.583333333333,5201.5,-626.75
26742662,1061801479,2729.181818181818,6401.818181818182,-474.3636363636364
39691110,1062764986,2702.2727272727275,5812.909090909091,-194.0
12886267,1063425676,3005.9,6129.5,-124.9
13261250,1064794195,2998.5,6279.7,-866.3
47950543,1064935255,3013.5,6303.2,-191.2
1583671,1065197609,2503.6666666666665,5414.75,-415.3333333333333
27899734,1065259888,2751.818181818182,6286.0,-626.4545454545455
10935736,1065800547,2521.333333333333,5336.666666666667,-646.9166666666666
19477998,1066152649,2533.333333333333,5739.333333333333,-336.25
11554566,1067098395,2996.9,6165.2,-206.0
42126602,1067330822,2534.75,5323.166666666667,-430.8333333333333
1239962,1067927661,2514.0,5474.363636363636,-277.5833333333333
8548168,1068033648,2517.0,5553.083333333333,-819.75
41919713,1068054446,2513.25,5259.916666666667,-294.8333333333333
47680668,1068208983,2516.9166666666665,5207.583333333333,-180.41666666666663
15380444,1068504383,2517.9166666666665,5800.75,-358.5
7147858,1070060959,3030.3,6381.2,-280.7
25005211,1070188655,2516.6666666666665,7071.666666666667,-504.8333333333333
11763117,1070784997,2519.6666666666665,5198.25,-164.66666666666666
428461,107081920,2508.583333333333,5707.833333333333,-688.25
29318853,1070821612,2515.833333333333,5124.416666666667,-481.4166666666667
3488666,1071049789,2517.6666666666665,5376.166666666667,-635.3333333333334
35568642,1071353921,2500.583333333333,5405.416666666667,-731.0
11369004,1071748769,2499.083333333333,5791.727272727273,-502.8333333333333
43767476,1071777430,2486.4166666666665,5186.166666666667,-168.8181818181818
6538574,1072055317,2516.333333333333,5495.666666666667,-156.75
18311504,1072192149,2511.0,5191.0,-592.25
13152447,1072732496,2505.75,5241.166666666667,-201.3333333333333
32035743,1073019591,2514.1666666666665,5842.818181818182,-252.66666666666663
10163025,1073703374,2518.333333333333,5705.916666666667,-502.0
40049085,1073745213,2729.909090909091,6261.727272727273,-762.4545454545455
4494244,107400998,2736.3636363636365,5942.727272727273,-879.0
46351483,1074244722,2514.083333333333,5214.0,-211.91666666666663
20835819,1074426665,2520.25,5137.833333333333,-183.0833333333333
35250416,1074671362,2525.4166666666665,5365.75,-313.75
39230377,1075300188,2743.7272727272725,5722.181818181818,-256.72727272727275
11806816,1076119752,2516.9166666666665,5734.083333333333,-835.0
17255974,1077334203,3005.2,6254.1,-172.8
1069222,1077415466,2446.75,12372.0,-6256.833333333333
45619252,1077594989,2527.75,5346.5,-355.3333333333333
33235877,1078903277,2518.25,5265.666666666667,-320.6666666666667
29187319,1079138094,2769.2727272727275,6095.636363636364,-669.6363636363636
14980116,1079334814,2507.833333333333,5438.083333333333,-528.5
26136621,1079412257,2519.4166666666665,5379.909090909091,-223.16666666666663
16525947,1079412715,2503.75,5609.5,-505.0833333333333
7505535,1079658754,2518.5,5507.333333333333,-400.8333333333333
44830265,1079693590,2538.583333333333,5262.166666666667,-316.6666666666667
31135915,1079724272,3030.3,6209.2,-134.5
4180857,1079740004,2999.9,6364.0,-243.1
23971970,1079821584,2747.454545454545,5915.454545454545,-435.6363636363636
19927685,1080143124,2507.6666666666665,5426.583333333333,-407.6666666666667
43608899,108037369,2518.333333333333,5470.833333333333,-328.75
12972938,108124387,2486.3636363636365,6426.333333333333,-1267.1818181818182
39847007,108195434,2754.181818181818,6792.818181818182,-639.8181818181819
38377317,1082557979,2513.1666666666665,5188.0,-174.66666666666666
8451818,1082824214,2489.75,6339.636363636364,-704.1666666666666
17756073,1083379708,3031.8,6203.9,-143.1
3920455,1083668827,3006.1,6881.1,-186.2
21652213,1084077028,2511.0,5267.833333333333,-144.75
29270704,1084739465,2507.1666666666665,7207.916666666667,-1143.4166666666667
8011740,1084812938,2528.1666666666665,5626.833333333333,-602.8333333333334
30349614,1086656455,2522.25,5198.583333333333,-236.5833333333333
26031912,1086685621,2772.5454545454545,5870.090909090909,-316.0
27644285,1086942147,2515.583333333333,5332.833333333333,-349.5833333333333
15126522,1087653736,2509.5,5501.666666666667,-558.5833333333334
26567742,1088021526,2729.454545454545,6205.272727272727,-750.6363636363636
20852783,108874736,3034.2,6099.9,-195.1
47126240,1088828384,3297.8,7188.777777777777,-531.8
8353679,1089324375,2545.25,5887.25,-559.5
39499982,1089375229,2770.909090909091,6191.272727272727,-658.1
5943894,1089435916,2525.083333333333,5950.666666666667,-1254.9166666666667
22167992,1089685571,2769.181818181818,6158.363636363636,-653.2727272727273
41977516,1089686246,2520.75,5447.25,-444.5833333333333
43859980,10901393,2997.6,6181.9,-153.6
7412828,1090755834,2521.9166666666665,5934.833333333333,-308.1666666666667
39290499,1091829226,2570.75,5584.583333333333,-452.4166666666667
21981870,1092333463,3023.3,6151.5,-392.4
23580134,1092709083,2765.6363636363635,5957.181818181818,-521.0909090909091
31178789,1092728543,2733.3636363636365,5948.636363636364,-167.9090909090909
32798542,1092950441,2516.75,5237.833333333333,-315.9166666666667
27008976,1093181664,2534.0,5303.5,-567.6666666666666
17870652,1094000638,2502.6666666666665,5391.416666666667,-404.5
42091471,1094157333,2511.583333333333,5431.666666666667,-287.6666666666667
37951135,1096450417,2731.2727272727275,5965.090909090909,-675.3636363636364
19580279,1096543877,3006.1,6783.9,-998.1
7954749,1096991212,2758.818181818182,6322.9,-615.0909090909091
18766799,1098000689,2524.9166666666665,5600.666666666667,-631.8333333333334
3820740,1098074077,2541.75,5479.666666666667,-254.0
1817576,1098531429,2505.1666666666665,5767.25,-659.9166666666666
32331124,1098612833,2779.2727272727275,6318.2,-877.4545454545455
24508381,1098698634,2504.6666666666665,5213.0,-158.41666666666666
33585826,1098922326,2500.833333333333,5824.454545454545,-546.5833333333334
45026528,1099545410,2529.25,5302.166666666667,-114.16666666666669
26858020,1099864364,2517.1666666666665,5174.333333333333,-165.16666666666666
20128938,1100632800,2590.5,5338.666666666667,-484.6666666666667
31616515,1100965951,2755.3636363636365,5664.0,-192.45454545454547
38927827,1100991799,2527.75,5191.666666666667,-197.25
13446313,1101821065,2523.75,5292.333333333333,-93.41666666666669
35324935,1102017109,2531.4166666666665,5973.25,-880.5
27136772,1102879167,2750.5454545454545,6152.181818181818,-531.5454545454545
17473335,1103243029,3022.0,6232.3,-148.6
22811611,1103672024,3019.6,6200.5,-255.4
41579555,1104061012,2756.909090909091,5816.363636363636,-446.3636363636364
29599458,1104202675,3018.1,6264.9,-645.6
1049760,1104705292,2521.9166666666665,5608.75,-507.0833333333333
32576385,1105095930,2523.333333333333,5270.416666666667,-184.5
25054246,1105888187,3004.0,6570.3,-146.1
15036062,1105923226,2506.333333333333,5339.0,-110.83333333333331
39520478,1106309851,2511.583333333333,5263.166666666667,-227.75
11536123,1106409037,2508.25,5663.636363636364,-768.1666666666666
17021079,1107722316,2752.090909090909,6013.636363636364,-226.1818181818182
29670345,1107780094,3033.3,6146.8,-796.0
20578490,110797815,2535.6666666666665,5287.166666666667,-288.9166666666667
2749571,1108848326,2486.9166666666665,5778.916666666667,-579.8333333333334
42746373,110912013,3044.7,6149.6,-200.2
34883708,1109392959,2512.083333333333,5366.416666666667,-378.0833333333333
1153377,1109804924,2509.833333333333,5371.083333333333,-477.25
7773440,1110429957,2766.909090909091,5817.727272727273,-2326.2727272727275
32424016,1110563085,2521.833333333333,5266.25,-188.0
18808971,1111204031,3038.9,6649.7,-594.6
42641902,1111649370,3090.3,8929.7,-874.1
30978743,1111781387,2521.4166666666665,5611.916666666667,-376.8333333333333
40140117,1111981902,2753.7272727272725,5819.363636363636,-291.27272727272725
47951071,1112166288,2524.6666666666665,5139.25,-130.58333333333334
39273445,1112652101,2507.1666666666665,5215.0,-242.75
28772117,1112729101,2740.6363636363635,5883.272727272727,-367.45454545454544
7177158,1112777130,2533.583333333333,5610.333333333333,-1009.8333333333334
2446228,1113243853,2519.1666666666665,5368.5,-771.5
4915216,1113441311,2539.333333333333,5372.833333333333,-362.3333333333333
2126169,1113992376,2527.583333333333,6502.75,-790.25
35913386,1114275678,3050.6,6515.8,-428.6
21986065,1115036717,2771.6363636363635,5930.727272727273,-320.1818181818182
25628948,1115044441,2728.6363636363635,6007.0,-658.4545454545455
20998774,1115085900,2523.833333333333,5184.5,-180.8333333333333
45398747,1116352983,2526.6666666666665,5305.333333333333,-208.66666666666663
37729412,111665787,3034.1,6441.7,-222.3
40645488,1117294384,2752.090909090909,5713.363636363636,-190.9090909090909
30595040,1117793086,3025.9,6325.2,-170.2
2321914,1117905846,2499.0,8009.333333333333,-2665.1666666666665
34087320,111928340,2750.2727272727275,5751.272727272727,-253.8181818181818
10175117,1120445474,2725.5454545454545,5965.454545454545,-451.54545454545456
13361950,1120674393,2505.25,5892.416666666667,-562.8333333333334
31342250,1120931614,2513.083333333333,5130.916666666667,-486.3333333333333
2778919,1120996406,3033.4,6232.2,-347.3
37576859,1121018916,2768.3636363636365,5701.909090909091,-241.8181818181818
11058120,1121140466,2514.0,5332.333333333333,-1265.0833333333333
24814472,112124903,2760.090909090909,6076.272727272727,-324.72727272727275
9072704,1121542036,2767.181818181818,6028.181818181818,-512.7272727272727
12626808,1121697834,3000.3,6441.3,-267.2
45686081,1122508880,2781.0,5773.818181818182,-528.0
8347832,1123001951,3041.9,6476.4,-272.7
42461589,1123066550,2757.454545454545,6657.909090909091,-1452.7272727272727
46038171,112321400,2512.9166666666665,5507.166666666667,-124.33333333333331
14387528,112348433,2779.090909090909,6266.909090909091,-422.8181818181818
31681477,112375098,2737.818181818182,5992.272727272727,-665.5454545454545
7329811,1124119171,2622.0,5661.181818181818,-253.91666666666663
21310001,1124990118,2751.090909090909,5992.636363636364,-511.8181818181818
3347379,1125424344,3027.0,6386.0,-287.7
18691849,1125482656,2746.6363636363635,5821.0,-225.1818181818182
12419878,1126911948,3000.5,6225.8,-486.9
34501004,1126999790,2532.4166666666665,5350.083333333333,-189.3333333333333
7938995,1127884712,2517.333333333333,5299.333333333333,-194.3333333333333
25031879,1128186391,2754.090909090909,6390.1,-175.0
43773057,1129429071,2787.6363636363635,5908.363636363636,-192.1818181818182
45371814,1129909391,3136.0,7333.666666666667,-491.8
34935678,1129938643,2763.3636363636365,5737.818181818182,-242.9090909090909
48522449,1131527270,3021.9,6334.9,-320.5
14059587,1132116234,2529.9166666666665,5400.333333333333,-403.8333333333333
29603843,1132218304,2589.6363636363635,15555.4,-6541.1
40226762,1132419329,2738.2727272727275,7537.3,-1057.7272727272727
26712352,1133090317,2517.75,5668.833333333333,-416.25
10814995,1133130522,2535.0,5221.25,-104.83333333333331
16402961,1133499260,2514.9166666666665,6126.916666666667,-495.5833333333333
42683122,1133663547,3038.8,6153.9,-96.1
984261,113427359,2519.4166666666665,13422.666666666666,-8792.416666666666
25733174,1134675027,3035.7,6178.6,-169.5
28410743,1135450244,3039.8,6166.3,-124.0
3639759,1135623500,2546.833333333333,7118.166666666667,-2184.583333333333
14800103,1135859577,2757.818181818182,5760.272727272727,-356.90909090909093
12262005,1136037770,2757.7272727272725,5840.454545454545,-289.09090909090907
34976887,1136356907,2537.75,5627.818181818182,-459.8333333333333
36611727,1136523713,2994.6,6210.8,-154.3
40566350,1136682157,2829.2727272727275,6100.2,-489.6363636363636
38944090,1137143171,2753.454545454545,5709.0,-184.63636363636363
42020591,1137459605,2511.5,5378.083333333333,-179.5
35841678,1138124607,2539.583333333333,5401.25,-291.8333333333333
8580210,1138688286,2522.833333333333,5519.75,-404.25
9014918,1139102111,2517.333333333333,5800.916666666667,-577.5833333333334
39483628,11392010,2540.5,5460.75,-591.4166666666666
33996917,1139489647,3023.1,6397.2,-137.0
40236527,1139540990,3037.3,6232.6,-300.8
38765962,1139605058,2755.090909090909,5690.090909090909,-295.1818181818182
18829456,1139907613,2643.25,6904.666666666667,-2185.5
3806954,1139939622,2765.090909090909,6724.818181818182,-927.9090909090908
10703793,1140405837,2620.583333333333,5804.0,-462.1818181818182
40400946,1140561040,2767.909090909091,5691.818181818182,-194.0
45766485,1140760418,3365.111111111112,7209.888888888889,-260.77777777777777
20304227,1141054211,3026.6,6186.1,-74.0
27352648,1141152432,2764.818181818182,5841.636363636364,-431.8181818181818
18209473,1141177767,2530.9166666666665,5318.666666666667,-255.5833333333333
16246680,1141586751,2673.909090909091,5759.363636363636,-362.0
42948732,1141989284,2518.0,5988.333333333333,-228.41666666666663
35575875,1142113285,2514.5,5760.083333333333,-799.6666666666666
29175787,1142115505,2523.333333333333,5365.25,-583.4166666666666
41801140,1142235055,2555.5,5547.25,-269.3333333333333
34403167,1142739992,2527.083333333333,5921.75,-251.91666666666663
33058887,1142959485,2796.3636363636365,5836.363636363636,-246.1818181818182
18122385,1142973144,2537.75,5497.0,-601.75
46478810,1143009226,2776.3636363636365,6145.818181818182,-439.0
28617284,1143931457,2876.181818181818,6320.272727272727,-950.818181818182
21154411,1143985791,2773.454545454545,5895.636363636364,-549.0
32958245,1144399369,3039.5,6259.8,-236.9
9304336,1144508876,2554.75,5603.916666666667,-536.9166666666666
22128141,114473006,2764.909090909091,5779.272727272727,-221.0909090909091
15740915,1145497571,3038.9,6268.9,-146.2
96306,1145919143,2597.5,19280.666666666668,-15173.25
29245021,1146220591,2528.4166666666665,5833.636363636364,-295.25
20760210,1146471189,2554.25,5644.916666666667,-832.3333333333334
10637491,1146840738,2517.833333333333,5821.727272727273,-405.0
21243204,1147795366,2748.5454545454545,6031.545454545455,-532.5454545454545
36845187,1148016357,3026.3,6314.7,-291.5
23961242,1148831112,2529.833333333333,5498.545454545455,-187.0
25077115,1149417056,2520.9166666666665,5255.5,-230.91666666666663
34568453,1149561649,2759.0,5856.636363636364,-421.9090909090909
715490,1150039132,2557.0,6078.545454545455,-1166.9166666666667
15300412,1150756360,2520.75,5587.583333333333,-639.6666666666666
16633828,1150860263,2770.5454545454545,5822.545454545455,-251.0909090909091
44138014,1151202699,2523.1666666666665,5607.083333333333,-635.9166666666666
34629864,115172114,2548.9166666666665,5242.333333333333,-181.66666666666663
15990184,1151918483,2546.4166666666665,5853.545454545455,-830.6666666666666
41548242,115231914,2520.75,5348.0,-405.4166666666667
34240437,115235190,3028.5,6197.3,-185.2
36984522,1153017772,2538.1666666666665,5313.416666666667,-244.0833333333333
22306753,1153303479,3033.6,6241.6,-169.7
15813180,1153507500,2534.9166666666665,5248.0,-163.91666666666666
38834933,1154700918,2783.090909090909,6351.1,-295.09090909090907
44261741,1154986023,2518.1666666666665,5725.818181818182,-277.75
31408489,1155073153,2534.75,5224.166666666667,-256.5
3290204,1155734430,2787.909090909091,7346.636363636364,-2616.6363636363635
31574789,1156048155,2535.1666666666665,5197.833333333333,-285.3333333333333
32808815,1156586754,2531.583333333333,5295.166666666667,-376.75
32752938,1156712721,2535.5,5302.833333333333,-399.3333333333333
38585815,1156888333,2872.3,6781.0,-969.6
44120058,1156895420,2782.2727272727275,5773.727272727273,-355.3636363636364
31005903,1158288485,2551.0,5133.166666666667,-219.5
9308283,1158351226,2537.583333333333,5337.916666666667,-216.5
13100381,1158353351,2537.5,5543.333333333333,-719.75
21694523,1158364571,2777.0,6122.636363636364,-345.09090909090907
4769718,1158945000,2637.0,5869.181818181818,-245.8333333333333
21021604,1160064144,2744.2727272727275,6553.0,-318.72727272727275
39680269,1160333827,2535.833333333333,5375.083333333333,-317.4166666666667
13731784,116173096,2498.75,5413.75,-344.25
21554090,1162036523,2535.9166666666665,5151.166666666667,-164.08333333333334
48387290,1162128945,3029.0,6349.3,-373.0
7792647,1162241076,2515.4166666666665,5234.416666666667,-680.75
9504818,1162441568,2547.0,5688.5,-733.0833333333334
22251320,1162569015,2532.833333333333,5130.333333333333,-134.33333333333334
36533947,1162680622,2537.083333333333,5909.833333333333,-729.6666666666666
15078183,1162956646,3024.1,6166.9,-35.2
14161636,1163316433,3021.1,6366.7,-288.5
40255187,1163754152,2579.181818181818,5375.833333333333,-216.0
37286292,1163975632,2528.1666666666665,5789.916666666667,-728.75
20902381,1164158990,2765.6363636363635,6071.727272727273,-612.7272727272727
43475707,1164949475,3372.222222222222,7267.777777777777,-316.3
47441128,116548092,2511.4166666666665,5191.272727272727,-162.25
7757111,1167730371,2757.454545454545,6057.818181818182,-699.5454545454545
19300336,1167824881,2531.4166666666665,5759.166666666667,-716.1666666666666
19319663,1168740391,2753.2727272727275,5850.181818181818,-269.3636363636364
20446598,1169355212,3034.7,6700.9,-833.1
4636822,1169725037,2542.4166666666665,5340.5,-800.5833333333334
19794931,1170778257,2534.5,5209.5,-230.8333333333333
10589966,117092563,2531.833333333333,5624.818181818182,-417.6666666666667
39244841,1171002359,2773.181818181818,6376.363636363636,-665.8181818181819
36442097,1171309166,2759.181818181818,7513.181818181818,-443.3636363636364
10171910,1171535008,2535.1666666666665,7022.833333333333,-440.25
19151403,1171708569,2768.454545454545,5765.272727272727,-280.54545454545456
33398381,1171869234,2535.75,5270.333333333333,-270.5
31152404,1172960446,2511.833333333333,6102.666666666667,-336.25
21894333,1173524986,2538.5,5529.0,-405.3333333333333
39530436,117353587,2578.0,6012.5,-475.3333333333333
39304003,1174005524,2535.1666666666665,5248.416666666667,-175.41666666666666
10106188,1174567207,2527.0,5294.166666666667,-294.45454545454544
5540294,1175013181,2538.5,6822.083333333333,-1927.5
26813505,1175285966,2548.333333333333,5241.916666666667,-96.5
9530589,1175666078,2549.6666666666665,5254.5,-171.0
30260963,1176309909,2517.6666666666665,5327.333333333333,-234.3333333333333
21393536,1176796937,2535.833333333333,5222.416666666667,-138.0
8479224,1177828269,2503.5454545454545,8493.636363636364,-284.0
12930980,1177898008,2590.6666666666665,5201.916666666667,-108.83333333333331
39736058,117864846,2553.6666666666665,5307.916666666667,-305.4166666666667
12001554,1179059409,3036.9,6310.0,-160.0
14605849,1179136480,2528.909090909091,5466.416666666667,-419.5833333333333
32160000,1179922830,2429.6666666666665,5131.833333333333,-292.0833333333333
29718666,11804308,2713.0,6198.181818181818,-685.25
23646103,1182480093,2570.9166666666665,5399.166666666667,-192.66666666666663
38327442,1182581931,2754.3636363636365,5849.545454545455,-342.8181818181818
38960058,1182918404,2766.5454545454545,5801.181818181818,-177.54545454545453
5269571,1183368100,2511.333333333333,6508.090909090909,-1053.5833333333333
34177196,118375419,3047.0,6184.1,-123.5
41952101,1184189143,2766.6363636363635,5996.181818181818,-608.5454545454545
27814731,118578176,2545.6666666666665,5168.75,-746.5833333333334
7622859,1185987238,2559.1666666666665,5650.545454545455,-757.3333333333334
24944414,1186704180,2761.909090909091,6304.363636363636,-619.0909090909091
23720981,118766330,2773.3636363636365,6130.545454545455,-783.7272727272727
6578266,1188169213,2663.4166666666665,5881.272727272727,-324.0
15443477,1188262821,2792.909090909091,5784.272727272727,-578.0909090909091
21602805,1188464475,3054.9,6160.0,-318.7
