volcan_id,time_to_eruption,media_sensor__length,media_sensor__standard_deviation,media_sensor__root_mean_square,media_sensor__maximum
1048300101,16549824,60001.0,1598.5582018743985,3175.469447596408,6549.909090909091
1049186697,12851509,60001.0,1442.9644492012476,2895.1648905734287,5635.833333333333
1049342028,20039978,60001.0,1448.011926996104,2898.3762613079834,5258.833333333333
104958377,12960507,60001.0,1580.6188335898937,3163.249445711892,5738.363636363636
1049892705,23385989,60001.0,1448.8357826742842,2900.3702629095656,5295.666666666667
1051215459,39027962,60001.0,1457.0506556896185,2904.940915393747,5423.916666666667
1051299690,37875002,60001.0,1444.7845416076125,2896.492987969108,5143.25
1051817564,35389962,60001.0,1733.9021496209896,3475.936865770952,6134.3
1052073345,9311783,60001.0,1460.9779981882689,2919.5532806795327,5810.818181818182
1052075589,30757334,60001.0,1734.2121028361337,3475.494578195183,6157.9
1052745011,19839592,60001.0,1735.3835467064898,3476.9410376532146,6231.2
1053043132,9442732,60001.0,1590.8880295604124,3168.1851766544,6132.818181818182
1053609274,35323803,60001.0,1493.667274721584,2923.762030474481,5590.833333333333
1053686121,11025917,60001.0,1444.785796895624,2896.441556911369,5093.583333333333
1053927671,676554,60001.0,2270.71539953592,3392.6310209334893,10144.333333333334
1054353459,19501057,60001.0,1747.4557508089906,3479.1525362084462,6517.0
1055093477,42668581,60001.0,1581.4001157413838,3162.4624379665406,5683.727272727273
1055227118,17695697,60001.0,1453.9743096692607,2907.8882714885567,5565.909090909091
1056424078,16095800,60001.0,1456.372488224008,2912.7505451934826,5412.909090909091
105658810,17054015,60001.0,1734.0650069650649,3477.209922686539,6356.0
1056778258,9806109,60001.0,1454.9563752492984,2903.379746334429,5361.363636363636
1057137462,32749821,60001.0,1736.399915548126,3478.1532425202354,6251.3
1057504299,9719296,60001.0,1460.915894179076,2911.162053277464,5543.166666666667
1057868450,38501378,60001.0,1579.3536912211512,3163.32922607541,5731.636363636364
1058582421,24118695,60001.0,1444.564469114756,2897.459880112226,5153.583333333333
1058923200,30815166,60001.0,1448.102272010551,2901.323395927984,5319.25
1059294461,12981242,60001.0,1436.9638510256375,2892.7959659470703,5305.916666666667
1059381646,13871584,60001.0,1580.1274167998251,3161.967885036836,5932.363636363636
1060048694,45662421,60001.0,1445.122536583398,2898.289033720306,5212.333333333333
1060581218,20966158,60001.0,1578.5629171478267,3161.019641527932,6000.636363636364
1060632987,3975339,60001.0,1540.398696015429,2949.912949205013,6462.333333333333
106078758,24921651,60001.0,1733.201221439952,3478.3309417338123,6171.7
1061211936,43016957,60001.0,1449.84157596943,2900.877505597693,5328.416666666667
1061556765,46584326,60001.0,1440.9341869819573,2901.52324860011,5201.5
1061801479,26742662,60001.0,1589.8692158463473,3168.281884930561,6401.818181818182
1062764986,39691110,60001.0,1572.579719911191,3163.425096703887,5812.909090909091
1063425676,12886267,60001.0,1733.9350784128546,3477.856807474412,6129.5
1064794195,13261250,60001.0,1740.901441982137,3482.8974097206847,6279.7
1064935255,47950543,60001.0,1739.6920280347508,3481.424391560098,6303.2
1065197609,1583671,60001.0,1444.716261695619,2905.7209288026424,5414.75
1065259888,27899734,60001.0,1616.235514958829,3204.944791679889,6286.0
1065800547,10935736,60001.0,1468.6745741684128,2924.5545490694785,5336.666666666667
1066152649,19477998,60001.0,1447.9646555809577,2901.3615216093704,5739.333333333333
1067098395,11554566,60001.0,1734.9880280292844,3478.566552580625,6165.2
1067330822,42126602,60001.0,1449.5168653603514,2900.376846766555,5323.166666666667
1067927661,1239962,60001.0,1458.5579422664096,2914.729008671345,5474.363636363636
1068033648,8548168,60001.0,1474.237001987804,2927.79511358898,5553.083333333333
1068054446,41919713,60001.0,1451.4105459189714,2904.3212209805,5259.916666666667
1068208983,47680668,60001.0,1449.199057156508,2898.1385782166312,5207.583333333333
1068504383,15380444,60001.0,1449.633419701485,2902.148708548718,5800.75
1070060959,7147858,60001.0,1738.5491666372775,3481.1611413483333,6381.2
1070188655,25005211,60001.0,1454.3357794788287,2909.965579718345,7071.666666666667
1070784997,11763117,60001.0,1444.62666589468,2899.886164794645,5198.25
107081920,428461,60001.0,1461.8942576478648,2908.910519156271,5707.833333333333
1070821612,29318853,60001.0,1444.2912627261278,2899.220576101441,5124.416666666667
1071049789,3488666,60001.0,1452.3272952693756,2903.3797297662754,5376.166666666667
1071353921,35568642,60001.0,1446.2333331661168,2900.9122702893646,5405.416666666667
1071748769,11369004,60001.0,1465.9951636997544,2914.712146113585,5791.727272727273
1071777430,43767476,60001.0,1458.610675386764,2903.6665181028866,5186.166666666667
1072055317,6538574,60001.0,1445.1042752671087,2900.320379739623,5495.666666666667
1072192149,18311504,60001.0,1445.541096416583,2900.342506739495,5191.0
1072732496,13152447,60001.0,1446.9245973917623,2900.775754633503,5241.166666666667
1073019591,32035743,60001.0,1483.116890412677,2932.682156648824,5842.818181818182
1073703374,10163025,60001.0,1454.1979807833543,2908.5544455065583,5705.916666666667
1073745213,40049085,60001.0,1589.864034615711,3174.166717291628,6261.727272727273
107400998,4494244,60001.0,1588.9811097838085,3169.055396471867,5942.727272727273
1074244722,46351483,60001.0,1447.9435907391971,2901.1563362943534,5214.0
1074426665,20835819,60001.0,1444.2042622503293,2899.971061683405,5137.833333333333
1074671362,35250416,60001.0,1452.4466142609797,2907.9275155953583,5365.75
1075300188,39230377,60001.0,1580.7499436577575,3167.6353878292184,5722.181818181818
1076119752,11806816,60001.0,1461.7603207737004,2915.463400057734,5734.083333333333
1077334203,17255974,60001.0,1735.5155420035308,3481.522533256153,6254.1
1077415466,1069222,60001.0,2384.615244122272,3462.682965293939,12372.0
1077594989,45619252,60001.0,1450.1906236440298,2905.849614637964,5346.5
1078903277,33235877,60001.0,1445.9321823545868,2901.786380785316,5265.666666666667
1079138094,29187319,60001.0,1600.5467870867706,3178.965418589776,6095.636363636364
1079334814,14980116,60001.0,1455.017619713749,2910.926787869508,5438.083333333333
1079412257,26136621,60001.0,1455.2188840858075,2914.861216453344,5379.909090909091
1079412715,16525947,60001.0,1450.745889982992,2903.502096463917,5609.5
1079658754,7505535,60001.0,1456.2215788235862,2905.649238496458,5507.333333333333
1079693590,44830265,60001.0,1449.521747443422,2904.644116676818,5262.166666666667
1079724272,31135915,60001.0,1736.7703335171136,3483.2312868761487,6209.2
1079740004,4180857,60001.0,1736.2662431609606,3484.1579706501434,6364.0
1079821584,23971970,60001.0,1584.1584254515592,3171.214383244867,5915.454545454545
1080143124,19927685,60001.0,1452.1925192493993,2907.501580345433,5426.583333333333
108037369,43608899,60001.0,1453.0857809369393,2905.1408097883573,5470.833333333333
108124387,12972938,60001.0,1571.077223851417,2983.3424416782086,6426.333333333333
108195434,39847007,60001.0,1626.604851093295,3212.2924031884545,6792.818181818182
1082557979,38377317,60001.0,1444.9891343652312,2903.151082518604,5188.0
1082824214,8451818,60001.0,1509.6226440876885,2964.2295483264584,6339.636363636364
1083379708,17756073,60001.0,1734.5874026884824,3482.768362672698,6203.9
1083668827,3920455,60001.0,1736.0993700681163,3484.6369495486897,6881.1
1084077028,21652213,60001.0,1454.3421111512885,2907.876669373648,5267.833333333333
1084739465,29270704,60001.0,1468.6538010913198,2914.6869764830503,7207.916666666667
1084812938,8011740,60001.0,1465.1663317600396,2910.9549054634904,5626.833333333333
1086656455,30349614,60001.0,1444.2572525425314,2902.55430564201,5198.583333333333
1086685621,26031912,60001.0,1587.6367393053208,3169.134872058711,5870.090909090909
1086942147,27644285,60001.0,1449.6124859514634,2905.574901714579,5332.833333333333
1087653736,15126522,60001.0,1452.6601125582815,2908.4382096423174,5501.666666666667
1088021526,26567742,60001.0,1589.9714003413146,3178.261083957538,6205.272727272727
108874736,20852783,60001.0,1734.4638262720198,3483.603790595213,6099.9
1088828384,47126240,60001.0,1803.6627656340925,3670.296096083333,7188.777777777777
1089324375,8353679,60001.0,1457.203031996868,2910.5853241840914,5887.25
1089375229,39499982,60001.0,1596.3587328241554,3184.8612927690906,6191.272727272727
1089435916,5943894,60001.0,1469.1088338295765,2916.365362152707,5950.666666666667
1089685571,22167992,60001.0,1600.0785968644273,3178.20004593322,6158.363636363636
1089686246,41977516,60001.0,1455.088365287828,2911.5675125248304,5447.25
10901393,43859980,60001.0,1734.7820093299151,3484.467095134737,6181.9
1090755834,7412828,60001.0,1450.1533884567705,2907.821055125848,5934.833333333333
1091829226,39290499,60001.0,1462.8572054605622,2926.1221985669813,5584.583333333333
1092333463,21981870,60001.0,1733.528850481263,3484.2896764842194,6151.5
1092709083,23580134,60001.0,1601.967989575374,3182.0866473906767,5957.181818181818
1092728543,31178789,60001.0,1577.6151724742317,3166.762105981171,5948.636363636364
1092950441,32798542,60001.0,1444.7513477517125,2903.6169700600462,5237.833333333333
1093181664,27008976,60001.0,1429.8104167080762,2904.1283662821093,5303.5
1094000638,17870652,60001.0,1457.2407136868028,2910.003525635036,5391.416666666667
1094157333,42091471,60001.0,1450.5942823445075,2908.088649122591,5431.666666666667
1096450417,37951135,60001.0,1578.2734954536163,3170.069890422912,5965.090909090909
1096543877,19580279,60001.0,1751.0782117569725,3488.7086433873146,6783.9
1096991212,7954749,60001.0,1603.6682402742888,3192.220153425172,6322.9
1098000689,18766799,60001.0,1458.2916538050513,2910.465841670088,5600.666666666667
1098074077,3820740,60001.0,1449.8841126458228,2908.6050725570813,5479.666666666667
1098531429,1817576,60001.0,1461.700209152294,2913.6131268349245,5767.25
1098612833,32331124,60001.0,1612.5655167629372,3214.724656499874,6318.2
1098698634,24508381,60001.0,1445.1646138784567,2905.469730207112,5213.0
1098922326,33585826,60001.0,1482.5245790314652,2936.33894118789,5824.454545454545
1099545410,45026528,60001.0,1444.8156134520812,2905.2808414380565,5302.166666666667
1099864364,26858020,60001.0,1445.7007405424447,2905.545465113213,5174.333333333333
1100632800,20128938,60001.0,1426.478344331769,2897.3577113171723,5338.666666666667
1100965951,31616515,60001.0,1577.9064937289263,3167.503465751899,5664.0
1100991799,38927827,60001.0,1447.1653442155407,2907.4991332021336,5191.666666666667
1101821065,13446313,60001.0,1448.1374388777767,2909.4719292266223,5292.333333333333
1102017109,35324935,60001.0,1472.290227054364,2922.070725582288,5973.25
1102879167,27136772,60001.0,1592.2668752333211,3178.0326369759778,6152.181818181818
1103243029,17473335,60001.0,1733.7984221728027,3486.547211870816,6232.3
1103672024,22811611,60001.0,1734.7925608624685,3487.661731000944,6200.5
1104061012,41579555,60001.0,1582.597019096694,3176.0333782786392,5816.363636363636
1104202675,29599458,60001.0,1736.1152710038164,3488.7964774631064,6264.9
1104705292,1049760,60001.0,1452.0381118227922,2910.9899526078675,5608.75
1105095930,32576385,60001.0,1444.376255843841,2905.3187110451927,5270.416666666667
1105888187,25054246,60001.0,1734.3273307896725,3487.956177156488,6570.3
1105923226,15036062,60001.0,1441.8539589566062,2906.144139397097,5339.0
1106309851,39520478,60001.0,1437.319231339839,2885.160859909175,5263.166666666667
1106409037,11536123,60001.0,1464.1059648625417,2930.762616015054,5663.636363636364
1107722316,17021079,60001.0,1587.3170333320718,3180.822681180743,6013.636363636364
1107780094,29670345,60001.0,1738.5175054179642,3488.794487610831,6146.8
110797815,20578490,60001.0,1449.6298823272862,2907.0482690141644,5287.166666666667
1108848326,2749571,60001.0,1443.6310665078372,2903.075251739402,5778.916666666667
110912013,42746373,60001.0,1733.0728941505658,3487.826292802752,6149.6
1109392959,34883708,60001.0,1448.6253230342047,2909.872019885163,5366.416666666667
1109804924,1153377,60001.0,1450.7831625264198,2910.759995898767,5371.083333333333
1110429957,7773440,60001.0,1586.5315200871587,3187.896307292379,5817.727272727273
1110563085,32424016,60001.0,1448.304278897005,2908.947097413008,5266.25
1111204031,18808971,60001.0,1750.6294108156094,3499.439767840421,6649.7
1111649370,42641902,60001.0,1909.2562588677688,3546.624746957041,8929.7
1111781387,30978743,60001.0,1462.6255867992077,2911.254774461161,5611.916666666667
1111981902,40140117,60001.0,1581.2050326373333,3174.540194874602,5819.363636363636
1112166288,47951071,60001.0,1440.0446979740154,2899.9574629350627,5139.25
1112652101,39273445,60001.0,1444.484172843805,2907.327731392329,5215.0
1112729101,28772117,60001.0,1577.7057395663362,3172.2439300307133,5883.272727272727
1112777130,7177158,60001.0,1458.3225631676958,2914.73045176908,5610.333333333333
1113243853,2446228,60001.0,1452.1288127184257,2915.2179243651663,5368.5
1113441311,4915216,60001.0,1463.3261952721946,2915.7376331303626,5372.833333333333
1113992376,2126169,60001.0,1468.4190742665266,2930.008868409779,6502.75
1114275678,35913386,60001.0,1743.6742137745157,3497.181029793089,6515.8
1115036717,21986065,60001.0,1572.3616845143831,3162.41714927567,5930.727272727273
1115044441,25628948,60001.0,1581.9053868420074,3174.8300273886807,6007.0
1115085900,20998774,60001.0,1445.0844677883651,2907.994353668129,5184.5
1116352983,45398747,60001.0,1445.598670626138,2908.696455919558,5305.333333333333
111665787,37729412,60001.0,1739.266311126511,3493.981404607057,6441.7
1117294384,40645488,60001.0,1580.1718210246938,3175.502267173044,5713.363636363636
1117793086,30595040,60001.0,1735.2923727972238,3491.175892470396,6325.2
1117905846,2321914,60001.0,1649.69210363374,3015.234515053172,8009.333333333333
111928340,34087320,60001.0,1585.8228945506698,3175.919985886509,5751.272727272727
1120445474,10175117,60001.0,1582.6949403325325,3176.622485171258,5965.454545454545
1120674393,13361950,60001.0,1460.592616576049,2918.589315973214,5892.416666666667
1120931614,31342250,60001.0,1443.6478824936737,2908.001185468667,5130.916666666667
1120996406,2778919,60001.0,1736.2364504950883,3493.141185432982,6232.2
1121018916,37576859,60001.0,1576.109410271057,3173.3087261453875,5701.909090909091
1121140466,11058120,60001.0,1453.132002796182,2915.084787298632,5332.333333333333
112124903,24814472,60001.0,1580.6121216957729,3174.6466251716206,6076.272727272727
1121542036,9072704,60001.0,1590.6163889185584,3181.972457349202,6028.181818181818
1121697834,12626808,60001.0,1738.8294478774608,3493.0999060046856,6441.3
1122508880,45686081,60001.0,1583.5886354283823,3177.9510907317604,5773.818181818182
1123001951,8347832,60001.0,1738.1017715910634,3493.3834644817007,6476.4
1123066550,42461589,60001.0,1582.4641260256928,3176.5348311295543,6657.909090909091
112321400,46038171,60001.0,1449.7038627109057,2910.925891715274,5507.166666666667
112348433,14387528,60001.0,1587.1483857298815,3180.694244531333,6266.909090909091
112375098,31681477,60001.0,1592.825109873444,3188.341822320402,5992.272727272727
1124119171,7329811,60001.0,1499.8108618356985,3013.8507281744137,5661.181818181818
1124990118,21310001,60001.0,1595.3062458957477,3184.855158877691,5992.636363636364
1125424344,3347379,60001.0,1740.7115244303648,3494.954731504841,6386.0
1125482656,18691849,60001.0,1579.5443155198052,3176.053661052656,5821.0
1126911948,12419878,60001.0,1735.231728063594,3492.989815087646,6225.8
1126999790,34501004,60001.0,1447.8336636049307,2912.019325571537,5350.083333333333
1127884712,7938995,60001.0,1447.0333004344038,2911.6245287016573,5299.333333333333
1128186391,25031879,60001.0,1580.802003499949,3174.4313833186425,6390.1
1129429071,43773057,60001.0,1577.1790077846913,3173.101227539663,5908.363636363636
1129909391,45371814,60001.0,1840.39034640924,3717.2037866040014,7333.666666666667
1129938643,34935678,60001.0,1580.044443496032,3177.396568365412,5737.818181818182
1131527270,48522449,60001.0,1739.7152153095708,3494.372025265386,6334.9
1132116234,14059587,60001.0,1455.149941939616,2919.2759969424146,5400.333333333333
1132218304,29603843,60001.0,2206.567914684548,3554.2183461486734,15555.4
1132419329,40226762,60001.0,1616.5691755192224,3201.346279901448,7537.3
1133090317,26712352,60001.0,1447.4442151219162,2912.505747237598,5668.833333333333
1133130522,10814995,60001.0,1444.8220035987404,2910.9999299574824,5221.25
1133499260,16402961,60001.0,1453.7644200315738,2915.762023505887,6126.916666666667
1133663547,42683122,60001.0,1734.057232121062,3492.716093275146,6153.9
113427359,984261,60001.0,2990.789875043185,3906.151407809487,13422.666666666666
1134675027,25733174,60001.0,1734.138840337135,3493.653670856601,6178.6
1135450244,28410743,60001.0,1735.556246032998,3493.992940193554,6166.3
1135623500,3639759,60001.0,1558.3219695459811,2981.932758968596,7118.166666666667
1135859577,14800103,60001.0,1577.7513516288564,3177.9220630011687,5760.272727272727
1136037770,12262005,60001.0,1581.0654221846942,3179.302645112764,5840.454545454545
1136356907,34976887,60001.0,1458.4922758344778,2924.4588754857973,5627.818181818182
1136523713,36611727,60001.0,1734.174848772163,3494.045797522944,6210.8
1136682157,40566350,60001.0,1589.9755444184543,3195.6970688805595,6100.2
1137143171,38944090,60001.0,1579.1054354419066,3177.81592253455,5709.0
1137459605,42020591,60001.0,1484.9285723823466,2941.359187827115,5378.083333333333
1138124607,35841678,60001.0,1447.5743283959669,2912.801946629688,5401.25
1138688286,8580210,60001.0,1452.0960427721286,2914.5941196264544,5519.75
1139102111,9014918,60001.0,1461.7922670999717,2922.3453911072465,5800.916666666667
11392010,39483628,60001.0,1460.9948727306758,2900.754691714014,5460.75
1139489647,33996917,60001.0,1735.245273648573,3495.510825327251,6397.2
1139540990,40236527,60001.0,1735.783477393741,3496.83816290477,6232.6
1139605058,38765962,60001.0,1581.6619524907912,3180.7583925356216,5690.090909090909
1139907613,18829456,60001.0,1627.633284279601,3010.0750217525324,6904.666666666667
1139939622,3806954,60001.0,1609.8803092997125,3193.773850018046,6724.818181818182
1140405837,10703793,60001.0,1603.8342993532624,3146.1112027705226,5804.0
1140561040,40400946,60001.0,1579.4611726876385,3180.115939637974,5691.818181818182
1140760418,45766485,60001.0,1930.9399022832224,3885.906299517446,7209.888888888889
1141054211,20304227,60001.0,1733.2365789882213,3495.7441827326006,6186.1
1141152432,27352648,60001.0,1579.8048110191678,3179.194905701573,5841.636363636364
1141177767,18209473,60001.0,1446.3006297130717,2913.785328581098,5318.666666666667
1141586751,16246680,60001.0,1529.8427660592097,3071.9217234274506,5759.363636363636
1141989284,42948732,60001.0,1477.0749929544409,2928.450249400044,5988.333333333333
1142113285,35575875,60001.0,1471.0411904808614,2921.152062474184,5760.083333333333
1142115505,29175787,60001.0,1447.3802520222011,2920.826666999545,5365.25
1142235055,41801140,60001.0,1453.220984993044,2920.111562146734,5547.25
1142739992,34403167,60001.0,1456.7649827762446,2924.8553355825647,5921.75
1142959485,33058887,60001.0,1579.0442761563625,3178.8114068370646,5836.363636363636
1142973144,18122385,60001.0,1457.473073737791,2919.957376084685,5497.0
1143009226,46478810,60001.0,1584.86653239551,3182.7688443258376,6145.818181818182
1143931457,28617284,60001.0,1643.4346370120163,3215.860239381236,6320.272727272727
1143985791,21154411,60001.0,1578.7313441619126,3180.414013561341,5895.636363636364
1144399369,32958245,60001.0,1734.8218457069763,3496.86277638136,6259.8
1144508876,9304336,60001.0,1443.6110235666335,2912.7668584052826,5603.916666666667
114473006,22128141,60001.0,1578.460066507775,3180.1375351625074,5779.272727272727
1145497571,15740915,60001.0,1734.248255991983,3496.5615776892005,6268.9
1145919143,96306,60001.0,2130.171924190588,3330.564457921573,19280.666666666668
1146220591,29245021,60001.0,1463.0883772525688,2930.972759003393,5833.636363636364
