volcan_id,media_sensor__sum_values,media_sensor__median,media_sensor__mean,media_sensor__standard_deviation,media_sensor__variance,media_sensor__root_mean_square,media_sensor__maximum,media_sensor__minimum,time_to_eruption
1003411703,150201709.33333334,2494.1666666666665,2503.320100220552,1467.8482292408971,2154578.4240856376,2901.9286600903665,5593.416666666667,-486.8333333333333,36831703
1003520023,150053447.16666666,2501.833333333333,2500.8491052926893,1456.3619190653903,2120990.039303826,2894.0000495416502,6729.166666666667,-447.0833333333333,25349493
10035828,150463577.50757575,2501.083333333333,2507.684497051312,1465.7316707831949,2148369.330736895,2904.625770643851,6153.090909090909,-653.1666666666666,21697259
1004346803,150099967.25,2491.5,2501.624427092882,1451.4657603660876,2106752.853515105,2892.209817378901,5432.5,-328.0,213390
1004557332,163635971.4545455,2737.7272727272725,2727.2207372301377,1577.7497128197886,2489294.156302925,3150.7185062904327,5689.818181818182,-493.0,35397029
1004561781,150017041.84848487,2506.75,2500.24236010208,1459.4734204243157,2130062.6649250514,2895.043095391477,5799.666666666667,-590.5833333333334,21965310
1004609129,150068872.08333334,2507.1666666666665,2501.1061829525065,1443.2662144461904,2083017.3657618363,2887.654671903324,5441.333333333333,-324.0833333333333,32264195
100519902,150079875.0833333,2512.333333333333,2501.2895632295013,1449.390833543052,2100733.7883586227,2890.8793242678694,5287.666666666667,-304.5,4357018
1005472094,150126632.08333334,2503.6666666666665,2502.068833574996,1445.953217945109,2090780.708485816,2889.832029103622,5146.833333333333,-157.16666666666666,30290303
100610446,180133679.0,2991.1,3002.177947034216,1735.1490630643643,3010742.271053141,3467.53726680936,6314.9,-472.1,27292311
1006345280,191866322.17777777,3053.5,3197.718740983946,1920.91515393206,3689915.02860583,3730.324406140274,6808.111111111111,-145.0,9680604
1006842231,180038656.5,2994.4,3000.5942650955817,1736.651158902525,3015957.247717482,3466.9183998822323,6653.8,-554.8,13146833
1007019534,150213295.16666666,2499.833333333333,2503.5131942245407,1450.6676780588773,2104436.7121647345,2893.443454747491,5431.25,-518.3333333333334,8705748
1007996426,150215211.25000003,2510.5,2503.545128414527,1450.6892973500674,2104499.437446032,2893.4819245079343,5310.75,-403.9166666666667,45018989
1009126824,201946935.2361111,3398.555555555556,3365.72615849921,1949.312398372629,3799818.826449252,3889.464153383484,7833.5,-626.2222222222222,245735
1009442335,150505233.09848484,2498.1666666666665,2508.378745328992,1468.4934453160877,2156472.998936313,2906.6195019222178,5871.454545454545,-470.1666666666667,33710897
1009749143,150443775.62878788,2505.083333333333,2507.3544712386106,1454.013066896525,2114153.9987058383,2898.4444868146243,5499.25,-1116.0833333333333,4091055
1010002096,150419605.38636363,2497.833333333333,2506.9516405787176,1447.917349171261,2096464.6500311324,2895.0425175170494,5236.75,-140.16666666666666,34570257
1010561361,180239387.6,3003.9,3003.939727671205,1733.8312443392874,3006170.783847121,3468.403764172862,6125.9,-471.5,35512645
1010680130,163767203.0909091,2720.181818181818,2729.4078947169064,1578.1761950617006,2490640.102659427,3152.825329510406,5739.090909090909,-377.8181818181818,34540645
1010725931,150133030.44696972,2495.4166666666665,2502.175471191642,1448.102574632857,2097001.0666583104,2891.000372758783,5311.333333333333,-291.0833333333333,46629410
1010756593,150193382.1666667,2503.1666666666665,2503.181316422505,1444.5355284390946,2086682.892922814,2890.0864339686304,5108.916666666667,-340.0833333333333,30695791
1010864137,180311824.1,3002.9,3005.146982550292,1745.1685352801871,3045613.216531994,3475.129005269173,6600.3,-865.5,33693026
1011078321,150266714.0,2509.583333333333,2504.403493275112,1449.399280082922,2100758.273104893,2893.578257146932,5458.833333333333,-305.4166666666667,15946474
1011133267,150283281.8333333,2497.1666666666665,2504.6796192285683,1445.207125774759,2088623.6363901405,2891.7198397094257,5340.0,-141.66666666666666,29267657
1013196130,150289902.8181818,2499.9166666666665,2504.7899671369114,1493.7168586694609,2231190.053873362,2916.3612316280523,6576.0,-1441.0833333333333,5182237
1013226239,163842704.45454544,2759.5454545454545,2730.6662298052606,1582.2232937812323,2503430.551383932,3155.941794454202,5904.0,-337.3636363636364,15687735
1013789689,163768794.36363634,2785.454545454545,2729.434415487014,1600.792348789864,2562536.1439441694,3164.2295069082948,5866.909090909091,-1541.3636363636365,37056937
1014562599,151186261.96969697,2487.083333333333,2519.729037344327,1462.997749955542,2140362.4163749786,2913.656952698987,5618.818181818182,-329.5833333333333,41018705
1014585637,150385331.6969697,2504.083333333333,2506.3804219424624,1452.0664482766392,2108496.970210734,2896.625586731432,5343.166666666667,-510.8333333333333,23961047
1015033166,180115668.70000002,2988.8,3001.8777803703274,1735.5455315762852,3012118.29217441,3467.475811084411,6369.2,-616.6,14697508
1015092282,150415917.2651515,2482.75,2506.89017291631,1451.037261337243,2105509.1337890867,2896.5509615495207,5630.818181818182,-283.3636363636364,41052996
1016110949,150343537.16666666,2515.1666666666665,2505.68385804681,1448.5868262964775,2098403.7933197017,2894.2797704776312,5252.333333333333,-237.41666666666663,21618954
101616763,180347877.55555555,2981.6,3005.747863461535,1737.7796551203348,3019878.12975015,3471.944462178756,6409.0,-397.1,8785675
1016242026,180328911.9,2987.0,3005.431774470426,1735.167973483623,3010807.8962032627,3470.364252812623,6326.8,-132.0,22762641
1016727429,150661844.25,2750.1666666666665,2510.988887685205,1428.078425614714,2039407.9897062,2888.680180252702,5128.416666666667,-356.6666666666667,38082962
1016932159,163291718.06818184,2716.909090909091,2721.4832764150906,1586.6228275687838,2517371.9969623624,3150.2132024308094,6035.363636363636,-711.9090909090909,1428121
1016956864,150353651.5,2508.833333333333,2505.8524274595425,1449.2510974235747,2100328.7433834355,2894.758216429883,5486.0,-316.1666666666667,20704604
1017830158,151801946.75757575,2540.25,2529.9902794549384,1498.270270303628,2244813.8028757065,2940.351104377194,6013.545454545455,-2882.083333333333,4800251
1018207090,163986656.0909091,2740.0,2733.065383758756,1579.1432904914122,2493693.531904045,3156.475870936516,5853.636363636364,-292.8181818181818,26111068
1018435910,150335866.5,2492.833333333333,2505.556015733071,1454.7968384721246,2116433.841228489,2897.2823109259944,5496.5,-476.6666666666667,17275464
1018756523,150271583.5833333,2500.75,2504.4846516446946,1444.122438926392,2085489.618610711,2891.008991500124,5110.916666666667,-88.41666666666667,29754498
1019052648,163858030.5378788,2729.7272727272725,2730.921660270309,1580.864208402498,2499131.6454080567,3155.481700143672,5752.727272727273,-426.9090909090909,22465586
1019955915,180319054.1,3015.2,3005.26748054199,1735.6652454717168,3012533.844338395,3470.4706415616893,6176.7,-338.1,31097762
1020283272,163960797.0909091,2721.818181818182,2732.6344076083583,1579.548336795124,2494972.9482722427,3156.305396174034,5785.454545454545,-447.09090909090907,16657318
1021479157,164002202.1818182,2705.454545454545,2733.3244809556204,1604.6053575147173,2574758.3533649337,3169.514327394064,6110.0,-689.4545454545455,23319872
1022420757,180170647.5,2993.3,3002.7940784320263,1741.8528692549778,3034051.418131799,3471.4296328167507,6224.9,-697.8,12329909
1023111602,150308426.08333334,2507.6666666666665,2505.0986830775046,1458.1503052599794,2126202.3127297712,2898.5723597465044,5370.75,-427.5833333333333,4839779
1023245702,180393714.8,2983.4,3006.5118048032537,1734.6566801750262,3009033.798075843,3471.044083629184,6177.4,-249.1,16294901
102338326,150863240.53787878,2510.333333333333,2514.345436540704,1473.7761863529042,2172016.2474609106,2914.4380627685287,5738.636363636364,-556.75,4598189
1023559523,163666735.08333334,2712.7272727272725,2727.733455831292,1590.2052788028109,2528752.8287323257,3157.417082805762,6236.363636363636,-1247.5454545454545,1245749
1023589533,150335841.16666666,2476.583333333333,2505.5555935178854,1450.8549503156114,2104980.086855315,2895.304633205992,5264.833333333333,-597.75,4423703
1023927094,150369535.0681818,2507.583333333333,2506.117149183877,1448.2692583008018,2097483.8445391543,2894.495985482218,5187.583333333333,-179.41666666666666,17627859
1024265947,150332102.33333334,2501.333333333333,2505.4932806675447,1444.4517554079707,2086440.873701168,2892.047277132824,5160.25,-98.75,19224020
1024522044,180395475.2,3002.5,3006.541144314261,1733.507408143881,3005047.934089716,3470.4952941250654,6158.9,-140.0,21496194
1024855809,150270702.75,2503.583333333333,2504.469971333811,1445.1151869816902,2088357.903645125,2891.492303458182,5220.333333333333,-406.75,40938060
1025401939,171825658.35454547,2933.5,2863.713244021691,1626.6179986777174,2645886.1136223027,3293.438880199166,6604.1,-2082.5,6467224
1025870964,150406158.3333333,2496.9166666666665,2506.7275267634427,1450.2864021196458,2103330.648173147,2896.0341057395567,5467.583333333333,-194.66666666666663,28871048
1026930172,164430785.5181818,2732.3636363636365,2740.467417512738,1593.9397449623737,2540643.9105707165,3170.3005499510064,6212.454545454545,-679.0,27668379
1027307874,153627089.49242425,2503.4166666666665,2560.4088180601034,1495.214828038702,2235667.381986805,2965.0228831472346,5690.818181818182,-357.6666666666667,7822077
1027457977,153243973.0833333,2529.090909090909,2554.0236509947053,1478.481907319056,2185908.750269794,2951.0922656044017,5661.090909090909,-251.91666666666663,34398491
1028325789,150441936.36363637,2435.5,2507.323817330317,1441.8887935133116,2079043.2928592733,2892.3547531053564,5115.833333333333,-266.9166666666667,47473541
1028350709,164104412.33181816,2757.2727272727275,2735.027955064385,1589.5558669894292,2526687.854280516,3163.394659106604,6181.272727272727,-352.27272727272725,8229339
1028796869,150454184.62121212,2505.583333333333,2507.527951554343,1451.555373180329,2107013.001408684,2897.362495311038,5474.083333333333,-472.75,1797436
1028829115,164084986.87272727,2727.090909090909,2734.704202808741,1583.4369455153042,2507272.5604228363,3160.044246095714,5731.909090909091,-545.6363636363636,7435922
1030109165,150470021.1060606,2516.5,2507.791888569534,1461.2821740656327,2135345.592241982,2902.475796387824,5788.166666666667,-632.0,2136730
1031098571,150999627.8181818,2529.75,2516.618519994364,1772.870166306023,3143068.626577946,3078.382270244644,7983.0,-3865.818181818182,743089
1031775369,180417708.6,3008.9,3006.9116948050864,1736.4262907632087,3015176.263253676,3472.275076028579,6217.9,-285.0,37403436
1032429253,164173191.92727274,2728.2727272727275,2736.1742625501697,1579.6857564756947,2495407.089212188,3159.439299029837,5891.636363636364,-398.27272727272725,38783389
1032570249,164015035.0,2749.7272727272725,2733.5383576940385,1579.9313789892378,2496183.1623148345,3157.279701784348,5715.909090909091,-570.6363636363636,14205791
1032987045,163964324.4242424,2728.5454545454545,2732.693195517448,1592.9810511788369,2537588.629414832,3163.0998609342378,5971.545454545455,-746.2727272727273,26388292
1033287069,180683414.9,3055.7,3011.3400593323445,1735.5455529487313,3012118.366360117,3475.67077257036,6610.6,-461.3,16097864
1033677406,150434729.16666666,2510.9166666666665,2507.203699382788,1447.0307048674724,2093897.8608292544,2894.817481470636,5151.583333333333,-205.91666666666663,30736075
1033835311,164127826.1818182,2717.0,2735.41817939398,1579.7424959652908,2495586.353558647,3158.8129051461283,5689.545454545455,-366.27272727272725,40065339
1034203889,150443052.33333334,2507.083333333333,2507.3424165152805,1443.4309445222818,2083492.8916044864,2893.139969870309,5210.25,-169.75,29384364
1036403851,150599710.75757575,2493.5,2509.9533467371502,1453.2619758252738,2111970.370379579,2900.316564304076,5513.416666666667,-316.25,4719062
1037601470,150476279.66666666,2490.75,2507.896196174508,1445.33842214144,2089003.154518308,2894.5719001788284,5191.0,-42.333333333333336,13071604
1038366766,150538961.90151516,2489.583333333333,2508.940882677208,1461.4554503429663,2135852.0333371623,2903.555817632279,5887.272727272727,-529.4166666666666,13507919
1038903770,151337791.0378788,2501.1666666666665,2522.254479723318,1469.4771182826262,2159363.001156212,2919.097576587764,5989.454545454545,-288.5,12844995
1038918048,150836467.5,2514.4166666666665,2513.899226679556,1461.0686129794158,2134721.4918335937,2907.646954795864,5487.75,-785.0,37930321
1039038516,163545908.2121212,2745.181818181818,2725.719708206883,1584.4841996794692,2510590.179033888,3152.7984564100043,6090.0,-676.6363636363636,26788256
1039242162,150700386.57575756,2505.5,2511.6312490751416,1447.0853712747796,2094056.0717574668,2898.680320954386,5216.75,-182.91666666666663,45106551
1039583299,150485802.9166667,2506.083333333333,2508.0549143625385,1450.102119532723,2102796.157073296,2897.09088751654,5370.666666666667,-415.9166666666667,2754390
1040017632,151443970.28787878,2505.4166666666665,2524.02410439624,1464.83492109514,2145741.346059805,2918.293855257391,5256.5,-794.5454545454545,40389284
1040427269,151183028.0,2487.6666666666665,2519.6751387476875,1475.8050122533375,2178000.434192074,2920.06219779909,5638.916666666667,-581.5833333333334,20682439
1041846634,150542692.51515153,2493.75,2509.003058534883,1462.6686637575433,2139399.619938277,2904.2203717479283,5654.454545454545,-870.75,22245477
1041878888,151064136.46969697,2541.1666666666665,2517.693646267512,1452.7553364687303,2110498.0676383744,2906.764414962825,5286.75,-425.8333333333333,19763961
1041963422,164272937.45454544,2738.6363636363635,2737.836660298085,1581.6050622235616,2501474.5728511964,3161.838729493232,5898.727272727273,-399.9090909090909,17286638
1042260671,200625620.6666667,3341.555555555556,3343.704616034177,1932.3434662767097,3733951.2716622897,3861.9052074009473,7041.444444444444,-368.55555555555554,45560318
1042743186,180567248.5,2971.3,3009.4039849335845,1736.1327086229865,3014156.7819505874,3474.286851496969,6167.8,-308.1,41542280
1042857837,151095235.77272725,2559.4166666666665,2518.211959346132,1452.790069411166,2110598.985779701,2907.230719769861,5495.5,-422.1666666666667,21508437
1043816873,164567851.97272727,2734.6363636363635,2742.7518203484487,1599.0904793330778,2557090.361093693,3174.866597058595,6299.454545454545,-779.2727272727273,15217883
1044404474,150561651.33333334,2497.75,2509.3190335716627,1446.3004849359322,2091785.0927259128,2896.2850524371624,5142.666666666667,-199.5,9441051
1044700555,164632627.81818178,2738.5454545454545,2743.8313997797,1597.17600417099,2550971.18829961,3174.8357341312385,6039.090909090909,-717.3636363636364,30282601
1044996306,150592041.5,2502.25,2509.825527907868,1449.7209020829057,2101690.693936073,2898.4331757820605,5350.833333333333,-380.6666666666667,20478572
1045737293,150793439.2651515,2521.833333333333,2513.1821013841686,1454.7921812699435,2116420.2906841603,2903.8775052336327,5602.818181818182,-368.5833333333333,20476501
1046153021,150439282.0833333,2508.1666666666665,2507.279580062554,1446.8613755528067,2093407.84006656,2894.7985651276704,5176.333333333333,-316.4166666666667,3265993
1047097201,150540756.75,2508.75,2508.9707963200613,1458.549588378651,2127366.901759532,2902.1201488819265,5637.5,-733.0,2212847
1047238065,152136139.99999997,2506.083333333333,2535.5600739987663,2177.0673400406563,4739622.203071698,3341.9585712465573,11021.75,-5150.75,1756341
1047698781,164330338.18181816,2730.909090909091,2738.793323141584,1579.6203406570794,2495200.420617588,3161.6750762060465,5943.636363636364,-398.8181818181818,42753277
1048009361,164285257.27272725,2744.909090909091,2738.0419871790014,1590.975600930946,2531203.362757585,3166.71395713486,6215.272727272727,-601.2727272727273,17128163
1048073965,164623099.0,2724.818181818182,2743.672588790186,1600.0050271298674,2560016.0868408475,3176.122693051938,6274.272727272727,-564.9090909090909,25602919
1048300101,164628332.28181818,2736.818181818182,2743.759808700158,1598.5582018743985,2555388.3247799096,3175.469447596408,6549.909090909091,-715.0909090909091,16549824
1049186697,150599322.76515153,2500.6666666666665,2509.9468803045206,1442.9644492012476,2082146.40165866,2895.1648905734287,5635.833333333333,-182.16666666666663,12851509
1049342028,150647281.91666666,2499.083333333333,2510.7461861746747,1448.011926996104,2096738.5407229704,2898.3762613079834,5258.833333333333,-202.75,20039978
104958377,164404833.00000003,2727.909090909091,2740.0348827519547,1580.6188335898937,2498355.8970990754,3163.249445711892,5738.363636363636,-298.54545454545456,12960507
1049892705,150756886.08333334,2511.25,2512.572891840692,1448.8357826742842,2099125.125157406,2900.3702629095656,5295.666666666667,-463.25,23385989
1051215459,150788674.24242422,2521.0,2513.1026856623093,1457.0506556896185,2122996.613245548,2904.940915393747,5423.916666666667,-818.8333333333334,39027962
1051299690,150628435.5833333,2512.333333333333,2510.432085854124,1444.7845416076125,2087402.3716683188,2896.492987969108,5143.25,-252.0833333333333,37875002
1051817564,180758630.9,3025.9,3012.5936384393594,1733.9021496209896,3006416.664460289,3475.936865770952,6134.3,-130.3,35389962
1052073345,151665327.1439394,2535.9166666666665,2527.7133238435927,1460.9779981882689,2134456.711190201,2919.5532806795327,5810.818181818182,-273.75,9311783
1052075589,180717304.1,3011.4,3011.9048699188347,1734.2121028361337,3007491.617623324,3475.494578195183,6157.9,-196.9,30757334
1052745011,180776978.2,2997.6,3012.899421676306,1735.3835467064898,3011556.054179596,3476.9410376532146,6231.2,-214.0,19839592
1053043132,164390395.43636364,2738.2727272727275,2739.794260701716,1590.8880295604124,2530924.722598612,3168.1851766544,6132.818181818182,-783.0,9442732
1053609274,150808458.0757576,2618.5,2513.432410722448,1493.667274721584,2231041.9275742043,2923.762030474481,5590.833333333333,-366.0,35323803
1053686121,150624831.75,2518.5,2510.372022966284,1444.785796895624,2087405.998911323,2896.441556911369,5093.583333333333,-96.91666666666669,11025917
1053927671,151242953.58333334,2786.25,2520.673881824192,2270.71539953592,5156148.4256895725,3392.6310209334893,10144.333333333334,-8022.166666666667,676554
1054353459,180511298.5,2990.6,3008.471500474992,1747.4557508089906,3053601.601035413,3479.1525362084462,6517.0,-728.2,19501057
1055093477,164323256.0909091,2739.909090909091,2738.675290260314,1581.4001157413838,2500826.326066862,3162.4624379665406,5683.727272727273,-363.0,42668581
1055227118,151099779.88636366,2496.833333333333,2518.2876933111725,1453.9743096692607,2114041.293178203,2907.8882714885567,5565.909090909091,-552.25,17695697
1056424078,151353576.99242425,2507.1666666666665,2522.517574580828,1456.372488224008,2121020.8244557884,2912.7505451934826,5412.909090909091,-300.5,16095800
105658810,180841136.7,3016.9,3013.96871218813,1734.0650069650649,3006981.44838075,3477.209922686539,6356.0,-502.2,17054015
1056778258,150753224.71969697,2502.9166666666665,2512.511870130448,1454.9563752492984,2116898.053878577,2903.379746334429,5361.363636363636,-394.5,9806109
1057137462,180825786.40000004,2993.2,3013.7128781186984,1736.399915548126,3015084.6667155395,3478.1532425202354,6251.3,-580.2,32749821
1057504299,151085678.27272728,2522.75,2518.0526703342825,1460.915894179076,2134275.249865049,2911.162053277464,5543.166666666667,-430.25,9719296
1057868450,164454123.8181818,2743.0,2740.856382696652,1579.3536912211512,2494358.0819738754,3163.32922607541,5731.636363636364,-241.0909090909091,38501378
1058582421,150702963.25,2515.583333333333,2511.674192930118,1444.564469114756,2086766.5054287964,2897.459880112226,5153.583333333333,-376.3333333333333,24118695
1058923200,150848256.91666666,2503.9166666666665,2514.0957136825496,1448.102272010551,2097000.190202119,2901.323395927984,5319.25,-252.66666666666663,30815166
1059294461,150641988.25,2602.75,2510.657959867336,1436.9638510256375,2064865.109154431,2892.7959659470703,5305.916666666667,-609.5,12981242
1059381646,164333069.90909088,2734.454545454545,2738.8388511706617,1580.1274167998251,2496802.653322488,3161.967885036836,5932.363636363636,-316.0,13871584
1060048694,150741096.08333334,2519.5,2512.309729560064,1445.122536583398,2088379.145741234,2898.289033720306,5212.333333333333,-108.16666666666669,45662421
1060581218,164321524.68939394,2767.0,2738.646434049332,1578.5629171478267,2491860.8833942567,3161.019641527932,6000.636363636364,-855.1818181818181,20966158
1060632987,150949426.1666667,2509.833333333333,2515.781839747116,1540.398696015429,2372828.1426860346,2949.912949205013,6462.333333333333,-1944.6666666666667,3975339
106078758,180948529.1,2995.0,3015.758555690739,1733.201221439952,3003986.474000941,3478.3309417338123,6171.7,-139.0,24921651
1061211936,150757210.50000003,2515.75,2512.578298695022,1449.84157596943,2102040.5954095204,2900.877505597693,5328.416666666667,-327.9166666666667,43016957
1061556765,151108987.5,2515.583333333333,2518.441150980817,1440.9341869819573,2076291.3312133544,2901.52324860011,5201.5,-626.75,46584326
1061801479,164432584.27272728,2729.181818181818,2740.4973962555173,1589.8692158463473,2527684.12349588,3168.281884930561,6401.818181818182,-474.3636363636364,26742662
1062764986,164694289.63636363,2702.2727272727275,2744.8590796214003,1572.579719911191,2473006.97547596,3163.425096703887,5812.909090909091,-194.0,39691110
1063425676,180890398.6,3005.9,3014.789730171164,1733.9350784128546,3006530.8561505927,3477.856807474412,6129.5,-124.9,12886267
1064794195,180998628.5,2998.5,3016.59353177447,1740.901441982137,3030737.8306954834,3482.8974097206847,6279.7,-866.3,13261250
1064935255,180938459.3,3013.5,3015.5907284878585,1739.6920280347508,3026528.3524076645,3481.424391560098,6303.2,-191.2,47950543
1065197609,151269280.65151516,2503.6666666666665,2521.1126589809364,1444.716261695619,2087205.076807765,2905.7209288026424,5414.75,-415.3333333333333,1583671
1065259888,166057077.84545454,2751.818181818182,2767.571837893611,1616.235514958829,2612217.239814231,3204.944791679889,6286.0,-626.4545454545455,27899734
1065800547,151744584.8409091,2521.333333333333,2529.034263444094,1468.6745741684128,2157005.004808769,2924.5545490694785,5336.666666666667,-646.9166666666666,10935736
1066152649,150855652.49242425,2533.333333333333,2514.218971224217,1447.9646555809577,2096601.643811681,2901.3615216093704,5739.333333333333,-336.25,19477998
1067098395,180903182.2,2996.9,3015.002786620223,1734.9880280292844,3010183.4574049446,3478.566552580625,6165.2,-206.0,11554566
1067330822,150733770.25,2534.75,2512.1876343727604,1449.5168653603514,2101099.142964099,2900.376846766555,5323.166666666667,-430.8333333333333,42126602
1067927661,151414921.0606061,2514.0,2523.539958677457,1458.5579422664096,2127391.270948423,2914.729008671345,5474.363636363636,-277.5833333333333,1239962
1068033648,151775366.90909094,2517.0,2529.54728936336,1474.237001987804,2173374.738029988,2927.79511358898,5553.083333333333,-819.75,8548168
1068054446,150941447.18939394,2513.25,2515.648859008916,1451.4105459189714,2106592.5728048063,2904.3212209805,5259.916666666667,-294.8333333333333,41919713
1068208983,150589712.1666667,2516.9166666666665,2509.786706332673,1449.199057156508,2100177.907263312,2898.1385782166312,5207.583333333333,-180.41666666666663,47680668
1068504383,150852466.99999997,2517.9166666666665,2514.1658805686566,1449.633419701485,2101437.051515422,2902.148708548718,5800.75,-358.5,15380444
1070060959,180959770.1,3030.3,3015.9459025682904,1738.5491666372775,3022553.204815172,3481.1611413483333,6381.2,-280.7,7147858
1070188655,151231173.90151516,2516.6666666666665,2520.477557065968,1454.3357794788287,2115092.559472292,2909.965579718345,7071.666666666667,-504.8333333333333,25005211
1070784997,150868736.08333334,2519.6666666666665,2514.437027438432,1444.62666589468,2086946.20381398,2899.886164794645,5198.25,-164.66666666666666,11763117
107081920,150895364.6666667,2508.583333333333,2514.880829763949,1461.8942576478648,2137134.820543802,2908.910519156271,5707.833333333333,-688.25,428461
1070821612,150834240.33333334,2515.833333333333,2513.862107853758,1444.2912627261278,2085977.2515870328,2899.220576101441,5124.416666666667,-481.4166666666667,29318853
1071049789,150844462.49999997,2517.6666666666665,2514.0324744587583,1452.3272952693756,2109254.57258446,2903.3797297662754,5376.166666666667,-635.3333333333334,3488666
1071353921,150884336.41666666,2500.583333333333,2514.6970286606334,1446.2333331661168,2091590.853960776,2900.9122702893646,5405.416666666667,-731.0,35568642
1071748769,151154953.0909091,2499.083333333333,2519.2072313946283,1465.9951636997544,2149141.8199910694,2914.712146113585,5791.727272727273,-502.8333333333333,11369004
1071777430,150645940.46969697,2486.4166666666665,2510.723829097798,1458.610675386764,2127545.102352232,2903.6665181028866,5186.166666666667,-168.8181818181818,43767476
1072055317,150882317.75,2516.333333333333,2514.6633847769203,1445.1042752671087,2088326.366395276,2900.320379739623,5495.666666666667,-156.75,6538574
1072192149,150868784.1666667,2511.0,2514.4378288139646,1445.541096416583,2089589.061429257,2900.342506739495,5191.0,-592.25,18311504
1072732496,150851024.50000003,2505.75,2514.141839302679,1446.9245973917623,2093590.7905373145,2900.775754633503,5241.166666666667,-201.3333333333333,13152447
1073019591,151803584.4166667,2514.1666666666665,2530.0175733182227,1483.116890412677,2199635.7106273696,2932.682156648824,5842.818181818182,-252.66666666666663,32035743
1073703374,151138186.13636366,2518.333333333333,2518.927786809614,1454.1979807833543,2114691.7673143847,2908.5544455065583,5705.916666666667,-502.0,10163025
1073745213,164840850.06363636,2729.909090909091,2747.301712698728,1589.864034615711,2527667.648564547,3174.166717291628,6261.727272727273,-762.4545454545455,40049085
107400998,164517130.63636363,2736.3636363636365,2741.906478831413,1588.9811097838085,2524860.967249783,3169.055396471867,5942.727272727273,-879.0,4494244
1074244722,150842173.25,2514.083333333333,2513.9943209279845,1447.9435907391971,2096540.64196272,2901.1563362943534,5214.0,-211.91666666666663,46351483
1074426665,150889168.75,2520.25,2514.77756620723,1444.2042622503293,2085725.9511020177,2899.971061683405,5137.833333333333,-183.0833333333333,20835819
1074671362,151155384.11363637,2525.4166666666665,2519.2144149870232,1452.4466142609797,2109601.167278183,2907.9275155953583,5365.75,-313.75,35250416
1075300188,164704040.8181818,2743.7272727272725,2745.021596609753,1580.7499436577575,2498770.3843740043,3167.6353878292184,5722.181818181818,-256.72727272727275,39230377
1076119752,151354631.75757575,2516.9166666666665,2522.535153707034,1461.7603207737004,2136743.235388432,2915.463400057734,5734.083333333333,-835.0,11806816
1077334203,181089588.1,3005.2,3018.1094998416697,1735.5155420035308,3012014.1965358094,3481.522533256153,6254.1,-172.8,17255974
1077415466,150646529.66666666,2446.75,2510.733648883629,2384.615244122272,5686389.862500321,3462.682965293939,12372.0,-6256.833333333333,1069222
1077594989,151089489.41666666,2527.75,2518.116188341305,1450.1906236440298,2103052.84490506,2905.849614637964,5346.5,-355.3333333333333,45619252
1078903277,150955222.26515153,2518.25,2515.8784397785294,1445.9321823545868,2090719.8759686977,2901.786380785316,5265.666666666667,-320.6666666666667,33235877
1079138094,164801581.63636366,2769.2727272727275,2746.647249818564,1600.5467870867706,2561750.017653784,3178.965418589776,6095.636363636364,-669.6363636363636,29187319
1079334814,151274152.9242424,2507.833333333333,2521.193862173004,1455.017619713749,2117076.273677464,2910.926787869508,5438.083333333333,-528.5,14980116
