sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
-446.0,726.0,,27.0,-183.0,-1358.0,479.0,-1066.0,-68.0,-27.0
-426.0,330.0,,-2.0,-200.0,-1398.0,595.0,-938.0,-11.0,20.0
-423.0,129.0,,-27.0,-117.0,-1899.0,623.0,-1023.0,41.0,61.0
-436.0,217.0,,-47.0,-83.0,-2347.0,612.0,-894.0,25.0,86.0
-465.0,411.0,,-104.0,-52.0,-2272.0,586.0,-1182.0,-92.0,133.0
-440.0,672.0,,-164.0,11.0,-2190.0,530.0,-1236.0,-249.0,205.0
-479.0,883.0,,-215.0,-24.0,-2482.0,483.0,-1219.0,-344.0,261.0
-514.0,1170.0,,-244.0,-65.0,-2706.0,538.0,-1278.0,-383.0,286.0
-495.0,1373.0,,-228.0,-102.0,-2585.0,633.0,-1112.0,-390.0,301.0
-463.0,1319.0,,-200.0,-128.0,-1972.0,621.0,-1306.0,-388.0,319.0
-450.0,1077.0,,-158.0,6.0,-1367.0,637.0,-1359.0,-375.0,333.0
-416.0,751.0,,-97.0,159.0,-1118.0,626.0,-1662.0,-376.0,348.0
-407.0,312.0,,-54.0,237.0,-924.0,554.0,-1555.0,-393.0,359.0
-413.0,-238.0,,-27.0,304.0,-819.0,528.0,-1189.0,-403.0,357.0
-342.0,-811.0,,-3.0,269.0,-900.0,554.0,-1317.0,-391.0,364.0
-306.0,-1321.0,,3.0,233.0,-1230.0,612.0,-1213.0,-356.0,371.0
-301.0,-1558.0,,2.0,272.0,-1497.0,626.0,-1406.0,-359.0,331.0
-316.0,-1677.0,,-18.0,293.0,-1600.0,609.0,-1502.0,-378.0,274.0
-267.0,-1575.0,,-53.0,369.0,-1663.0,582.0,-1770.0,-364.0,221.0
-257.0,-1189.0,,-86.0,382.0,-1454.0,612.0,-2128.0,-322.0,178.0
-273.0,-672.0,,-125.0,233.0,-1179.0,685.0,-2150.0,-289.0,144.0
-231.0,-267.0,,-135.0,127.0,-939.0,623.0,-2230.0,-276.0,111.0
-234.0,-204.0,,-128.0,37.0,-891.0,505.0,-1960.0,-239.0,86.0
-257.0,-240.0,,-95.0,-69.0,-970.0,515.0,-1986.0,-179.0,57.0
-300.0,-299.0,,-29.0,-131.0,-889.0,575.0,-1696.0,-114.0,32.0
-310.0,-150.0,,27.0,-232.0,-751.0,505.0,-1310.0,-70.0,3.0
-372.0,31.0,,58.0,-236.0,-619.0,428.0,-1382.0,-41.0,-29.0
-389.0,134.0,,69.0,-132.0,-586.0,545.0,-1232.0,-16.0,-59.0
-409.0,217.0,,57.0,-75.0,-522.0,663.0,-1334.0,-9.0,-61.0
-493.0,142.0,,26.0,39.0,-570.0,610.0,-1093.0,-26.0,-70.0
-518.0,108.0,,16.0,123.0,-645.0,525.0,-752.0,-65.0,-93.0
-541.0,-30.0,,27.0,85.0,-612.0,484.0,-598.0,-113.0,-135.0
-575.0,-152.0,,29.0,99.0,-534.0,450.0,-572.0,-178.0,-218.0
-643.0,-188.0,,3.0,180.0,-204.0,453.0,-883.0,-248.0,-305.0
-665.0,-202.0,,-34.0,367.0,75.0,560.0,-918.0,-293.0,-400.0
-684.0,-214.0,,-62.0,639.0,242.0,650.0,-1130.0,-340.0,-482.0
-728.0,-346.0,,-63.0,759.0,423.0,590.0,-1391.0,-393.0,-523.0
-787.0,-440.0,,-53.0,745.0,439.0,521.0,-1919.0,-453.0,-537.0
-809.0,-474.0,,-27.0,613.0,124.0,523.0,-2274.0,-514.0,-559.0
-834.0,-454.0,,26.0,311.0,-229.0,532.0,-1886.0,-499.0,-600.0
-864.0,-443.0,,67.0,45.0,-460.0,527.0,-1801.0,-419.0,-633.0
-851.0,-460.0,,117.0,-186.0,-623.0,532.0,-1570.0,-349.0,-641.0
-920.0,-477.0,,177.0,-442.0,-383.0,584.0,-1374.0,-307.0,-647.0
-934.0,-447.0,,203.0,-633.0,-160.0,569.0,-1043.0,-291.0,-647.0
-918.0,-403.0,,204.0,-880.0,-143.0,442.0,-731.0,-249.0,-624.0
-935.0,-356.0,,174.0,-1105.0,82.0,366.0,-988.0,-147.0,-578.0
-966.0,-259.0,,104.0,-1151.0,566.0,342.0,-1001.0,-46.0,-486.0
-957.0,-127.0,,14.0,-1114.0,1017.0,359.0,-1108.0,23.0,-378.0
-920.0,53.0,,-87.0,-960.0,1098.0,490.0,-905.0,69.0,-270.0
-957.0,164.0,,-174.0,-795.0,868.0,557.0,-777.0,71.0,-160.0
-952.0,265.0,,-211.0,-724.0,615.0,478.0,-977.0,23.0,-67.0
-947.0,382.0,,-211.0,-544.0,601.0,427.0,-1019.0,-24.0,16.0
-964.0,580.0,,-212.0,-308.0,781.0,391.0,-1637.0,-20.0,76.0
-966.0,743.0,,-215.0,-60.0,1145.0,335.0,-2084.0,8.0,98.0
-945.0,776.0,,-220.0,298.0,1372.0,346.0,-2078.0,11.0,102.0
-929.0,813.0,,-242.0,596.0,1348.0,456.0,-1550.0,-5.0,112.0
-976.0,769.0,,-227.0,808.0,1630.0,533.0,-960.0,-22.0,99.0
-989.0,797.0,,-192.0,917.0,1869.0,446.0,-890.0,-20.0,67.0
-1010.0,851.0,,-176.0,811.0,1707.0,361.0,-822.0,32.0,0.0
-1056.0,877.0,,-178.0,684.0,1596.0,359.0,-1269.0,120.0,-86.0
-1068.0,907.0,,-194.0,571.0,1662.0,367.0,-1698.0,156.0,-135.0
-1082.0,775.0,,-200.0,383.0,1926.0,340.0,-1882.0,126.0,-192.0
-1080.0,515.0,,-184.0,246.0,1986.0,331.0,-1273.0,68.0,-258.0
-1061.0,171.0,,-127.0,132.0,1716.0,350.0,-112.0,60.0,-321.0
-1039.0,-124.0,,-58.0,51.0,1821.0,323.0,277.0,123.0,-363.0
-1093.0,-240.0,,-12.0,88.0,2161.0,384.0,556.0,176.0,-370.0
-1129.0,-152.0,,6.0,111.0,2201.0,422.0,254.0,218.0,-355.0
-1073.0,112.0,,20.0,148.0,1844.0,296.0,-105.0,257.0,-344.0
-1062.0,467.0,,44.0,221.0,1287.0,205.0,-454.0,302.0,-362.0
-1071.0,845.0,,56.0,171.0,1024.0,279.0,-947.0,356.0,-377.0
-1084.0,1212.0,,38.0,114.0,833.0,385.0,-559.0,412.0,-409.0
-1068.0,1479.0,,-5.0,81.0,392.0,358.0,-153.0,465.0,-468.0
-1082.0,1604.0,,-47.0,-18.0,373.0,215.0,166.0,500.0,-542.0
-1137.0,1551.0,,-66.0,-58.0,714.0,146.0,-16.0,530.0,-609.0
-1129.0,1285.0,,-66.0,-71.0,964.0,257.0,-506.0,564.0,-645.0
-1140.0,815.0,,-69.0,-80.0,1102.0,339.0,-881.0,564.0,-643.0
-1125.0,10.0,,-107.0,-13.0,1158.0,313.0,-1285.0,497.0,-617.0
-1118.0,-956.0,,-167.0,-50.0,1444.0,269.0,-807.0,418.0,-610.0
-1114.0,-1964.0,,-200.0,-187.0,1514.0,251.0,-240.0,379.0,-611.0
-1090.0,-2852.0,,-200.0,-272.0,1243.0,213.0,121.0,368.0,-550.0
-1067.0,-3302.0,,-166.0,-350.0,1191.0,186.0,205.0,343.0,-430.0
-1020.0,-3356.0,,-110.0,-347.0,1021.0,188.0,70.0,296.0,-297.0
-1040.0,-2922.0,,-51.0,-254.0,569.0,217.0,103.0,234.0,-139.0
-1015.0,-2283.0,,-1.0,-198.0,287.0,303.0,-323.0,179.0,14.0
-954.0,-1637.0,,48.0,-107.0,127.0,263.0,-297.0,179.0,139.0
-928.0,-1056.0,,96.0,-20.0,14.0,120.0,-7.0,160.0,244.0
-896.0,-660.0,,141.0,-8.0,-174.0,94.0,297.0,115.0,307.0
-823.0,-147.0,,210.0,57.0,-593.0,210.0,467.0,104.0,325.0
-756.0,344.0,,276.0,124.0,-818.0,260.0,406.0,123.0,334.0
-740.0,819.0,,325.0,140.0,-678.0,165.0,796.0,169.0,372.0
-686.0,1255.0,,355.0,191.0,-425.0,91.0,626.0,206.0,413.0
-656.0,1465.0,,330.0,217.0,-182.0,171.0,752.0,243.0,456.0
-625.0,1457.0,,280.0,263.0,171.0,288.0,938.0,253.0,500.0
-593.0,1061.0,,266.0,364.0,349.0,171.0,866.0,237.0,545.0
-552.0,441.0,,277.0,371.0,158.0,-15.0,1232.0,215.0,602.0
-498.0,-235.0,,283.0,331.0,-33.0,-37.0,848.0,180.0,676.0
-448.0,-759.0,,266.0,245.0,-175.0,65.0,469.0,166.0,760.0
-377.0,-962.0,,239.0,14.0,-373.0,109.0,376.0,179.0,821.0
-367.0,-1022.0,,222.0,-244.0,-659.0,73.0,777.0,198.0,855.0
-334.0,-961.0,,201.0,-474.0,-1009.0,146.0,923.0,178.0,855.0
-303.0,-848.0,,190.0,-637.0,-1415.0,162.0,249.0,145.0,804.0
-332.0,-732.0,,152.0,-661.0,-1766.0,70.0,282.0,124.0,664.0
-359.0,-583.0,,79.0,-733.0,-1856.0,52.0,338.0,66.0,480.0
-327.0,-424.0,,16.0,-901.0,-1669.0,81.0,454.0,-31.0,325.0
-276.0,-194.0,,-29.0,-989.0,-1156.0,30.0,201.0,-135.0,202.0
-304.0,74.0,,-51.0,-1003.0,-475.0,-65.0,-109.0,-174.0,149.0
-310.0,253.0,,-69.0,-868.0,-158.0,-26.0,223.0,-147.0,142.0
-265.0,400.0,,-79.0,-533.0,-95.0,45.0,55.0,-133.0,162.0
-265.0,631.0,,-84.0,-158.0,6.0,57.0,94.0,-154.0,222.0
-258.0,916.0,,-110.0,211.0,25.0,66.0,-133.0,-138.0,313.0
-273.0,1157.0,,-131.0,481.0,-191.0,27.0,-388.0,-65.0,434.0
-303.0,1248.0,,-121.0,568.0,-598.0,-50.0,38.0,21.0,555.0
-316.0,1234.0,,-89.0,676.0,-648.0,-33.0,899.0,105.0,677.0
-358.0,1056.0,,-26.0,819.0,-648.0,107.0,1888.0,179.0,792.0
-371.0,721.0,,76.0,865.0,-569.0,236.0,1903.0,232.0,887.0
-417.0,333.0,,176.0,855.0,-241.0,261.0,1819.0,274.0,960.0
-409.0,-105.0,,256.0,741.0,-273.0,147.0,1589.0,312.0,1008.0
-378.0,-387.0,,340.0,587.0,-406.0,53.0,1382.0,319.0,1040.0
-405.0,-531.0,,394.0,508.0,-562.0,55.0,1106.0,330.0,1054.0
-354.0,-534.0,,411.0,389.0,-542.0,50.0,408.0,343.0,1065.0
-309.0,-396.0,,410.0,267.0,-500.0,28.0,630.0,330.0,1072.0
-278.0,-191.0,,389.0,164.0,-744.0,-21.0,923.0,314.0,1057.0
-314.0,71.0,,367.0,-31.0,-930.0,17.0,966.0,271.0,1006.0
-321.0,165.0,,343.0,-207.0,-966.0,145.0,609.0,188.0,928.0
-295.0,160.0,,311.0,-336.0,-1004.0,180.0,424.0,129.0,841.0
-320.0,49.0,,268.0,-488.0,-1025.0,107.0,807.0,122.0,764.0
-295.0,-238.0,,238.0,-562.0,-822.0,-26.0,528.0,163.0,707.0
-257.0,-728.0,,236.0,-596.0,-656.0,-180.0,473.0,232.0,664.0
-200.0,-1320.0,,231.0,-566.0,-560.0,-264.0,535.0,221.0,632.0
-210.0,-1689.0,,214.0,-368.0,-584.0,-193.0,733.0,149.0,625.0
-208.0,-1919.0,,202.0,-196.0,-682.0,-43.0,1058.0,86.0,672.0
-217.0,-1981.0,,190.0,-152.0,-880.0,1.0,787.0,57.0,748.0
-239.0,-1848.0,,171.0,-208.0,-972.0,-19.0,254.0,85.0,869.0
-192.0,-1527.0,,155.0,-401.0,-1076.0,-107.0,-389.0,130.0,1023.0
-234.0,-998.0,,150.0,-554.0,-1428.0,-236.0,136.0,154.0,1170.0
-238.0,-423.0,,150.0,-564.0,-1556.0,-232.0,1103.0,176.0,1294.0
-253.0,149.0,,154.0,-469.0,-1777.0,-207.0,1474.0,225.0,1348.0
-289.0,732.0,,157.0,-161.0,-1784.0,-222.0,1520.0,272.0,1334.0
-390.0,1290.0,,146.0,207.0,-1469.0,-236.0,1001.0,311.0,1278.0
-482.0,1655.0,,139.0,415.0,-1097.0,-198.0,755.0,306.0,1201.0
-445.0,1767.0,,109.0,531.0,-791.0,-109.0,291.0,279.0,1131.0
-486.0,1673.0,,55.0,540.0,-792.0,-55.0,60.0,299.0,1077.0
-468.0,1531.0,,14.0,545.0,-949.0,-46.0,297.0,361.0,1010.0
-451.0,1382.0,,0.0,675.0,-1306.0,-138.0,103.0,426.0,923.0
-449.0,1224.0,,32.0,778.0,-1535.0,-243.0,-84.0,404.0,843.0
-416.0,1128.0,,91.0,848.0,-1699.0,-207.0,-410.0,324.0,775.0
-392.0,1085.0,,131.0,878.0,-2168.0,-92.0,-88.0,242.0,712.0
-355.0,1027.0,,137.0,733.0,-2660.0,15.0,245.0,209.0,660.0
-336.0,831.0,,164.0,503.0,-2858.0,42.0,114.0,203.0,634.0
-275.0,617.0,,200.0,216.0,-2837.0,-62.0,310.0,136.0,651.0
-232.0,356.0,,217.0,-144.0,-2898.0,-229.0,428.0,31.0,714.0
-160.0,96.0,,228.0,-464.0,-3011.0,-275.0,825.0,-89.0,791.0
-99.0,-164.0,,224.0,-780.0,-2950.0,-54.0,1045.0,-174.0,851.0
-44.0,-475.0,,232.0,-1011.0,-2756.0,136.0,1204.0,-167.0,913.0
-12.0,-739.0,,231.0,-1003.0,-2391.0,35.0,864.0,-147.0,978.0
22.0,-1088.0,,233.0,-908.0,-2222.0,-166.0,-164.0,-133.0,1037.0
100.0,-1401.0,,256.0,-781.0,-2042.0,-275.0,-382.0,-62.0,1092.0
98.0,-1704.0,,283.0,-625.0,-1598.0,-235.0,-51.0,14.0,1120.0
107.0,-1882.0,,318.0,-580.0,-1456.0,-148.0,613.0,102.0,1131.0
104.0,-1969.0,,334.0,-542.0,-1400.0,-54.0,748.0,231.0,1126.0
126.0,-2076.0,,344.0,-432.0,-1228.0,48.0,620.0,357.0,1095.0
138.0,-1995.0,,338.0,-283.0,-945.0,-1.0,439.0,465.0,1038.0
138.0,-1791.0,,329.0,-26.0,-939.0,-169.0,64.0,530.0,957.0
204.0,-1411.0,,328.0,188.0,-1301.0,-297.0,388.0,554.0,889.0
246.0,-1029.0,,319.0,316.0,-1276.0,-294.0,247.0,565.0,841.0
270.0,-587.0,,287.0,504.0,-1022.0,-192.0,417.0,623.0,805.0
275.0,-34.0,,242.0,639.0,-1064.0,-150.0,412.0,699.0,781.0
304.0,547.0,,236.0,697.0,-1463.0,-137.0,0.0,758.0,778.0
349.0,1144.0,,247.0,721.0,-2106.0,-80.0,48.0,810.0,781.0
363.0,1626.0,,263.0,605.0,-2351.0,-33.0,-517.0,811.0,785.0
348.0,2107.0,,245.0,441.0,-2219.0,-102.0,-687.0,774.0,778.0
346.0,2313.0,,173.0,289.0,-2063.0,-158.0,-790.0,723.0,760.0
380.0,2313.0,,77.0,118.0,-1764.0,-37.0,-317.0,654.0,755.0
404.0,2147.0,,-23.0,20.0,-1796.0,14.0,240.0,585.0,737.0
362.0,1770.0,,-91.0,-129.0,-1615.0,-69.0,-199.0,540.0,725.0
311.0,1313.0,,-145.0,-396.0,-905.0,-143.0,-121.0,481.0,728.0
326.0,624.0,,-186.0,-588.0,-466.0,-74.0,123.0,412.0,726.0
349.0,-38.0,,-201.0,-705.0,-302.0,116.0,421.0,331.0,738.0
290.0,-662.0,,-208.0,-707.0,-290.0,145.0,144.0,207.0,778.0
214.0,-1063.0,,-214.0,-522.0,-381.0,1.0,317.0,72.0,834.0
240.0,-1111.0,,-205.0,-268.0,-530.0,-147.0,1001.0,-60.0,913.0
241.0,-1024.0,,-148.0,62.0,-1030.0,-134.0,809.0,-141.0,992.0
221.0,-792.0,,-54.0,375.0,-1521.0,52.0,1038.0,-173.0,1053.0
192.0,-615.0,,39.0,483.0,-1522.0,216.0,770.0,-114.0,1096.0
182.0,-401.0,,124.0,494.0,-1439.0,257.0,-16.0,-20.0,1121.0
223.0,-119.0,,207.0,426.0,-1159.0,172.0,-750.0,36.0,1147.0
218.0,94.0,,288.0,274.0,-686.0,75.0,-905.0,74.0,1126.0
229.0,298.0,,341.0,182.0,-329.0,61.0,-349.0,90.0,1066.0
217.0,426.0,,355.0,38.0,-466.0,179.0,-341.0,179.0,968.0
253.0,447.0,,355.0,-175.0,-1052.0,267.0,-7.0,308.0,819.0
281.0,431.0,,321.0,-359.0,-1350.0,214.0,-168.0,419.0,663.0
247.0,437.0,,243.0,-570.0,-1522.0,177.0,-709.0,517.0,481.0
268.0,504.0,,158.0,-673.0,-1672.0,172.0,-428.0,599.0,325.0
287.0,554.0,,79.0,-621.0,-1872.0,276.0,-121.0,697.0,226.0
325.0,503.0,,15.0,-518.0,-2058.0,380.0,-16.0,744.0,133.0
326.0,393.0,,-8.0,-283.0,-1864.0,304.0,-221.0,710.0,53.0
333.0,312.0,,10.0,-34.0,-1355.0,171.0,134.0,623.0,-19.0
361.0,306.0,,58.0,124.0,-901.0,171.0,678.0,530.0,-90.0
381.0,273.0,,93.0,306.0,-582.0,300.0,748.0,434.0,-111.0
400.0,226.0,,110.0,392.0,-216.0,361.0,777.0,309.0,-109.0
394.0,141.0,,130.0,383.0,45.0,363.0,460.0,178.0,-97.0
378.0,54.0,,155.0,419.0,248.0,354.0,312.0,25.0,-67.0
346.0,-44.0,,169.0,446.0,293.0,349.0,303.0,-126.0,-57.0
356.0,-308.0,,152.0,515.0,319.0,285.0,-22.0,-277.0,-75.0
327.0,-526.0,,124.0,606.0,265.0,202.0,-670.0,-393.0,-129.0
288.0,-707.0,,79.0,559.0,196.0,285.0,-576.0,-472.0,-181.0
238.0,-796.0,,26.0,459.0,313.0,344.0,192.0,-558.0,-217.0
183.0,-753.0,,-14.0,316.0,340.0,348.0,116.0,-606.0,-225.0
180.0,-659.0,,-51.0,135.0,274.0,437.0,160.0,-598.0,-184.0
161.0,-358.0,,-95.0,110.0,93.0,549.0,504.0,-532.0,-98.0
134.0,4.0,,-152.0,128.0,-43.0,533.0,866.0,-441.0,22.0
99.0,361.0,,-224.0,62.0,-174.0,388.0,1160.0,-370.0,128.0
129.0,646.0,,-294.0,-71.0,-122.0,269.0,729.0,-284.0,212.0
132.0,850.0,,-327.0,-354.0,67.0,220.0,256.0,-204.0,307.0
112.0,974.0,,-339.0,-582.0,338.0,308.0,-190.0,-152.0,425.0
126.0,852.0,,-338.0,-581.0,417.0,371.0,-299.0,-110.0,555.0
128.0,584.0,,-315.0,-411.0,471.0,287.0,-214.0,-107.0,681.0
162.0,209.0,,-269.0,-40.0,824.0,248.0,-825.0,-95.0,780.0
160.0,-185.0,,-193.0,328.0,742.0,310.0,-1173.0,-37.0,823.0
177.0,-514.0,,-137.0,474.0,652.0,311.0,-1141.0,69.0,781.0
206.0,-894.0,,-97.0,468.0,573.0,271.0,-885.0,185.0,667.0
279.0,-1191.0,,-78.0,289.0,518.0,383.0,-424.0,260.0,507.0
367.0,-1276.0,,-100.0,35.0,536.0,433.0,-142.0,315.0,334.0
437.0,-1202.0,,-122.0,-112.0,362.0,289.0,332.0,370.0,198.0
536.0,-993.0,,-140.0,-224.0,146.0,211.0,798.0,467.0,83.0
628.0,-743.0,,-124.0,-252.0,-111.0,252.0,1960.0,568.0,-1.0
717.0,-514.0,,-87.0,-218.0,-178.0,273.0,2945.0,637.0,-46.0
722.0,-305.0,,-60.0,-339.0,-322.0,254.0,2671.0,665.0,-57.0
750.0,-45.0,,-45.0,-539.0,-540.0,285.0,2074.0,640.0,-41.0
803.0,227.0,,-20.0,-754.0,-571.0,374.0,1223.0,611.0,12.0
849.0,403.0,,54.0,-952.0,-176.0,389.0,707.0,559.0,123.0
882.0,593.0,,147.0,-927.0,84.0,327.0,251.0,499.0,266.0
872.0,754.0,,241.0,-754.0,-54.0,202.0,20.0,477.0,421.0
879.0,896.0,,324.0,-487.0,-158.0,76.0,-508.0,468.0,564.0
860.0,981.0,,380.0,-64.0,-200.0,182.0,-1810.0,449.0,722.0
870.0,899.0,,403.0,313.0,-115.0,366.0,-2006.0,404.0,870.0
829.0,770.0,,412.0,624.0,-311.0,396.0,-1511.0,382.0,983.0
759.0,512.0,,432.0,867.0,-549.0,369.0,-970.0,413.0,1055.0
714.0,210.0,,442.0,901.0,-525.0,315.0,-679.0,421.0,1073.0
681.0,-69.0,,462.0,860.0,-411.0,224.0,-424.0,344.0,1060.0
646.0,-312.0,,497.0,762.0,-423.0,152.0,64.0,238.0,982.0
557.0,-290.0,,516.0,598.0,-699.0,103.0,644.0,155.0,826.0
512.0,-135.0,,522.0,554.0,-904.0,118.0,1154.0,105.0,615.0
496.0,99.0,,522.0,545.0,-851.0,208.0,654.0,56.0,365.0
520.0,441.0,,522.0,527.0,-801.0,290.0,-81.0,-4.0,70.0
512.0,793.0,,509.0,535.0,-1000.0,306.0,-550.0,-46.0,-263.0
488.0,1164.0,,493.0,421.0,-1024.0,201.0,363.0,-60.0,-591.0
536.0,1390.0,,489.0,270.0,-714.0,130.0,1483.0,-54.0,-901.0
595.0,1462.0,,485.0,153.0,-557.0,162.0,981.0,-64.0,-1182.0
627.0,1504.0,,467.0,2.0,-809.0,155.0,752.0,-98.0,-1407.0
632.0,1498.0,,437.0,-29.0,-978.0,143.0,631.0,-113.0,-1586.0
708.0,1416.0,,400.0,30.0,-553.0,201.0,816.0,-91.0,-1704.0
791.0,1225.0,,372.0,63.0,-29.0,258.0,1130.0,-69.0,-1743.0
834.0,1022.0,,344.0,132.0,-31.0,230.0,225.0,-60.0,-1687.0
866.0,699.0,,332.0,115.0,-148.0,219.0,-947.0,-40.0,-1520.0
907.0,187.0,,346.0,29.0,-41.0,233.0,-1188.0,-10.0,-1246.0
980.0,-334.0,,348.0,-1.0,-178.0,195.0,-136.0,7.0,-876.0
1047.0,-776.0,,363.0,-102.0,-411.0,175.0,759.0,19.0,-449.0
1115.0,-1006.0,,363.0,-178.0,-287.0,238.0,236.0,45.0,6.0
1160.0,-1073.0,,318.0,-163.0,64.0,280.0,-473.0,85.0,445.0
1196.0,-1037.0,,252.0,-195.0,320.0,174.0,214.0,116.0,840.0
1205.0,-818.0,,188.0,-177.0,389.0,74.0,1470.0,102.0,1160.0
1209.0,-524.0,,139.0,-137.0,457.0,98.0,1016.0,86.0,1382.0
1183.0,-272.0,,85.0,-125.0,434.0,144.0,40.0,78.0,1506.0
1121.0,-136.0,,27.0,-37.0,289.0,141.0,-64.0,60.0,1505.0
1117.0,-142.0,,-37.0,20.0,73.0,79.0,-286.0,58.0,1378.0
1076.0,-157.0,,-87.0,82.0,-108.0,-48.0,-419.0,40.0,1133.0
1032.0,-194.0,,-110.0,231.0,-173.0,-134.0,-674.0,2.0,807.0
990.0,-298.0,,-127.0,275.0,-54.0,-38.0,-1134.0,-48.0,457.0
943.0,-302.0,,-132.0,222.0,212.0,109.0,-1491.0,-108.0,121.0
930.0,-160.0,,-110.0,86.0,124.0,92.0,-587.0,-157.0,-176.0
909.0,111.0,,-58.0,-171.0,31.0,-14.0,897.0,-198.0,-431.0
879.0,420.0,,-4.0,-321.0,171.0,-68.0,1045.0,-242.0,-651.0
821.0,743.0,,45.0,-349.0,296.0,-24.0,711.0,-279.0,-811.0
813.0,1049.0,,75.0,-314.0,114.0,76.0,-81.0,-305.0,-919.0
788.0,1154.0,,63.0,-143.0,-470.0,25.0,-441.0,-336.0,-996.0
727.0,1098.0,,40.0,-4.0,-755.0,-134.0,-12.0,-341.0,-1040.0
686.0,866.0,,10.0,71.0,-749.0,-247.0,713.0,-289.0,-1052.0
667.0,479.0,,6.0,123.0,-690.0,-230.0,931.0,-171.0,-1019.0
659.0,-11.0,,32.0,4.0,-857.0,-92.0,27.0,-25.0,-968.0
583.0,-618.0,,65.0,-172.0,-854.0,-63.0,-389.0,71.0,-917.0
