sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
,-558.0,-2095.0,411.0,,84.0,-386.0,587.0,,
,-513.0,147.0,629.0,,23.0,-390.0,413.0,,
,-496.0,957.0,387.0,,18.0,-400.0,532.0,,
,-154.0,-1462.0,460.0,,39.0,-392.0,665.0,,
,-183.0,73.0,387.0,,41.0,-373.0,480.0,,
,-142.0,-385.0,397.0,,28.0,-400.0,589.0,,
,73.0,590.0,474.0,,50.0,-411.0,467.0,,
,-119.0,-2160.0,551.0,,62.0,-388.0,615.0,,
,-78.0,1742.0,408.0,,-9.0,-334.0,473.0,,
,325.0,-423.0,203.0,,-8.0,-310.0,376.0,,
,386.0,-738.0,104.0,,64.0,-311.0,541.0,,
,69.0,1330.0,20.0,,78.0,-266.0,511.0,,
,-42.0,-1955.0,224.0,,31.0,-263.0,655.0,,
,-216.0,1968.0,312.0,,-18.0,-283.0,434.0,,
,-149.0,-1286.0,-196.0,,38.0,-264.0,615.0,,
,52.0,170.0,-598.0,,34.0,-238.0,711.0,,
,143.0,1189.0,-568.0,,-60.0,-226.0,620.0,,
,423.0,-994.0,-145.0,,-115.0,-213.0,687.0,,
,679.0,686.0,-76.0,,-83.0,-185.0,498.0,,
,468.0,119.0,-346.0,,35.0,-174.0,707.0,,
,-132.0,28.0,221.0,,79.0,-207.0,436.0,,
,81.0,-1620.0,720.0,,100.0,-230.0,325.0,,
,217.0,840.0,368.0,,126.0,-192.0,404.0,,
,-227.0,31.0,178.0,,116.0,-123.0,339.0,,
,-119.0,-237.0,477.0,,87.0,-87.0,504.0,,
,-185.0,81.0,735.0,,58.0,-109.0,145.0,,
,-79.0,549.0,536.0,,18.0,-130.0,273.0,,
,-122.0,804.0,122.0,,-6.0,-143.0,319.0,,
,-562.0,-1568.0,136.0,,2.0,-155.0,328.0,,
,-297.0,1079.0,265.0,,-43.0,-136.0,456.0,,
,-654.0,-459.0,169.0,,-20.0,-129.0,256.0,,
,-528.0,53.0,172.0,,16.0,-126.0,578.0,,
,158.0,98.0,-139.0,,0.0,-117.0,493.0,,
,-78.0,-1225.0,-617.0,,26.0,-138.0,502.0,,
,251.0,966.0,-403.0,,82.0,-131.0,506.0,,
,126.0,-1237.0,-89.0,,84.0,-97.0,434.0,,
,-333.0,-432.0,71.0,,31.0,-63.0,602.0,,
,-155.0,428.0,250.0,,16.0,-48.0,229.0,,
,-115.0,-1680.0,-38.0,,-13.0,-64.0,327.0,,
,91.0,-809.0,-402.0,,-6.0,-59.0,325.0,,
,103.0,-526.0,-378.0,,4.0,-36.0,327.0,,
,-102.0,1021.0,-182.0,,-6.0,-14.0,382.0,,
,-191.0,-982.0,-83.0,,49.0,-38.0,160.0,,
,22.0,-515.0,54.0,,141.0,-65.0,454.0,,
,283.0,1643.0,344.0,,143.0,-38.0,430.0,,
,-98.0,-2304.0,7.0,,28.0,4.0,471.0,,
,80.0,1175.0,-158.0,,-13.0,7.0,412.0,,
,1043.0,-537.0,-155.0,,24.0,-7.0,378.0,,
,866.0,-631.0,-469.0,,28.0,8.0,561.0,,
,623.0,-371.0,-197.0,,-82.0,12.0,306.0,,
,950.0,-471.0,-264.0,,-189.0,23.0,376.0,,
,416.0,1856.0,-318.0,,-137.0,60.0,293.0,,
,366.0,-3174.0,-453.0,,-11.0,71.0,363.0,,
,585.0,2202.0,-485.0,,25.0,45.0,343.0,,
,296.0,-1161.0,13.0,,7.0,32.0,86.0,,
,160.0,-881.0,-70.0,,20.0,45.0,312.0,,
,70.0,479.0,-117.0,,-7.0,70.0,280.0,,
,-87.0,-2003.0,-1.0,,-35.0,95.0,384.0,,
,-247.0,3039.0,370.0,,-68.0,105.0,229.0,,
,126.0,-1989.0,311.0,,-50.0,109.0,192.0,,
,275.0,922.0,-259.0,,-66.0,105.0,380.0,,
,-84.0,195.0,-501.0,,-207.0,105.0,197.0,,
,-190.0,-382.0,-528.0,,-220.0,88.0,264.0,,
,446.0,1.0,-350.0,,-177.0,85.0,88.0,,
,639.0,95.0,-356.0,,-247.0,98.0,232.0,,
,153.0,1356.0,75.0,,-221.0,116.0,190.0,,
,204.0,-1780.0,507.0,,-127.0,146.0,-14.0,,
,175.0,1573.0,282.0,,-123.0,133.0,149.0,,
,283.0,-1242.0,130.0,,-125.0,131.0,97.0,,
,-1.0,208.0,108.0,,-227.0,168.0,319.0,,
,-271.0,-759.0,106.0,,-329.0,209.0,73.0,,
,-6.0,1012.0,41.0,,-332.0,213.0,44.0,,
,-391.0,-134.0,5.0,,-398.0,194.0,190.0,,
,-711.0,-1884.0,142.0,,-405.0,249.0,75.0,,
,-537.0,2293.0,142.0,,-348.0,274.0,212.0,,
,-365.0,-2805.0,-297.0,,-358.0,227.0,-90.0,,
,-506.0,1702.0,-301.0,,-329.0,253.0,79.0,,
,-679.0,-1732.0,6.0,,-331.0,311.0,64.0,,
,-598.0,174.0,-159.0,,-424.0,355.0,-145.0,,
,-346.0,-206.0,424.0,,-427.0,399.0,-77.0,,
,-207.0,-1300.0,863.0,,-425.0,398.0,-229.0,,
,-379.0,2780.0,131.0,,-492.0,405.0,11.0,,
,-116.0,-2863.0,-406.0,,-572.0,452.0,-197.0,,
,-86.0,2859.0,-432.0,,-645.0,501.0,-179.0,,
,-130.0,-2193.0,-179.0,,-607.0,545.0,5.0,,
,462.0,799.0,-342.0,,-549.0,542.0,-57.0,,
,208.0,1067.0,-282.0,,-637.0,536.0,36.0,,
,34.0,-2247.0,176.0,,-683.0,532.0,-273.0,,
,400.0,1420.0,-59.0,,-603.0,527.0,-92.0,,
,320.0,-1611.0,-633.0,,-596.0,562.0,-112.0,,
,58.0,1266.0,-551.0,,-619.0,569.0,-236.0,,
,311.0,-1626.0,-144.0,,-739.0,590.0,-186.0,,
,1073.0,1173.0,-342.0,,-925.0,662.0,-310.0,,
,1130.0,-732.0,-79.0,,-900.0,658.0,-12.0,,
,976.0,-258.0,373.0,,-765.0,603.0,-169.0,,
,986.0,882.0,498.0,,-880.0,601.0,-182.0,,
,963.0,-974.0,84.0,,-1019.0,627.0,-151.0,,
,957.0,246.0,-348.0,,-802.0,638.0,-177.0,,
,404.0,-927.0,-236.0,,-891.0,638.0,-9.0,,
,-289.0,999.0,-751.0,,-1037.0,675.0,-251.0,,
,169.0,-1367.0,-837.0,,-773.0,679.0,-66.0,,
,461.0,146.0,-310.0,,-816.0,640.0,-72.0,,
,-376.0,-720.0,235.0,,-955.0,674.0,-73.0,,
,-308.0,536.0,72.0,,-842.0,670.0,-83.0,,
,173.0,-1744.0,-487.0,,-873.0,647.0,-279.0,,
,-299.0,-345.0,-170.0,,-1147.0,673.0,-18.0,,
,-748.0,-818.0,-11.0,,-1079.0,686.0,-169.0,,
,-673.0,-1979.0,-297.0,,-785.0,692.0,-177.0,,
,-1022.0,1278.0,-460.0,,-864.0,650.0,-245.0,,
,-904.0,-3451.0,-200.0,,-920.0,627.0,-221.0,,
,-1009.0,1784.0,-261.0,,-796.0,689.0,-24.0,,
,-1820.0,-2723.0,-464.0,,-791.0,723.0,-240.0,,
,-884.0,116.0,134.0,,-771.0,721.0,-40.0,,
,-429.0,41.0,496.0,,-689.0,697.0,-48.0,,
,-1294.0,-2442.0,68.0,,-696.0,620.0,48.0,,
,-502.0,874.0,-190.0,,-671.0,590.0,0.0,,
,420.0,-2559.0,193.0,,-638.0,620.0,-203.0,,
,52.0,1363.0,50.0,,-590.0,629.0,24.0,,
,438.0,-2974.0,-677.0,,-519.0,631.0,-107.0,,
,377.0,1438.0,-266.0,,-525.0,634.0,-64.0,,
,284.0,-2006.0,151.0,,-571.0,624.0,-256.0,,
,1025.0,-1011.0,-593.0,,-496.0,606.0,-216.0,,
,55.0,640.0,-740.0,,-299.0,574.0,-9.0,,
,-238.0,-3326.0,-296.0,,-402.0,560.0,-203.0,,
,698.0,1856.0,-256.0,,-486.0,584.0,-109.0,,
,383.0,-2939.0,-283.0,,-244.0,592.0,-293.0,,
,-395.0,1259.0,-109.0,,-95.0,592.0,-151.0,,
,-25.0,-1325.0,-387.0,,-239.0,579.0,-223.0,,
,558.0,-692.0,-406.0,,-247.0,536.0,-437.0,,
,-48.0,-657.0,-190.0,,53.0,536.0,-225.0,,
,7.0,-1517.0,-449.0,,56.0,566.0,-341.0,,
,108.0,-29.0,-417.0,,-21.0,536.0,-199.0,,
,387.0,-2960.0,-640.0,,44.0,491.0,-399.0,,
,988.0,466.0,-421.0,,83.0,495.0,-367.0,,
,9.0,-2440.0,116.0,,27.0,503.0,-133.0,,
,86.0,525.0,81.0,,-67.0,503.0,-280.0,,
,1048.0,-1363.0,65.0,,74.0,498.0,-194.0,,
,925.0,-1180.0,-39.0,,85.0,458.0,-410.0,,
,681.0,-624.0,-221.0,,116.0,392.0,-234.0,,
,789.0,-2336.0,-332.0,,333.0,399.0,-286.0,,
,977.0,710.0,-339.0,,287.0,440.0,-513.0,,
,864.0,-1901.0,-130.0,,149.0,406.0,-406.0,,
,630.0,-565.0,-180.0,,260.0,369.0,-519.0,,
,198.0,-693.0,-517.0,,455.0,343.0,-293.0,,
,234.0,-1415.0,-76.0,,340.0,371.0,-474.0,,
,41.0,-40.0,111.0,,273.0,393.0,-408.0,,
,-302.0,-1037.0,-311.0,,461.0,340.0,-214.0,,
,-158.0,-1698.0,-222.0,,454.0,334.0,-279.0,,
,-209.0,139.0,419.0,,350.0,341.0,-155.0,,
,-220.0,-1713.0,871.0,,343.0,334.0,-391.0,,
,-885.0,-824.0,245.0,,415.0,312.0,-197.0,,
,-1011.0,-234.0,-148.0,,467.0,328.0,-232.0,,
,-339.0,-1527.0,145.0,,474.0,388.0,-356.0,,
,-35.0,399.0,-107.0,,519.0,405.0,-339.0,,
,-289.0,-940.0,-592.0,,523.0,423.0,-458.0,,
,-619.0,-1011.0,-778.0,,573.0,454.0,-229.0,,
,-268.0,-1015.0,-656.0,,632.0,460.0,-465.0,,
,-185.0,-825.0,-568.0,,641.0,420.0,-460.0,,
,-131.0,-595.0,-422.0,,663.0,446.0,-417.0,,
,-349.0,-958.0,-50.0,,595.0,515.0,-419.0,,
,-488.0,-659.0,-43.0,,533.0,478.0,-312.0,,
,-359.0,-921.0,-10.0,,594.0,447.0,-596.0,,
,-594.0,-1635.0,-54.0,,568.0,493.0,-400.0,,
,-564.0,208.0,118.0,,528.0,539.0,-399.0,,
,-403.0,-2221.0,13.0,,641.0,546.0,-406.0,,
,265.0,-783.0,-681.0,,715.0,542.0,-432.0,,
,365.0,-266.0,-72.0,,642.0,537.0,-511.0,,
,121.0,-3433.0,612.0,,570.0,501.0,-256.0,,
,549.0,1293.0,309.0,,684.0,456.0,-445.0,,
,656.0,-3372.0,-233.0,,659.0,478.0,-352.0,,
,428.0,-515.0,-608.0,,479.0,530.0,-375.0,,
,93.0,-308.0,-526.0,,482.0,499.0,-303.0,,
,152.0,-2969.0,-557.0,,565.0,462.0,-214.0,,
,183.0,560.0,-279.0,,565.0,461.0,-508.0,,
,158.0,-3226.0,276.0,,528.0,428.0,-312.0,,
,312.0,-445.0,-20.0,,599.0,422.0,-391.0,,
,487.0,-2598.0,-433.0,,575.0,434.0,-327.0,,
,812.0,-1062.0,-187.0,,545.0,454.0,-452.0,,
,722.0,-477.0,-301.0,,644.0,460.0,-620.0,,
,798.0,-2820.0,-513.0,,588.0,449.0,-404.0,,
,1067.0,-454.0,91.0,,410.0,428.0,-574.0,,
,755.0,-1573.0,586.0,,460.0,389.0,-480.0,,
,202.0,-1304.0,397.0,,594.0,402.0,-628.0,,
,108.0,-2271.0,207.0,,453.0,375.0,-506.0,,
,39.0,-249.0,450.0,,423.0,352.0,-358.0,,
,-172.0,-1758.0,558.0,,545.0,372.0,-589.0,,
,-55.0,-1218.0,169.0,,598.0,363.0,-417.0,,
,-230.0,-668.0,-342.0,,588.0,378.0,-530.0,,
,-383.0,-2175.0,-449.0,,556.0,352.0,-365.0,,
,-529.0,-450.0,-1.0,,634.0,319.0,-465.0,,
,-683.0,-1813.0,-178.0,,593.0,292.0,-618.0,,
,-251.0,-650.0,-335.0,,623.0,269.0,-397.0,,
,-203.0,-1210.0,564.0,,658.0,305.0,-524.0,,
,-696.0,-1246.0,588.0,,538.0,256.0,-439.0,,
,-855.0,-867.0,-124.0,,519.0,175.0,-689.0,,
,-991.0,-1309.0,162.0,,475.0,188.0,-589.0,,
,-1113.0,-1099.0,389.0,,546.0,207.0,-384.0,,
,-814.0,-1425.0,29.0,,604.0,210.0,-535.0,,
,-384.0,-660.0,-143.0,,569.0,180.0,-402.0,,
,-172.0,-802.0,100.0,,536.0,138.0,-545.0,,
,47.0,-2064.0,350.0,,496.0,132.0,-356.0,,
,593.0,-1294.0,34.0,,583.0,132.0,-434.0,,
,500.0,-629.0,89.0,,538.0,138.0,-539.0,,
,214.0,-2272.0,458.0,,514.0,102.0,-352.0,,
,156.0,-463.0,435.0,,548.0,62.0,-426.0,,
,-76.0,-1597.0,155.0,,460.0,82.0,-323.0,,
,-91.0,-1329.0,313.0,,379.0,127.0,-596.0,,
,-63.0,-698.0,728.0,,315.0,149.0,-513.0,,
,75.0,-2127.0,55.0,,354.0,94.0,-397.0,,
,-16.0,-720.0,-387.0,,329.0,21.0,-467.0,,
,-262.0,-1826.0,-328.0,,279.0,4.0,-428.0,,
,-716.0,-978.0,-384.0,,333.0,16.0,-609.0,,
,-923.0,-1882.0,-557.0,,246.0,-4.0,-367.0,,
,-417.0,-1489.0,-596.0,,129.0,-15.0,-498.0,,
,-403.0,-838.0,224.0,,217.0,-7.0,-541.0,,
,-594.0,-2494.0,321.0,,273.0,-37.0,-515.0,,
,25.0,-696.0,-115.0,,211.0,-52.0,-587.0,,
,150.0,-1673.0,-195.0,,206.0,-62.0,-399.0,,
,-464.0,-2154.0,369.0,,156.0,-109.0,-667.0,,
,-172.0,-980.0,602.0,,76.0,-127.0,-519.0,,
,-266.0,-1827.0,69.0,,90.0,-73.0,-447.0,,
,-317.0,-1760.0,310.0,,169.0,-60.0,-423.0,,
,446.0,-1355.0,159.0,,87.0,-133.0,-417.0,,
,-18.0,-1608.0,-195.0,,-29.0,-157.0,-685.0,,
,-71.0,-1765.0,-409.0,,35.0,-129.0,-458.0,,
,687.0,-1289.0,-51.0,,97.0,-126.0,-528.0,,
,265.0,-1641.0,242.0,,133.0,-187.0,-424.0,,
,-131.0,-1951.0,-55.0,,71.0,-243.0,-445.0,,
,-121.0,-512.0,652.0,,7.0,-221.0,-506.0,,
,-119.0,-1514.0,812.0,,7.0,-243.0,-310.0,,
,278.0,-1087.0,485.0,,4.0,-286.0,-637.0,,
,682.0,-1115.0,-33.0,,5.0,-291.0,-524.0,,
,650.0,-1120.0,-445.0,,-55.0,-316.0,-495.0,,
,635.0,-827.0,-240.0,,-74.0,-341.0,-338.0,,
,598.0,-1966.0,-95.0,,-64.0,-381.0,-282.0,,
,-409.0,107.0,129.0,,-68.0,-420.0,-589.0,,
,-360.0,-2262.0,-89.0,,-89.0,-434.0,-358.0,,
,364.0,-873.0,89.0,,-119.0,-433.0,-439.0,,
,-27.0,-1565.0,308.0,,-129.0,-442.0,-317.0,,
,96.0,-1852.0,384.0,,-161.0,-489.0,-371.0,,
,271.0,193.0,884.0,,-225.0,-527.0,-428.0,,
,482.0,-2698.0,868.0,,-256.0,-558.0,-225.0,,
,795.0,-83.0,649.0,,-253.0,-560.0,-491.0,,
,149.0,-2117.0,191.0,,-229.0,-557.0,-360.0,,
,-423.0,-960.0,-315.0,,-237.0,-581.0,-430.0,,
,41.0,-2072.0,-261.0,,-275.0,-605.0,-328.0,,
,55.0,-1535.0,-74.0,,-252.0,-617.0,-271.0,,
,-482.0,-643.0,85.0,,-271.0,-611.0,-535.0,,
,-382.0,-2902.0,413.0,,-304.0,-599.0,-325.0,,
,-307.0,525.0,347.0,,-358.0,-601.0,-378.0,,
,-241.0,-3257.0,3.0,,-398.0,-634.0,-253.0,,
,-569.0,-88.0,262.0,,-406.0,-660.0,-393.0,,
,-1144.0,-2549.0,281.0,,-432.0,-684.0,-504.0,,
,-745.0,-1924.0,-223.0,,-412.0,-673.0,-304.0,,
,-300.0,-55.0,-377.0,,-447.0,-649.0,-448.0,,
,-420.0,-4281.0,206.0,,-467.0,-719.0,-299.0,,
,-421.0,607.0,600.0,,-465.0,-788.0,-378.0,,
,-263.0,-2656.0,303.0,,-405.0,-771.0,-184.0,,
,229.0,-1911.0,480.0,,-438.0,-732.0,-107.0,,
,95.0,-1436.0,600.0,,-578.0,-729.0,-336.0,,
,-160.0,-2178.0,208.0,,-564.0,-735.0,-221.0,,
,566.0,-1204.0,58.0,,-586.0,-713.0,-319.0,,
,716.0,-2089.0,166.0,,-611.0,-744.0,-175.0,,
,366.0,-1200.0,184.0,,-670.0,-779.0,-341.0,,
,230.0,-1846.0,71.0,,-682.0,-781.0,-363.0,,
,662.0,-1143.0,58.0,,-639.0,-786.0,-201.0,,
,906.0,-1710.0,271.0,,-630.0,-732.0,-238.0,,
,151.0,-1454.0,265.0,,-529.0,-703.0,-59.0,,
,75.0,-1963.0,160.0,,-621.0,-730.0,-284.0,,
,487.0,-1249.0,433.0,,-713.0,-748.0,-144.0,,
,419.0,-2083.0,464.0,,-653.0,-757.0,-121.0,,
,638.0,-1561.0,424.0,,-574.0,-761.0,-236.0,,
,637.0,-1793.0,356.0,,-542.0,-751.0,-169.0,,
,672.0,-1807.0,260.0,,-633.0,-716.0,-303.0,,
,930.0,-813.0,135.0,,-615.0,-714.0,-75.0,,
,427.0,-2746.0,-195.0,,-570.0,-756.0,-286.0,,
,-143.0,-532.0,-245.0,,-512.0,-785.0,-323.0,,
,257.0,-2898.0,58.0,,-476.0,-776.0,-179.0,,
,207.0,-1058.0,421.0,,-497.0,-734.0,-94.0,,
,-888.0,-1702.0,49.0,,-442.0,-727.0,110.0,,
,-605.0,-2626.0,90.0,,-456.0,-768.0,-182.0,,
,-37.0,566.0,456.0,,-497.0,-761.0,-60.0,,
,-252.0,-3838.0,126.0,,-525.0,-746.0,-96.0,,
,-900.0,43.0,219.0,,-460.0,-769.0,-99.0,,
,-591.0,-1695.0,429.0,,-371.0,-758.0,-33.0,,
,173.0,-2882.0,582.0,,-367.0,-740.0,-201.0,,
,-577.0,77.0,463.0,,-310.0,-744.0,125.0,,
,-423.0,-3548.0,636.0,,-266.0,-790.0,11.0,,
,-214.0,-154.0,953.0,,-219.0,-828.0,53.0,,
,-400.0,-2801.0,246.0,,-235.0,-791.0,79.0,,
,-235.0,-2052.0,49.0,,-256.0,-751.0,35.0,,
,-273.0,-1496.0,387.0,,-198.0,-721.0,201.0,,
,-371.0,-3370.0,545.0,,-143.0,-754.0,-60.0,,
,-701.0,-511.0,210.0,,-126.0,-813.0,140.0,,
,-707.0,-3382.0,-250.0,,-241.0,-774.0,166.0,,
,-541.0,-405.0,65.0,,-255.0,-730.0,225.0,,
,-624.0,-3314.0,64.0,,-134.0,-723.0,195.0,,
,-321.0,-1595.0,9.0,,-83.0,-730.0,-101.0,,
,312.0,-1088.0,266.0,,-41.0,-759.0,164.0,,
,-17.0,-3320.0,322.0,,-38.0,-786.0,86.0,,
,-233.0,-378.0,378.0,,-8.0,-792.0,184.0,,
,314.0,-4364.0,596.0,,53.0,-766.0,147.0,,
,804.0,250.0,877.0,,15.0,-718.0,151.0,,
,942.0,-3596.0,764.0,,-37.0,-727.0,360.0,,
,135.0,-1556.0,491.0,,-112.0,-772.0,90.0,,
,529.0,-1389.0,110.0,,-98.0,-765.0,208.0,,
,1508.0,-4320.0,-83.0,,26.0,-715.0,144.0,,
,616.0,528.0,93.0,,11.0,-662.0,230.0,,
,423.0,-4898.0,-40.0,,-128.0,-677.0,232.0,,
,963.0,-720.0,9.0,,-125.0,-685.0,51.0,,
,917.0,-3326.0,294.0,,44.0,-629.0,299.0,,
,-9.0,-2275.0,301.0,,83.0,-607.0,260.0,,
,-719.0,-1928.0,10.0,,-16.0,-603.0,412.0,,
,-188.0,-3840.0,-3.0,,-54.0,-570.0,275.0,,
,-40.0,-567.0,58.0,,43.0,-544.0,267.0,,
,-341.0,-4789.0,-401.0,,88.0,-545.0,495.0,,
,-955.0,-703.0,-396.0,,42.0,-552.0,373.0,,
,-873.0,-3438.0,-81.0,,5.0,-572.0,465.0,,
,-590.0,-1914.0,-110.0,,-56.0,-568.0,328.0,,
,-816.0,-1512.0,-703.0,,-31.0,-499.0,508.0,,
,-773.0,-2639.0,-769.0,,83.0,-447.0,487.0,,
,-755.0,-1226.0,-378.0,,102.0,-470.0,338.0,,
,-694.0,-3193.0,-452.0,,-25.0,-498.0,561.0,,
,-197.0,-613.0,119.0,,-33.0,-478.0,519.0,,
,100.0,-3404.0,232.0,,77.0,-456.0,667.0,,
,196.0,-764.0,-440.0,,114.0,-471.0,406.0,,
,731.0,-3501.0,-391.0,,64.0,-455.0,386.0,,
,228.0,-2153.0,26.0,,-16.0,-412.0,515.0,,
,-373.0,-1173.0,-294.0,,39.0,-411.0,400.0,,
,3.0,-4024.0,-571.0,,123.0,-434.0,570.0,,
,450.0,-777.0,-296.0,,69.0,-419.0,351.0,,
,684.0,-3727.0,-9.0,,13.0,-361.0,530.0,,
,908.0,-1046.0,557.0,,79.0,-352.0,495.0,,
,1097.0,-2813.0,421.0,,138.0,-347.0,303.0,,
,839.0,-2119.0,56.0,,162.0,-317.0,389.0,,
,867.0,-1753.0,233.0,,212.0,-337.0,356.0,,
,289.0,-2480.0,-27.0,,194.0,-356.0,691.0,,
,-547.0,-1205.0,-272.0,,105.0,-324.0,473.0,,
,-338.0,-3338.0,-335.0,,56.0,-282.0,469.0,,
,-391.0,-777.0,-417.0,,79.0,-269.0,515.0,,
,-666.0,-3550.0,-200.0,,123.0,-294.0,389.0,,
,22.0,-1708.0,-46.0,,125.0,-322.0,511.0,,
,138.0,-2448.0,369.0,,134.0,-316.0,247.0,,
,-366.0,-3237.0,745.0,,142.0,-291.0,533.0,,
,214.0,-1673.0,271.0,,155.0,-278.0,550.0,,
,-191.0,-3504.0,110.0,,214.0,-311.0,447.0,,
,-222.0,-1571.0,31.0,,233.0,-326.0,430.0,,
,750.0,-3670.0,-239.0,,208.0,-314.0,275.0,,
,55.0,-2101.0,-27.0,,227.0,-310.0,574.0,,
,-115.0,-2590.0,156.0,,262.0,-303.0,367.0,,
,732.0,-3053.0,330.0,,191.0,-301.0,399.0,,
,656.0,-1957.0,418.0,,170.0,-266.0,441.0,,
,177.0,-3522.0,560.0,,153.0,-271.0,478.0,,
,-31.0,-1738.0,456.0,,95.0,-282.0,657.0,,
,-408.0,-2714.0,267.0,,133.0,-236.0,367.0,,
,-29.0,-2737.0,57.0,,174.0,-203.0,524.0,,
,427.0,-2253.0,-229.0,,245.0,-225.0,467.0,,
,177.0,-2652.0,-103.0,,202.0,-290.0,443.0,,
,549.0,-2127.0,-162.0,,190.0,-286.0,406.0,,
,704.0,-2462.0,-248.0,,310.0,-252.0,279.0,,
,16.0,-2206.0,-394.0,,318.0,-208.0,524.0,,
,-504.0,-2337.0,-570.0,,328.0,-163.0,323.0,,
,-615.0,-2550.0,-618.0,,285.0,-198.0,330.0,,
,-821.0,-2110.0,-119.0,,233.0,-213.0,254.0,,
,-816.0,-2601.0,433.0,,290.0,-204.0,354.0,,
,-691.0,-2278.0,425.0,,329.0,-214.0,554.0,,
,-185.0,-2295.0,232.0,,342.0,-219.0,291.0,,
,287.0,-2196.0,-56.0,,317.0,-212.0,380.0,,
,68.0,-1761.0,-2.0,,300.0,-202.0,282.0,,
,-259.0,-2879.0,-442.0,,341.0,-215.0,382.0,,
,-565.0,-1730.0,-745.0,,405.0,-204.0,323.0,,
,-417.0,-2933.0,-578.0,,390.0,-181.0,230.0,,
,6.0,-2897.0,-128.0,,352.0,-162.0,469.0,,
,0.0,-1521.0,627.0,,436.0,-131.0,312.0,,
,-200.0,-3341.0,442.0,,454.0,-110.0,393.0,,
,394.0,-1545.0,272.0,,421.0,-111.0,219.0,,
,367.0,-2373.0,130.0,,407.0,-143.0,336.0,,
,-155.0,-2760.0,46.0,,383.0,-172.0,517.0,,
,186.0,-1760.0,200.0,,465.0,-172.0,303.0,,
,149.0,-3316.0,392.0,,454.0,-171.0,378.0,,
,-129.0,-1517.0,903.0,,352.0,-120.0,223.0,,
,-73.0,-2937.0,380.0,,382.0,-49.0,417.0,,
,320.0,-2798.0,-144.0,,425.0,-89.0,332.0,,
,516.0,-1474.0,-18.0,,381.0,-132.0,240.0,,
,762.0,-3251.0,-263.0,,265.0,-119.0,441.0,,
,745.0,-2010.0,-687.0,,200.0,-79.0,339.0,,
,447.0,-2928.0,-563.0,,297.0,-32.0,561.0,,
,464.0,-2798.0,-267.0,,356.0,-49.0,378.0,,
,-25.0,-2539.0,-134.0,,312.0,-42.0,436.0,,
,84.0,-3027.0,299.0,,256.0,1.0,524.0,,
,359.0,-2280.0,43.0,,239.0,16.0,330.0,,
,-146.0,-3214.0,-53.0,,197.0,1.0,404.0,,
,-7.0,-3163.0,93.0,,96.0,16.0,236.0,,
,313.0,-3241.0,74.0,,61.0,67.0,487.0,,
,124.0,-2773.0,215.0,,89.0,87.0,395.0,,
,-197.0,-2862.0,-101.0,,155.0,78.0,280.0,,
,-190.0,-3086.0,-558.0,,102.0,107.0,373.0,,
,-116.0,-2917.0,-698.0,,-8.0,179.0,216.0,,
,-467.0,-2514.0,-390.0,,15.0,166.0,428.0,,
,-135.0,-2942.0,-214.0,,-12.0,123.0,151.0,,
,-104.0,-3224.0,117.0,,-107.0,144.0,168.0,,
,-373.0,-2151.0,361.0,,-173.0,182.0,301.0,,
,128.0,-3841.0,86.0,,-110.0,217.0,236.0,,
,244.0,-2972.0,-256.0,,-27.0,237.0,378.0,,
